HHID,Home_pcode,home_ID,homeX,homeY,DwellingType,dis_to_subway,dis_to_CBD,POI,dis_to_wetlands,aveIncome,area,tot_price,unit_price,HP_ID,Ethnic,hhsize,Age,Citizen,Gender,Employ,Occup,Industry,Income_cat,income,Work_pcode,work_ID,commute_dis,car_avail,bike_avail,choice,total_trip_time,distance,car_cost,car_time,pt_time,pt_cost,bike_time,bike_cost,walk_time,walk_cost,min_income,max_income,tax_rate,cum_tax,income_after_tax
210009AR1,210009,690,103.8517056,1.313588987,HDB 4-room,310.9553858,3166,81,3564.67372122,65144.4043321,94.93,958286.706666667,10094.6666666667,210009AR1_3,Malay,3,15-34 yrs,Singapore Citizen,Male,Employed Full-time,Associate professional & technician,"Professional Services (e.g. legal, accounting, engineering,",$3000-$3999,21.875,738340.0,690,24.9284,0.0,0.0,2,1.3333333333333333,24928.4,13.247664,0.5539644444444445,1.3333333333333333,1.9781628734399999,2.6486558911572655,0.0,5.627178329571106,0.0,3333.3333333333335,6666.666666666667,0.07,45.83333333333334,3442.5
210009CR1,210009,691,103.8517056,1.313588987,HDB 4-room,310.9553858,3166,81,3564.67372122,65144.4043321,94.93,958286.706666667,10094.6666666667,210009CR1_1,Chinese,3,35-54 yrs,Singapore Citizen,Male,Self-employed,Plant & machine operator & assembler,"Community, Social and Personal Services (e.g. public adminis",$3000-$3999,21.875,408802.0,691,6.4508,1.0,0.0,2,1.25,6450.8,3.4281394285714284,0.14335111111111112,1.25,1.26454317936,0.6854009652716294,0.0,1.4561625282167043,0.0,3333.3333333333335,6666.666666666667,0.07,45.83333333333334,3442.5
210010AR1,210010,692,103.8522121,1.313919067,HDB 3-room,272.8708038,3197,91,3561.643187,65144.4043321,68.04,725238.36,10659.0,210010AR1_2,Malay,5,35-54 yrs,Singapore Citizen,Female,Employed Full-time,Clerical worker,"Community, Social and Personal Services (e.g. public adminis",$2500-$2999,17.1875,229899.0,692,1.3501,0.0,0.0,4,0.0,1350.1,0.7174817142857143,0.03000222222222222,0.28671082777777773,0.94728422999,0.14344885025318208,0.0,0.3047629796839729,0.0,2500.0,3333.3333333333335,0.035,16.666666666666664,2724.5833333333335
210010CR1,210010,693,103.8522121,1.313919067,HDB 3-room,272.8708038,3197,91,3561.643187,65144.4043321,68.04,725238.36,10659.0,210010CR1_1,Chinese,3,35-54 yrs,Permanent Resident,Female,Employed Full-time,Self Employed / Businessman,"Accomodation and Food Services (e.g. hotels, restaurants etc",$2500-$2999,17.1875,518457.0,693,19.2544,0.0,0.0,2,1.0,19254.4,10.232338285714286,0.42787555555555556,1.0,1.8316760806399999,2.045790343170779,0.0,4.346365688487585,0.0,2500.0,3333.3333333333335,0.035,16.666666666666664,2724.5833333333335
210010DR1,210010,694,103.8522121,1.313919067,HDB 3-room,272.8708038,3197,91,3561.643187,65144.4043321,68.04,725238.36,10659.0,210010DR1_1,Chinese,4,35-54 yrs,Singapore Citizen,Male,Self-employed,Service & sales worker,"Community, Social and Personal Services (e.g. public adminis",$2000-$2499,14.0625,69535.0,694,5.5027,0.0,0.0,2,0.6666666666666666,5502.7,2.9242920000000003,0.12228222222222222,0.6666666666666666,1.20950929271,0.5846648309667322,0.0,1.2421444695259594,0.0,1666.6666666666667,2500.0,0.02,0.0,2238.3333333333335
210011AR1,210011,695,103.8520086,1.312155493,HDB 5-room,271.432946,3005,178,3718.55835827,65144.4043321,117.53,1469477.59,12503.0,210011AR1_1,Indian,4,35-54 yrs,Singapore Citizen,Male,Self-employed,"Legislator,senior official & manager","Financial Services (e.g. financial, insurance)",$4000-$4999,28.125,307683.0,695,2.313,0.0,0.0,2,0.5,2313.0,1.229194285714286,0.0514,0.5,1.011160031,0.2457574925084143,0.0,0.5221218961625282,0.0,3333.3333333333335,6666.666666666667,0.07,45.83333333333334,4372.5
210011BR1,210011,696,103.8520086,1.312155493,HDB 4-room,271.432946,3005,178,3718.55835827,65144.4043321,94.93,1186909.79,12503.0,210011BR1_1,Indian,4,35-54 yrs,Singapore Citizen,Male,Employed Full-time,Associate professional & technician,Wholesale and Retail Trade,$2500-$2999,17.1875,539139.0,696,7.1532,1.0,0.0,1,0.43333333333333335,7153.2,3.801414857142857,0.43333333333333335,0.5926631555555556,1.30415572976,0.7600313425902244,0.0,1.6147178329571108,0.0,2500.0,3333.3333333333335,0.035,16.666666666666664,2724.5833333333335
210011CR1,210011,697,103.8520086,1.312155493,HDB 4-room,271.432946,3005,178,3718.55835827,65144.4043321,94.93,1186909.79,12503.0,210011CR1_1,Indian,3,35-54 yrs,Singapore Citizen,Male,Employed Full-time,"Legislator,senior official & manager",Wholesale and Retail Trade,$2500-$2999,17.1875,207704.0,697,1.1294000000000002,1.0,0.0,4,0.0,1129.4,0.6001954285714287,0.02509777777777778,0.27507503333333333,0.93238245564,0.11999935669649942,0.0,0.2549435665914222,0.0,2500.0,3333.3333333333335,0.035,16.666666666666664,2724.5833333333335
210011CR5,210011,698,103.8520086,1.312155493,HDB 5-room,271.432946,3005,178,3718.55835827,65144.4043321,117.53,1469477.59,12503.0,210011CR5_2,Chinese,6,35-54 yrs,Singapore Citizen,Female,Employed Full-time,Professional,"Professional Services (e.g. legal, accounting, engineering,",Refused,28.125,48581.0,698,5.3988000000000005,1.0,0.0,2,0.55,5398.8,2.8690765714285718,0.11997333333333335,0.55,1.20336895856,0.5736254001532327,0.0,1.2186907449209934,0.0,3333.3333333333335,6666.666666666667,0.07,45.83333333333334,4372.5
210011DR1,210011,699,103.8520086,1.312155493,HDB 4-room,271.432946,3005,178,3718.55835827,65144.4043321,94.93,1186909.79,12503.0,210011DR1_1,Indian,2,15-34 yrs,Permanent Resident,Male,Employed Full-time,Professional,"Financial Services (e.g. financial, insurance)",$8000 and above,56.25,18981.0,699,5.4135,0.0,0.0,2,0.75,5413.5,2.8768885714285717,0.1203,0.75,1.20423901775,0.575187283049849,0.0,1.2220090293453725,0.0,6666.666666666667,10000.0,0.115,279.16666666666674,8452.5
210013CR5,210013,700,103.8512952,1.311389864,HDB 5-room,374.3751287,2929,163,3753.73729419,65144.4043321,117.53,1157004.49666667,9844.33333333333,210013CR5_2,Chinese,6,35-54 yrs,Singapore Citizen,Male,Employed Full-time,"Legislator,senior official & manager","Community, Social and Personal Services (e.g. public adminis",Refused,28.125,319579.0,700,5.440300000000001,1.0,0.0,1,0.31666666666666665,5440.3,2.8911308571428576,0.31666666666666665,0.5023552611111111,1.20582413591,0.5780347974464014,0.0,1.2280586907449211,0.0,3333.3333333333335,6666.666666666667,0.07,45.83333333333334,4372.5
210015AR1,210015,701,103.8517445,1.310965159,HDB 3-room,353.2266606,2876,204,3818.87166028,65144.4043321,68.04,669808.44,9844.33333333333,210015AR1_2,Chinese,2,35-54 yrs,Singapore Citizen,Female,Employed Full-time,Clerical worker,"Community, Social and Personal Services (e.g. public adminis",$1500-$1999,10.9375,238863.0,701,3.7403,0.0,0.0,2,0.6666666666666666,3740.3,1.987702285714286,0.08311777777777779,0.6666666666666666,1.10243115591,0.39740888423226206,0.0,0.8443115124153501,0.0,1666.6666666666667,2500.0,0.02,0.0,1748.3333333333333
210015BR1,210015,702,103.8517445,1.310965159,HDB 3-room,353.2266606,2876,204,3818.87166028,65144.4043321,68.04,669808.44,9844.33333333333,210015BR1_1,Chinese,5,35-54 yrs,Permanent Resident,Male,Employed Full-time,"Legislator,senior official & manager","Financial Services (e.g. financial, insurance)",$5000-$5999,34.375,208539.0,702,1.1908,1.0,0.0,1,0.36666666666666664,1190.8,0.6328251428571428,0.36666666666666664,0.2783121777777778,0.93653799536,0.12652313967964537,0.0,0.268803611738149,0.0,3333.3333333333335,6666.666666666667,0.07,45.83333333333334,5302.5
210015CR1,210015,703,103.8517445,1.310965159,HDB 3-room,353.2266606,2876,204,3818.87166028,65144.4043321,68.04,669808.44,9844.33333333333,210015CR1_2,Chinese,2,35-54 yrs,Singapore Citizen,Female,Employed Full-time,Associate professional & technician,"Community, Social and Personal Services (e.g. public adminis",$4000-$4999,28.125,400845.0,703,6.3361,0.0,0.0,2,0.75,6336.1,3.3671845714285715,0.14080222222222222,0.75,1.25798083679,0.6732140286565343,0.0,1.430270880361174,0.0,3333.3333333333335,6666.666666666667,0.07,45.83333333333334,4372.5
210015DR1,210015,704,103.8517445,1.310965159,HDB 3-room,353.2266606,2876,204,3818.87166028,65144.4043321,68.04,669808.44,9844.33333333333,210015DR1_3,Indian,3,35-54 yrs,Dependant's Pass,Male,Self-employed,"Legislator,senior official & manager",Manufacturing,$8000 and above,56.25,199018.0,704,2.1589,1.0,0.0,1,0.4166666666666667,2158.9,1.147301142857143,0.4166666666666667,0.3293525611111111,1.00106215079,0.2293842847282385,0.0,0.4873363431151242,0.0,6666.666666666667,10000.0,0.115,279.16666666666674,8452.5
210037BR7,210037,705,103.8493578,1.316802293,HDB 4-room,715.5116723,3551,25,3126.07535582,65144.4043321,94.93,1463599.09666667,15417.6666666667,210037BR7_4,Chinese,4,15-34 yrs,Singapore Citizen,Female,Employed Full-time,Professional,"Community, Social and Personal Services (e.g. public adminis",Refused,28.125,169608.0,705,6.4325,0.0,0.0,2,0.8333333333333334,6432.5,3.418414285714286,0.14294444444444446,0.8333333333333334,1.26349794375,0.6834565804411479,0.0,1.4520316027088038,0.0,3333.3333333333335,6666.666666666667,0.07,45.83333333333334,4372.5
210039AR8,210039,706,103.8484578,1.316336902,HDB 4-room,690.6953209,3517,18,3122.43228366,65144.4043321,94.93,1576122.79,16603.0,210039AR8_1,Chinese,3,35-54 yrs,Singapore Citizen,Female,Employed Full-time,"Legislator,senior official & manager","Professional Services (e.g. legal, accounting, engineering,",Refused,28.125,569877.0,706,10.8644,1.0,0.0,1,0.38333333333333336,10864.4,5.773652571428571,0.38333333333333336,0.7883258666666666,1.49707281264,1.1543483361904092,0.0,2.4524604966139956,0.0,3333.3333333333335,6666.666666666667,0.07,45.83333333333334,4372.5
210042CR5,210042,707,103.849658,1.315852179,HDB 4-room,626.7071756,3442,29,3233.8181924,65144.4043321,94.93,993031.086666667,10460.6666666667,210042CR5_1,Chinese,4,35-54 yrs,Singapore Citizen,Male,Employed Full-time,"Legislator,senior official & manager",Wholesale and Retail Trade,$5000-$5999,34.375,238858.0,707,3.6494,0.0,0.0,2,,3649.4,1.9393954285714285,0.08109777777777778,0.4079350333333333,1.09673987964,0.3877507104021648,0.0,0.8237923250564334,0.0,3333.3333333333335,6666.666666666667,0.07,45.83333333333334,5302.5
210049CR5,210049,708,103.8500694,1.312483579,HDB 3-room,479.9718385,3067,77,3582.92269719,65144.4043321,68.04,805026.6,11831.6666666667,210049CR5_2,Chinese,2,15-34 yrs,Singapore Citizen,Male,Employed Full-time,Associate professional & technician,Manufacturing,Refused,28.125,639579.0,708,28.375400000000003,0.0,0.0,2,1.3166666666666667,28375.4,15.079498285714289,0.6305644444444445,1.3166666666666667,2.03571467484,3.0149014928332294,0.0,6.40528216704289,0.0,3333.3333333333335,6666.666666666667,0.07,45.83333333333334,4372.5
210681CR5,210681,709,103.8552976,1.313953431,HDB 4-room,167.7682364,3195,195,3738.82994748,65144.4043321,94.93,1153526.07333333,12151.3333333333,210681CR5_4,Indian,5,15-34 yrs,Singapore Citizen,Female,Employed Full-time,Service & sales worker,"Community, Social and Personal Services (e.g. public adminis",$2000-$2499,14.0625,169608.0,709,7.565300000000001,0.0,0.0,2,0.5666666666666667,7565.3,4.020416571428572,0.16811777777777778,0.5666666666666667,1.32693723591,0.8038171889640756,0.0,1.707742663656885,0.0,1666.6666666666667,2500.0,0.02,0.0,2238.3333333333335
210681CR6,210681,710,103.8552976,1.313953431,HDB 4-room,167.7682364,3195,195,3738.82994748,65144.4043321,94.93,1153526.07333333,12151.3333333333,210681CR6_1,Indian,2,15-34 yrs,Employemnt pass,Male,Employed Full-time,Professional,"Professional Services (e.g. legal, accounting, engineering,",$8000 and above,56.25,486066.0,710,16.4324,0.0,0.0,2,1.1333333333333333,16432.4,8.732646857142859,0.36516444444444446,1.1333333333333333,1.73484423024,1.745951327235308,0.0,3.709345372460497,0.0,6666.666666666667,10000.0,0.115,279.16666666666674,8452.5
210681CR7,210681,711,103.8552976,1.313953431,HDB 4-room,167.7682364,3195,195,3738.82994748,65144.4043321,94.93,1153526.07333333,12151.3333333333,210681CR7_5,Chinese,5,15-34 yrs,Singapore Citizen,Male,Employed Full-time,Service & sales worker,Wholesale and Retail Trade,Refused,28.125,200811.0,711,1.3583,0.0,0.0,4,0.0,1358.3,0.7218394285714286,0.030184444444444444,0.28714315,0.94783602111,0.14432010465809736,0.0,0.30661399548532736,0.0,3333.3333333333335,6666.666666666667,0.07,45.83333333333334,4372.5
