HHID,Home_pcode,home_ID,homeX,homeY,DwellingType,dis_to_subway,dis_to_CBD,POI,dis_to_wetlands,aveIncome,area,tot_price,unit_price,HP_ID,Ethnic,hhsize,Age,Citizen,Gender,Employ,Occup,Industry,Income_cat,income,Work_pcode,work_ID,commute_dis,car_avail,bike_avail,choice,total_trip_time,distance,car_cost,car_time,pt_time,pt_cost,bike_time,bike_cost,walk_time,walk_cost,min_income,max_income,tax_rate,cum_tax,income_after_tax
100075DO,100075,12,103.8086962,1.2749012,HDB 3-room,494.5326956,5199,39,6786.95220018,61521.8978102,68.04,665317.8,9778.33333333333,100075DO_1,Chinese,3,35-54 yrs,Singapore Citizen,Male,Employed Full-time,Associate professional & technician,Information and Communications,Refused,28.125,347627.0,12,12.715,1.0,0.0,1,0.55,12715.0,6.7571142857142865,0.55,0.885893611111111,1.582978775,1.3509755803045775,0.0,2.8702031602708806,0.0,3333.3333333333335,6666.666666666667,0.07,45.83333333333334,4372.5
100076AR4,100076,13,103.8087427,1.27437999,HDB 2-room,437.6818289,5206,29,6843.03126761,61521.8978102,45.11,441100.616666667,9778.33333333333,100076AR4_2,Chinese,2,15-34 yrs,Singapore Citizen,Female,Employed Full-time,Service & sales worker,Wholesale and Retail Trade,$2500-$2999,17.1875,129588.0,13,8.851600000000001,0.0,0.0,2,0.8,8851.6,4.7039931428571435,0.19670222222222225,0.8,1.39586117744,0.9404872549448683,0.0,1.9981038374717837,0.0,2500.0,3333.3333333333335,0.035,16.666666666666664,2724.5833333333335
100076BR4,100076,14,103.8087427,1.27437999,HDB 2-room,437.6818289,5206,29,6843.03126761,61521.8978102,45.11,441100.616666667,9778.33333333333,100076BR4_3,Malay,4,15-34 yrs,Singapore Citizen,Female,Employed Full-time,Service & sales worker,Wholesale and Retail Trade,$1500-$1999,10.9375,98838.0,14,1.0243,0.0,0.0,2,0.3,1024.3,0.5443422857142858,0.022762222222222222,0.3,0.92525180951,0.10883242523837819,0.0,0.2312189616252822,0.0,1666.6666666666667,2500.0,0.02,0.0,1748.3333333333333
100076CR3,100076,15,103.8087427,1.27437999,HDB 2-room,437.6818289,5206,29,6843.03126761,61521.8978102,45.11,441100.616666667,9778.33333333333,100076CR3_2,Malay,3,15-34 yrs,Singapore Citizen,Female,Employed Full-time,Service & sales worker,Wholesale and Retail Trade,$1500-$1999,10.9375,98585.0,15,2.9044,0.0,0.0,2,0.31666666666666665,2904.4,1.5434811428571429,0.06454222222222222,0.31666666666666665,1.04947246064,0.3085940601994978,0.0,0.6556207674943567,0.0,1666.6666666666667,2500.0,0.02,0.0,1748.3333333333333
100076DR2,100076,16,103.8087427,1.27437999,HDB 2-room,437.6818289,5206,29,6843.03126761,61521.8978102,45.11,441100.616666667,9778.33333333333,100076DR2_1,Malay,5,35-54 yrs,Singapore Citizen,Male,Employed Full-time,"Cleaner, labourer & related worker",Transport and Storage,Refused,28.125,680306.0,16,19.3587,0.0,0.0,2,0.5166666666666667,19358.7,10.287766285714287,0.43019333333333337,0.5166666666666667,1.8349497343099999,2.056872274199153,0.0,4.369909706546276,0.0,3333.3333333333335,6666.666666666667,0.07,45.83333333333334,4372.5
100085BR1,100085,17,103.8087199,1.277303705,HDB 5-room,753.6500423,5145,35,6524.41264715,61521.8978102,117.53,1408009.4,11980.0,100085BR1_1,Indian,2,55-74 yrs,Singapore Citizen,Male,Employed Full-time,Associate professional & technician,"Community, Social and Personal Services (e.g. public adminis",$3000-$3999,21.875,99447.0,17,3.1859,0.0,0.0,2,0.7166666666666667,3185.9,1.6930782857142859,0.07079777777777778,0.7166666666666667,1.06746304119,0.33850358641701567,0.0,0.7191647855530475,0.0,3333.3333333333335,6666.666666666667,0.07,45.83333333333334,3442.5
100085CR1,100085,18,103.8087199,1.277303705,HDB 4-room,753.6500423,5145,35,6524.41264715,61521.8978102,94.93,1137261.4,11980.0,100085CR1_2,Chinese,2,15-34 yrs,Singapore Citizen,Female,Employed Full-time,Professional,"Financial Services (e.g. financial, insurance)",$5000-$5999,34.375,48583.0,18,6.5867,1.0,0.0,1,0.4166666666666667,6586.7,3.5003605714285717,0.4166666666666667,0.5627960166666666,1.27228438311,0.6998404132750421,0.0,1.486839729119639,0.0,3333.3333333333335,6666.666666666667,0.07,45.83333333333334,5302.5
100085DR1,100085,19,103.8087199,1.277303705,HDB 5-room,753.6500423,5145,35,6524.41264715,61521.8978102,117.53,1408009.4,11980.0,100085DR1_1,Indian,4,35-54 yrs,Employemnt pass,Male,Employed Full-time,Professional,Information and Communications,$5000-$5999,34.375,179101.0,19,7.2191,0.0,0.0,2,0.9166666666666666,7219.1,3.836436,0.16042444444444445,0.9166666666666666,1.30782159519,0.767033252990702,0.0,1.6295936794582393,0.0,3333.3333333333335,6666.666666666667,0.07,45.83333333333334,5302.5
100086BR1,100086,20,103.8085171,1.276839872,HDB 4-room,707.5833958,5176,35,6578.74892165,61521.8978102,94.93,1137261.4,11980.0,100086BR1_1,Others,6,35-54 yrs,Permanent Resident,Male,Employed Full-time,Professional,"Professional Services (e.g. legal, accounting, engineering,",$5000-$5999,34.375,408724.0,20,16.054299999999998,0.0,0.0,2,1.5166666666666666,16054.3,8.531713714285713,0.35676222222222215,1.5166666666666666,1.72066045151,1.7057779991257394,0.0,3.6239954853273133,0.0,3333.3333333333335,6666.666666666667,0.07,45.83333333333334,5302.5
100086DR1,100086,21,103.8085171,1.276839872,HDB 5-room,707.5833958,5176,35,6578.74892165,61521.8978102,117.53,1408009.4,11980.0,100086DR1_1,Indian,4,35-54 yrs,Singapore Citizen,Male,Employed Full-time,Professional,Information and Communications,$5000-$5999,34.375,169202.0,21,3.2303,1.0,0.0,1,0.26666666666666666,3230.3,1.7166737142857145,0.26666666666666666,0.38583914999999996,1.07028616191,0.3432211102680202,0.0,0.7291873589164787,0.0,3333.3333333333335,6666.666666666667,0.07,45.83333333333334,5302.5
101106CR5,101106,22,103.8110439,1.280582102,HDB 5-room,1113.123191,4840,31,6127.12007617,61521.8978102,117.53,1408009.4,11980.0,101106CR5_2,Chinese,2,35-54 yrs,Singapore Citizen,Male,Employed Full-time,Service & sales worker,Manufacturing,$5000-$5999,34.375,638383.0,22,22.1076,1.0,0.0,1,0.5666666666666667,22107.6,11.748610285714284,0.5666666666666667,1.3810923555555554,1.9133860222399997,2.3489443758664157,0.0,4.990428893905191,0.0,3333.3333333333335,6666.666666666667,0.07,45.83333333333334,5302.5
102104BR1,102104,23,103.8120986,1.280497644,HDB 5-room,1123.881116,4724,35,6121.72208092,61521.8978102,117.53,1408009.4,11980.0,102104BR1_2,Malay,3,35-54 yrs,Singapore Citizen,Female,Employed Full-time,"Legislator,senior official & manager","Professional Services (e.g. legal, accounting, engineering,",$6000-$6999,40.625,48583.0,23,5.6769,1.0,0.0,2,0.8333333333333334,5676.9,3.0168668571428574,0.12615333333333334,0.8333333333333334,1.21975580639,0.6031736745443221,0.0,1.2814672686230248,0.0,3333.3333333333335,6666.666666666667,0.07,45.83333333333334,6232.5
102104CR1,102104,24,103.8120986,1.280497644,HDB 5-room,1123.881116,4724,35,6121.72208092,61521.8978102,117.53,1408009.4,11980.0,102104CR1_1,Indian,2,55-74 yrs,Singapore Citizen,Male,Employed Full-time,Service & sales worker,"Community, Social and Personal Services (e.g. public adminis",$1001-$1499,7.8125,119077.0,24,6.1515,0.0,0.0,2,0.9166666666666666,6151.5,3.2690828571428576,0.13670000000000002,0.9166666666666666,1.24736404775,0.6536001794922226,0.0,1.3886004514672687,0.0,0.0,1666.6666666666667,0.0,0.0,1250.0
102104DR1,102104,25,103.8120986,1.280497644,HDB 4-room,1123.881116,4724,35,6121.72208092,61521.8978102,94.93,1137261.4,11980.0,102104DR1_1,Indian,4,55-74 yrs,Singapore Citizen,Male,Employed Full-time,"Cleaner, labourer & related worker","Administrative and Support Services (e.g. security, cleaning",$1001-$1499,7.8125,248648.0,25,5.0189,1.0,1.0,3,0.7666666666666667,5018.9,2.6671868571428567,0.1115311111111111,0.4801381166666666,1.18073364279,0.7666666666666667,0.0,1.1329345372460495,0.0,0.0,1666.6666666666667,0.0,0.0,1250.0
102109AR1,102109,26,103.8092283,1.281002543,HDB 4-room,1153.994959,5036,19,6111.70703136,61521.8978102,94.93,1137261.4,11980.0,102109AR1_1,Indian,3,35-54 yrs,Singapore Citizen,Male,Employed Full-time,"Legislator,senior official & manager",Manufacturing,$4000-$4999,28.125,629061.0,26,18.3229,1.0,0.0,1,0.7333333333333333,18322.9,9.737312571428573,0.7333333333333333,1.1815545611111111,1.80147433559,1.9468179677831494,0.0,4.136094808126411,0.0,3333.3333333333335,6666.666666666667,0.07,45.83333333333334,4372.5
