"HHID","hhsize","postcode","home_ID","homeX","homeY","DwellingType","dis_to_subway","dis_to_CBD","POI","dis_to_wetlands","aveIncome","area","tot_price","unit_price"
"461031CR2",2,461031,2691,103.9248795,1.324201483,"HDB 1-room",594.4153411,8967,38,10000.9567043,67900.1996008,30,400790,13359.6666666667
"461031DO",2,461031,2691,103.9248795,1.324201483,"HDB 1-room",594.4153411,8967,38,10000.9567043,67900.1996008,30,400790,13359.6666666667
"461032AR2",2,461032,2080,103.9250011,1.323706043,"HDB 3-room",581.1378615,8953,38,10025.9733289,67900.1996008,68.04,908991.72,13359.6666666667
"461032BR6",2,461032,2080,103.9250011,1.323706043,"HDB 3-room",581.1378615,8953,38,10025.9733289,67900.1996008,68.04,908991.72,13359.6666666667
"461032CR5",2,461032,2080,103.9250011,1.323706043,"HDB 3-room",581.1378615,8953,38,10025.9733289,67900.1996008,68.04,908991.72,13359.6666666667
"461032DR1",3,461032,2080,103.9250011,1.323706043,"HDB 3-room",581.1378615,8953,38,10025.9733289,67900.1996008,68.04,908991.72,13359.6666666667
"461034AR1",3,461034,2237,103.9264048,1.324167911,"HDB 5-room",424.6765099,9115,54,10167.6563799,67900.1996008,117.53,1570161.62333333,13359.6666666667
"461034BO",6,461034,2237,103.9264048,1.324167911,"HDB 5-room",424.6765099,9115,54,10167.6563799,67900.1996008,117.53,1570161.62333333,13359.6666666667
"461034CR5",2,461034,2237,103.9264048,1.324167911,"HDB 5-room",424.6765099,9115,54,10167.6563799,67900.1996008,117.53,1570161.62333333,13359.6666666667
"461034DR2",3,461034,2237,103.9264048,1.324167911,"HDB 5-room",424.6765099,9115,54,10167.6563799,67900.1996008,117.53,1570161.62333333,13359.6666666667
"461041AR7",5,461041,951,103.9261057,1.327358684,"HDB 4-room",590.8591531,9258,44,10066.7547484,67900.1996008,94.93,1268233.15666667,13359.6666666667
"461042AO",4,461042,243,103.925811,1.32796496,"HDB 4-room",659.4158481,9264,36,10022.7974319,67900.1996008,94.93,1268233.15666667,13359.6666666667
"461042AR9",4,461042,243,103.925811,1.32796496,"HDB 3-room",659.4158481,9264,36,10022.7974319,67900.1996008,68.04,908991.72,13359.6666666667
"461042BO",4,461042,243,103.925811,1.32796496,"HDB 3-room",659.4158481,9264,36,10022.7974319,67900.1996008,68.04,908991.72,13359.6666666667
"461042CR5",1,461042,243,103.925811,1.32796496,"HDB 3-room",659.4158481,9264,36,10022.7974319,67900.1996008,68.04,908991.72,13359.6666666667
"461042DR8",4,461042,243,103.925811,1.32796496,"HDB 3-room",659.4158481,9264,36,10022.7974319,67900.1996008,68.04,908991.72,13359.6666666667
"461045AO",3,461045,194,103.9244971,1.328619576,"HDB 4-room",817.7207759,9177,27,9866.45982871,67900.1996008,94.93,1268233.15666667,13359.6666666667
"461045AR1",5,461045,194,103.9244971,1.328619576,"HDB 3-room",817.7207759,9177,27,9866.45982871,67900.1996008,68.04,908991.72,13359.6666666667
"461045BR4",2,461045,194,103.9244971,1.328619576,"HDB 3-room",817.7207759,9177,27,9866.45982871,67900.1996008,68.04,908991.72,13359.6666666667
"461045CR5",3,461045,194,103.9244971,1.328619576,"HDB 3-room",817.7207759,9177,27,9866.45982871,67900.1996008,68.04,908991.72,13359.6666666667
"461045DR2",3,461045,194,103.9244971,1.328619576,"HDB 3-room",817.7207759,9177,27,9866.45982871,67900.1996008,68.04,908991.72,13359.6666666667
"461050AR1",3,461050,2738,103.9224098,1.32929775,"HDB 3-room",773.0235969,9020,23,9624.99171475,67900.1996008,68.04,908991.72,13359.6666666667
"461050BO",3,461050,2738,103.9224098,1.32929775,"HDB 3-room",773.0235969,9020,23,9624.99171475,67900.1996008,68.04,908991.72,13359.6666666667
"461050CO",4,461050,2738,103.9224098,1.32929775,"HDB 3-room",773.0235969,9020,23,9624.99171475,67900.1996008,68.04,908991.72,13359.6666666667
"461050DR3",3,461050,2738,103.9224098,1.32929775,"HDB 3-room",773.0235969,9020,23,9624.99171475,67900.1996008,68.04,908991.72,13359.6666666667
"461051AO",4,461051,44,103.9422653,1.323435855,"HDB 4-room",633.1203113,10669,21,11914.0237022,67900.1996008,94.93,1133559.13,11941
"461051AR1",4,461051,44,103.9422653,1.323435855,"HDB 4-room",633.1203113,10669,21,11914.0237022,67900.1996008,94.93,1133559.13,11941
"461051BO",4,461051,44,103.9422653,1.323435855,"HDB 4-room",633.1203113,10669,21,11914.0237022,67900.1996008,94.93,1133559.13,11941
"461051BR1",4,461051,44,103.9422653,1.323435855,"HDB 4-room",633.1203113,10669,21,11914.0237022,67900.1996008,94.93,1133559.13,11941
"461051CO",4,461051,44,103.9422653,1.323435855,"HDB 4-room",633.1203113,10669,21,11914.0237022,67900.1996008,94.93,1133559.13,11941
"461051CR1",2,461051,44,103.9422653,1.323435855,"HDB 4-room",633.1203113,10669,21,11914.0237022,67900.1996008,94.93,1133559.13,11941
"461051DO",4,461051,44,103.9422653,1.323435855,"HDB 4-room",633.1203113,10669,21,11914.0237022,67900.1996008,94.93,1133559.13,11941
"461051DR1",4,461051,44,103.9422653,1.323435855,"HDB 4-room",633.1203113,10669,21,11914.0237022,67900.1996008,94.93,1133559.13,11941
"461053AR2",3,461053,2804,103.9424313,1.324320639,"HDB 4-room",557.4181956,10725,20,11914.4073192,67900.1996008,94.93,1133559.13,11941
"461053BR1",3,461053,2804,103.9424313,1.324320639,"HDB 4-room",557.4181956,10725,20,11914.4073192,67900.1996008,94.93,1133559.13,11941
"461053DR3",5,461053,2804,103.9424313,1.324320639,"HDB 4-room",557.4181956,10725,20,11914.4073192,67900.1996008,94.93,1133559.13,11941
"461055AR1",3,461055,1921,103.9421103,1.325092623,"HDB 5-room",544.3239882,10727,23,11864.3407544,67900.1996008,117.53,1403425.73,11941
"461055AR4",4,461055,1921,103.9421103,1.325092623,"HDB 5-room",544.3239882,10727,23,11864.3407544,67900.1996008,117.53,1403425.73,11941
"461055BO",2,461055,1921,103.9421103,1.325092623,"HDB 5-room",544.3239882,10727,23,11864.3407544,67900.1996008,117.53,1403425.73,11941
"461055CO",3,461055,1921,103.9421103,1.325092623,"HDB 5-room",544.3239882,10727,23,11864.3407544,67900.1996008,117.53,1403425.73,11941
"461055DO",4,461055,1921,103.9421103,1.325092623,"HDB 5-room",544.3239882,10727,23,11864.3407544,67900.1996008,117.53,1403425.73,11941
"461057AR2",2,461057,2382,103.9415719,1.324252013,"HDB 3-room",641.5238914,10635,17,11821.659315,67900.1996008,68.04,812465.64,11941
"461057BR1",1,461057,2382,103.9415719,1.324252013,"HDB 3-room",641.5238914,10635,17,11821.659315,67900.1996008,68.04,812465.64,11941
"461057CO",2,461057,2382,103.9415719,1.324252013,"HDB 3-room",641.5238914,10635,17,11821.659315,67900.1996008,68.04,812465.64,11941
"461057CR5",5,461057,2382,103.9415719,1.324252013,"HDB 3-room",641.5238914,10635,17,11821.659315,67900.1996008,68.04,812465.64,11941
"461057DO",3,461057,2382,103.9415719,1.324252013,"HDB 3-room",641.5238914,10635,17,11821.659315,67900.1996008,68.04,812465.64,11941
"461062CR5",3,461062,1232,103.940027,1.323332781,"HDB 4-room",841.2414595,10436,19,11671.5236712,67900.1996008,94.93,1133559.13,11941
"461063AR3",5,461063,1857,103.9399414,1.323777969,"HDB 4-room",825.3841806,10448,17,11652.8769606,67900.1996008,94.93,1133559.13,11941
"461063BR4",3,461063,1857,103.9399414,1.323777969,"HDB 4-room",825.3841806,10448,17,11652.8769606,67900.1996008,94.93,1133559.13,11941
"461063CR3",5,461063,1857,103.9399414,1.323777969,"HDB 4-room",825.3841806,10448,17,11652.8769606,67900.1996008,94.93,1133559.13,11941
"461063DR3",3,461063,1857,103.9399414,1.323777969,"HDB 4-room",825.3841806,10448,17,11652.8769606,67900.1996008,94.93,1133559.13,11941
"462027AO",3,462027,952,103.9349146,1.324113743,"HDB 3-room",523.130273,9956,50,11096.5628328,67900.1996008,68.04,871887.24,12814.3333333333
"462027CO",7,462027,952,103.9349146,1.324113743,"HDB 3-room",523.130273,9956,50,11096.5628328,67900.1996008,68.04,871887.24,12814.3333333333
"462027DO",2,462027,952,103.9349146,1.324113743,"HDB 3-room",523.130273,9956,50,11096.5628328,67900.1996008,68.04,871887.24,12814.3333333333
"462219BO",4,462219,953,103.9335616,1.325326478,"HDB 4-room",401.1371944,9880,66,10923.4391491,67900.1996008,94.93,1216464.66333333,12814.3333333333
"462219CO",5,462219,953,103.9335616,1.325326478,"HDB 5-room",401.1371944,9880,66,10923.4391491,67900.1996008,117.53,1506068.59666667,12814.3333333333
"462219DO",6,462219,953,103.9335616,1.325326478,"HDB 4-room",401.1371944,9880,66,10923.4391491,67900.1996008,94.93,1216464.66333333,12814.3333333333
"463010CR5",6,463010,2763,103.93646,1.321654177,"HDB 5-room",740.8258496,9998,12,11320.1729579,67900.1996008,117.53,1589240.66,13522
"463094AO",3,463094,494,103.9412994,1.333622098,"HDB 5-room",911.8004992,11071,14,11649.8458539,67900.1996008,117.53,1454198.69,12373
"463094BO",4,463094,494,103.9412994,1.333622098,"HDB 5-room",911.8004992,11071,14,11649.8458539,67900.1996008,117.53,1454198.69,12373
"463094CO",3,463094,494,103.9412994,1.333622098,"HDB 5-room",911.8004992,11071,14,11649.8458539,67900.1996008,117.53,1454198.69,12373
"463094DO",4,463094,494,103.9412994,1.333622098,"HDB 5-room",911.8004992,11071,14,11649.8458539,67900.1996008,117.53,1454198.69,12373
"464010CR5",5,464010,1437,103.936989,1.321612324,"HDB 5-room",797.8168824,10050,16,11378.6828953,67900.1996008,117.53,1315865.88,11196
"465558AO",5,465558,2808,103.94447,1.328130684,"Private flat/condo",246.2995096,11107,13,12071.4149899,67900.1996008,120,1197080,9975.66666666667
"465558AR7",3,465558,2808,103.94447,1.328130684,"Private flat/condo",246.2995096,11107,13,12071.4149899,67900.1996008,97,967639.666666667,9975.66666666667
"465560AO",3,465560,2692,103.9445628,1.328600081,"Private flat/condo",262.3930443,11139,17,12074.4664591,67900.1996008,97,887614.666666667,9150.66666666667
"465577CR5",3,465577,1794,103.9452177,1.331099164,"Landed Property",448.6408577,11326,24,12112.3826362,67900.1996008,295.41,3328482.94,11267.3333333333
"466242AR7",4,466242,1651,103.9481797,1.321320168,"Landed Property",682.1119502,11190,6,12604.7105786,67900.1996008,295.41,2923278.89,9895.66666666667
"466542CR5",7,466542,2543,103.9439984,1.315197991,"Landed Property",1361.968461,10524,1,12302.8872721,67900.1996008,424.95,4579402.85,10776.3333333333
"466665AR2",6,466665,922,103.9427468,1.327099018,"Private flat/condo",418.5537351,10885,21,11898.3842087,67900.1996008,120,1081840,9015.33333333333
"466665CR1",5,466665,922,103.9427468,1.327099018,"Private flat/condo",418.5537351,10885,21,11898.3842087,67900.1996008,120,1081840,9015.33333333333
"466665CR2",1,466665,922,103.9427468,1.327099018,"Private flat/condo",418.5537351,10885,21,11898.3842087,67900.1996008,97,874487.333333333,9015.33333333333
"466724CR2",3,466724,2935,103.9387557,1.319858723,"Landed Property",1053.822344,10156,17,11612.9283005,67900.1996008,295.41,3501987.08,11854.6666666667
"467046AR5",2,467046,991,103.9368503,1.318004031,"Landed Property",990.5876643,9882,7,11455.066461,67900.1996008,295.41,3014757.52,10205.3333333333
"467132AO",6,467132,186,103.9414866,1.320109015,"Landed Property",967.508636,10448,20,11903.2368769,67900.1996008,424.95,5607781.85,13196.3333333333
"468330AO",4,468330,2185,103.9457961,1.323467502,"Landed Property",426.0620399,11032,18,12299.7070923,67900.1996008,295.41,3968833.35,13435
"468341AO",3,468341,2350,103.946412,1.323711103,"Landed Property",391.9019045,11106,15,12362.3531224,67900.1996008,295.41,3545904.7,12003.3333333333
"468375AR8",7,468375,642,103.9480197,1.324291796,"Landed Property",368.409756,11296,11,12527.4747522,67900.1996008,424.95,5641919.5,13276.6666666667
"468702CR5",5,468702,3204,103.9361379,1.313288144,"Private flat/condo",1353.198374,9627,8,11518.3306417,67900.1996008,120,1417960,11816.3333333333
"469336CO",4,469336,2218,103.9336842,1.315593253,"Private flat/condo",1004.12497,9457,4,11184.3464466,67900.1996008,97,945620.666666667,9748.66666666667
"469337BO",3,469337,439,103.9338781,1.316681943,"Private flat/condo",903.7113283,9521,5,11172.5840972,67900.1996008,97,966184.666666667,9960.66666666667
"469337CO",6,469337,439,103.9338781,1.316681943,"Private flat/condo",903.7113283,9521,5,11172.5840972,67900.1996008,120,1195280,9960.66666666667
"469337CR1",2,469337,439,103.9338781,1.316681943,"Private flat/condo",903.7113283,9521,5,11172.5840972,67900.1996008,97,966184.666666667,9960.66666666667
"469338AO",3,469338,106,103.9339734,1.31469266,"Private flat/condo",1108.459273,9452,4,11243.0594931,67900.1996008,97,870607.333333333,8975.33333333333
"469338AR8",4,469338,106,103.9339734,1.31469266,"Private flat/condo",1108.459273,9452,4,11243.0594931,67900.1996008,97,870607.333333333,8975.33333333333
"469338BO",3,469338,106,103.9339734,1.31469266,"Private flat/condo",1108.459273,9452,4,11243.0594931,67900.1996008,97,870607.333333333,8975.33333333333
"469338BR1",6,469338,106,103.9339734,1.31469266,"Private flat/condo",1108.459273,9452,4,11243.0594931,67900.1996008,120,1077040,8975.33333333333
"469338DR1",3,469338,106,103.9339734,1.31469266,"Private flat/condo",1108.459273,9452,4,11243.0594931,67900.1996008,97,870607.333333333,8975.33333333333
"469970AO",4,469970,77,103.9387311,1.312375227,"Private flat/condo",1594.877402,9869,9,11823.8044896,67900.1996008,97,1033405.66666667,10653.6666666667
"469970AR1",2,469970,77,103.9387311,1.312375227,"Private flat/condo",1594.877402,9869,9,11823.8044896,67900.1996008,97,1033405.66666667,10653.6666666667
"469970BO",3,469970,77,103.9387311,1.312375227,"Private flat/condo",1594.877402,9869,9,11823.8044896,67900.1996008,97,1033405.66666667,10653.6666666667
"469970CO",4,469970,77,103.9387311,1.312375227,"Private flat/condo",1594.877402,9869,9,11823.8044896,67900.1996008,97,1033405.66666667,10653.6666666667
"469970DO",1,469970,77,103.9387311,1.312375227,"Private flat/condo",1594.877402,9869,9,11823.8044896,67900.1996008,97,1033405.66666667,10653.6666666667
"469972BO",2,469972,695,103.9381556,1.312453453,"Private flat/condo",1550.558271,9811,8,11760.0129658,67900.1996008,97,1043752.33333333,10760.3333333333
"469972CO",2,469972,695,103.9381556,1.312453453,"Private flat/condo",1550.558271,9811,8,11760.0129658,67900.1996008,97,1043752.33333333,10760.3333333333
"469974CO",2,469974,1593,103.9399144,1.31299246,"Private flat/condo",1624.847092,10016,7,11930.4141612,67900.1996008,97,948466,9778
"469974DO",2,469974,1593,103.9399144,1.31299246,"Private flat/condo",1624.847092,10016,7,11930.4141612,67900.1996008,97,948466,9778
"469975AO",2,469975,1758,103.9397968,1.312647677,"Private flat/condo",1645.022004,9991,11,11928.6936715,67900.1996008,97,1014102.66666667,10454.6666666667
"469976AO",6,469976,91,103.9394363,1.312560964,"Private flat/condo",1626.734463,9950,11,11893.0017138,67900.1996008,120,1250480,10420.6666666667
"469976BO",4,469976,91,103.9394363,1.312560964,"Private flat/condo",1626.734463,9950,11,11893.0017138,67900.1996008,97,1010804.66666667,10420.6666666667
"469976CR5",1,469976,91,103.9394363,1.312560964,"Private flat/condo",1626.734463,9950,11,11893.0017138,67900.1996008,97,1010804.66666667,10420.6666666667
"469976CR6",2,469976,91,103.9394363,1.312560964,"Private flat/condo",1626.734463,9950,11,11893.0017138,67900.1996008,97,1010804.66666667,10420.6666666667
"469976DO",4,469976,91,103.9394363,1.312560964,"Private flat/condo",1626.734463,9950,11,11893.0017138,67900.1996008,97,1010804.66666667,10420.6666666667
"469977AR1",3,469977,349,103.9375001,1.312147333,"Private flat/condo",1538.842196,9731,8,11700.2238773,67900.1996008,97,1048990.33333333,10814.3333333333
"469977AR2",4,469977,349,103.9375001,1.312147333,"Private flat/condo",1538.842196,9731,8,11700.2238773,67900.1996008,97,1048990.33333333,10814.3333333333
"469977BO",5,469977,349,103.9375001,1.312147333,"Private flat/condo",1538.842196,9731,8,11700.2238773,67900.1996008,120,1297720,10814.3333333333
"469977CO",2,469977,349,103.9375001,1.312147333,"Private flat/condo",1538.842196,9731,8,11700.2238773,67900.1996008,97,1048990.33333333,10814.3333333333
"469978AO",3,469978,878,103.936878,1.312387742,"Private flat/condo",1480.452479,9674,7,11626.2251234,67900.1996008,97,1004370.33333333,10354.3333333333
"469978BO",3,469978,878,103.936878,1.312387742,"Private flat/condo",1480.452479,9674,7,11626.2251234,67900.1996008,97,1004370.33333333,10354.3333333333
"469978CR1",4,469978,878,103.936878,1.312387742,"Private flat/condo",1480.452479,9674,7,11626.2251234,67900.1996008,97,1004370.33333333,10354.3333333333
"469978DR1",3,469978,878,103.936878,1.312387742,"Private flat/condo",1480.452479,9674,7,11626.2251234,67900.1996008,97,1004370.33333333,10354.3333333333
"469982AR1",3,469982,118,103.9352784,1.311340646,"Private flat/condo",1506.52178,9469,10,11491.5352449,67900.1996008,97,998582.666666667,10294.6666666667
"469982BO",2,469982,118,103.9352784,1.311340646,"Private flat/condo",1506.52178,9469,10,11491.5352449,67900.1996008,97,998582.666666667,10294.6666666667
"469982CO",1,469982,118,103.9352784,1.311340646,"Private flat/condo",1506.52178,9469,10,11491.5352449,67900.1996008,97,998582.666666667,10294.6666666667
"469982CR5",3,469982,118,103.9352784,1.311340646,"Private flat/condo",1506.52178,9469,10,11491.5352449,67900.1996008,97,998582.666666667,10294.6666666667
"469982DO",4,469982,118,103.9352784,1.311340646,"Private flat/condo",1506.52178,9469,10,11491.5352449,67900.1996008,97,998582.666666667,10294.6666666667
"469983AO",4,469983,918,103.936378,1.310765813,"Private flat/condo",1613.729881,9566,19,11627.5864708,67900.1996008,97,1010901.66666667,10421.6666666667
"469983BO",2,469983,918,103.936378,1.310765813,"Private flat/condo",1613.729881,9566,19,11627.5864708,67900.1996008,97,1010901.66666667,10421.6666666667
"469983CO",1,469983,918,103.936378,1.310765813,"Private flat/condo",1613.729881,9566,19,11627.5864708,67900.1996008,97,1010901.66666667,10421.6666666667
"469983DO",4,469983,918,103.936378,1.310765813,"Private flat/condo",1613.729881,9566,19,11627.5864708,67900.1996008,97,1010901.66666667,10421.6666666667
"469985AR1",1,469985,280,103.9380143,1.310769209,"Private flat/condo",1698.809159,9740,18,11800.6855662,67900.1996008,97,1074016.33333333,11072.3333333333
"469985AR2",4,469985,280,103.9380143,1.310769209,"Private flat/condo",1698.809159,9740,18,11800.6855662,67900.1996008,97,1074016.33333333,11072.3333333333
"469985BO",5,469985,280,103.9380143,1.310769209,"Private flat/condo",1698.809159,9740,18,11800.6855662,67900.1996008,120,1328680,11072.3333333333
"469985CO",2,469985,280,103.9380143,1.310769209,"Private flat/condo",1698.809159,9740,18,11800.6855662,67900.1996008,97,1074016.33333333,11072.3333333333
"469985DO",1,469985,280,103.9380143,1.310769209,"Private flat/condo",1698.809159,9740,18,11800.6855662,67900.1996008,97,1074016.33333333,11072.3333333333
"469986AR1",4,469986,640,103.9395739,1.311685506,"Private flat/condo",1712.214199,9936,13,11935.8088411,67900.1996008,97,1354572.66666667,13964.6666666667
"469986BO",4,469986,640,103.9395739,1.311685506,"Private flat/condo",1712.214199,9936,13,11935.8088411,67900.1996008,97,1354572.66666667,13964.6666666667
"469986CO",4,469986,640,103.9395739,1.311685506,"Private flat/condo",1712.214199,9936,13,11935.8088411,67900.1996008,97,1354572.66666667,13964.6666666667
"469986DO",4,469986,640,103.9395739,1.311685506,"Private flat/condo",1712.214199,9936,13,11935.8088411,67900.1996008,97,1354572.66666667,13964.6666666667
"469987AO",1,469987,75,103.9389988,1.311675203,"Private flat/condo",1674.985401,9874,14,11874.993875,67900.1996008,97,1340507.66666667,13819.6666666667
"469987BO",5,469987,75,103.9389988,1.311675203,"Private flat/condo",1674.985401,9874,14,11874.993875,67900.1996008,120,1658360,13819.6666666667
"469987CR5",5,469987,75,103.9389988,1.311675203,"Private flat/condo",1674.985401,9874,14,11874.993875,67900.1996008,120,1658360,13819.6666666667
"469987DO",7,469987,75,103.9389988,1.311675203,"Private flat/condo",1674.985401,9874,14,11874.993875,67900.1996008,120,1658360,13819.6666666667
"470101CR5",3,470101,264,103.9097666,1.328255749,"HDB 4-room",755.2874946,7804,29,8262.54045979,67900.1996008,94.93,1200516.42333333,12646.3333333333
"470117AR2",3,470117,2684,103.9086886,1.331413279,"HDB 3-room",395.9976139,7930,12,8080.26901781,67900.1996008,68.04,857485.44,12602.6666666667
"470120CR5",6,470120,757,103.9099176,1.330914485,"HDB 4-room",472.4425239,8000,30,8224.32746838,67900.1996008,94.93,1196371.14666667,12602.6666666667
"470121CR5",5,470121,2874,103.9099913,1.331277928,"HDB 3-room",436.9517081,8032,30,8225.73474648,67900.1996008,68.04,857485.44,12602.6666666667
"470123AR5",4,470123,2319,103.9103968,1.332317613,"HDB 4-room",353.6852971,8140,47,8252.30908179,67900.1996008,94.93,1196371.14666667,12602.6666666667
"470125AO",5,470125,689,103.9101605,1.332990219,"HDB 4-room",277.6765915,8168,44,8215.49562859,67900.1996008,94.93,1196371.14666667,12602.6666666667
"470125AR1",4,470125,689,103.9101605,1.332990219,"HDB 4-room",277.6765915,8168,44,8215.49562859,67900.1996008,94.93,1196371.14666667,12602.6666666667
"470125BR1",4,470125,689,103.9101605,1.332990219,"HDB 4-room",277.6765915,8168,44,8215.49562859,67900.1996008,94.93,1196371.14666667,12602.6666666667
"470125BR8",5,470125,689,103.9101605,1.332990219,"HDB 4-room",277.6765915,8168,44,8215.49562859,67900.1996008,94.93,1196371.14666667,12602.6666666667
"470125CR5",3,470125,689,103.9101605,1.332990219,"HDB 4-room",277.6765915,8168,44,8215.49562859,67900.1996008,94.93,1196371.14666667,12602.6666666667
"470125DO",6,470125,689,103.9101605,1.332990219,"HDB 4-room",277.6765915,8168,44,8215.49562859,67900.1996008,94.93,1196371.14666667,12602.6666666667
"470131AO",2,470131,2260,103.9117059,1.333125115,"HDB 4-room",397.3005007,8309,58,8383.75451496,67900.1996008,94.93,974203.303333333,10262.3333333333
"470131CR5",5,470131,2260,103.9117059,1.333125115,"HDB 4-room",397.3005007,8309,58,8383.75451496,67900.1996008,94.93,974203.303333333,10262.3333333333
"470135AR2",4,470135,2292,103.9125254,1.33314036,"HDB 4-room",476.8197742,8381,57,8473.88681645,67900.1996008,94.93,974203.303333333,10262.3333333333
"470135AR3",5,470135,2292,103.9125254,1.33314036,"HDB 4-room",476.8197742,8381,57,8473.88681645,67900.1996008,94.93,974203.303333333,10262.3333333333
"470140AO",4,470140,1036,103.9133883,1.334887573,"HDB 5-room",512.6501594,8578,48,8545.46778301,67900.1996008,117.53,1412593.07,12019
"470140BR2",5,470140,1036,103.9133883,1.334887573,"HDB 5-room",512.6501594,8578,48,8545.46778301,67900.1996008,117.53,1412593.07,12019
"470140CR1",3,470140,1036,103.9133883,1.334887573,"HDB 5-room",512.6501594,8578,48,8545.46778301,67900.1996008,117.53,1412593.07,12019
"470140CR8",4,470140,1036,103.9133883,1.334887573,"HDB 4-room",512.6501594,8578,48,8545.46778301,67900.1996008,94.93,1140963.67,12019
"470141AR1",4,470141,1096,103.9134572,1.335307353,"HDB 4-room",509.0951539,8614,47,8548.06766215,67900.1996008,94.93,1140963.67,12019
"470141BO",4,470141,1096,103.9134572,1.335307353,"HDB 4-room",509.0951539,8614,47,8548.06766215,67900.1996008,94.93,1140963.67,12019
"470141CO",4,470141,1096,103.9134572,1.335307353,"HDB 4-room",509.0951539,8614,47,8548.06766215,67900.1996008,94.93,1140963.67,12019
"470141DO",2,470141,1096,103.9134572,1.335307353,"HDB 4-room",509.0951539,8614,47,8548.06766215,67900.1996008,94.93,1140963.67,12019
"470142AO",2,470142,938,103.9132681,1.335638693,"HDB 4-room",518.0731703,8621,47,8523.34427527,67900.1996008,94.93,1140963.67,12019
"470142AR3",7,470142,938,103.9132681,1.335638693,"HDB 4-room",518.0731703,8621,47,8523.34427527,67900.1996008,94.93,1140963.67,12019
"470142BO",2,470142,938,103.9132681,1.335638693,"HDB 4-room",518.0731703,8621,47,8523.34427527,67900.1996008,94.93,1140963.67,12019
"470142CO",3,470142,938,103.9132681,1.335638693,"HDB 4-room",518.0731703,8621,47,8523.34427527,67900.1996008,94.93,1140963.67,12019
"470142DR2",7,470142,938,103.9132681,1.335638693,"HDB 4-room",518.0731703,8621,47,8523.34427527,67900.1996008,94.93,1140963.67,12019
"470144AR1",2,470144,2623,103.9125188,1.334874922,"HDB 3-room",429.9708688,8503,53,8449.46276219,67900.1996008,68.04,698249.16,10262.3333333333
"470144BO",2,470144,2623,103.9125188,1.334874922,"HDB 3-room",429.9708688,8503,53,8449.46276219,67900.1996008,68.04,698249.16,10262.3333333333
"470144CO",4,470144,2623,103.9125188,1.334874922,"HDB 3-room",429.9708688,8503,53,8449.46276219,67900.1996008,68.04,698249.16,10262.3333333333
"470144DO",2,470144,2623,103.9125188,1.334874922,"HDB 3-room",429.9708688,8503,53,8449.46276219,67900.1996008,68.04,698249.16,10262.3333333333
"470150AO",6,470150,2789,103.9126879,1.336134065,"HDB 4-room",465.9501118,8608,47,8453.68431181,67900.1996008,94.93,974203.303333333,10262.3333333333
"470150BR8",4,470150,2789,103.9126879,1.336134065,"HDB 4-room",465.9501118,8608,47,8453.68431181,67900.1996008,94.93,974203.303333333,10262.3333333333
"470150CO",3,470150,2789,103.9126879,1.336134065,"HDB 4-room",465.9501118,8608,47,8453.68431181,67900.1996008,94.93,974203.303333333,10262.3333333333
"470150DR6",4,470150,2789,103.9126879,1.336134065,"HDB 4-room",465.9501118,8608,47,8453.68431181,67900.1996008,94.93,974203.303333333,10262.3333333333
"470601CR5",4,470601,2916,103.9116205,1.330064525,"HDB 4-room",637.1185067,8089,50,8427.1997185,67900.1996008,94.93,974203.303333333,10262.3333333333
"470601CR6",4,470601,2916,103.9116205,1.330064525,"HDB 4-room",637.1185067,8089,50,8427.1997185,67900.1996008,94.93,974203.303333333,10262.3333333333
"470602AR1",4,470602,1365,103.9115709,1.32930213,"HDB 4-room",708.0428899,8034,40,8437.00246874,67900.1996008,94.93,974203.303333333,10262.3333333333
"470602BR1",3,470602,1365,103.9115709,1.32930213,"HDB 4-room",708.0428899,8034,40,8437.00246874,67900.1996008,94.93,974203.303333333,10262.3333333333
"470602CO",5,470602,1365,103.9115709,1.32930213,"HDB 4-room",708.0428899,8034,40,8437.00246874,67900.1996008,94.93,974203.303333333,10262.3333333333
"470602DO",2,470602,1365,103.9115709,1.32930213,"HDB 4-room",708.0428899,8034,40,8437.00246874,67900.1996008,94.93,974203.303333333,10262.3333333333
"470604AR1",4,470604,157,103.9131835,1.330806485,"HDB 5-room",684.2448177,8277,52,8584.73729489,67900.1996008,117.53,1206132.03666667,10262.3333333333
"470604AR7",5,470604,157,103.9131835,1.330806485,"HDB 5-room",684.2448177,8277,52,8584.73729489,67900.1996008,117.53,1206132.03666667,10262.3333333333
"470604CR1",5,470604,157,103.9131835,1.330806485,"HDB 5-room",684.2448177,8277,52,8584.73729489,67900.1996008,117.53,1206132.03666667,10262.3333333333
"470605CR1",8,470605,1754,103.9134932,1.330206669,"HDB 5-room",704.5663461,8264,50,8629.76123665,67900.1996008,117.53,1412593.07,12019
"470605DR6",4,470605,1754,103.9134932,1.330206669,"HDB 5-room",704.5663461,8264,50,8629.76123665,67900.1996008,117.53,1412593.07,12019
"470609AR1",2,470609,2682,103.9123748,1.331872236,"HDB 3-room",538.8537679,8279,55,8477.34065297,67900.1996008,68.04,698249.16,10262.3333333333
"470609BR3",4,470609,2682,103.9123748,1.331872236,"HDB 3-room",538.8537679,8279,55,8477.34065297,67900.1996008,68.04,698249.16,10262.3333333333
"470609CR5",2,470609,2682,103.9123748,1.331872236,"HDB 3-room",538.8537679,8279,55,8477.34065297,67900.1996008,68.04,698249.16,10262.3333333333
