"home_ID","Home_pcode","homex","homey","X","Y"
250,470614,37289.28259,34956.34387,103.916788012,1.33240585617
251,350105,31936.942,35178.33314,103.868694258,1.3344146151
252,528826,39064.50619,37862.1086,103.932740445,1.35868392442
253,120376,20585.72049,33374.58445,103.766697478,1.31810150889
254,730529,23513.88828,45946.88794,103.793006652,1.43180146671
255,350102,31948.69466,35099.41049,103.868799852,1.33370086524
256,560348,29623.14025,38693.44181,103.847903614,1.36620421902
257,399936,33980.7023,32076.141,103.887058008,1.30635916365
258,545118,35280.54409,40220.20264,103.898739653,1.38001083791
259,642674,13392.14192,36363.4722,103.702058143,1.34512929481
260,570219,29793.04161,37721.59614,103.849430237,1.35741518381
261,440014,37136.16972,31757.34356,103.915411261,1.30347530388
262,760804,27808.36904,44397.13488,103.831596605,1.41778641631
263,730365,22916.01499,46225.20734,103.787634151,1.43431838437
264,470101,36507.88956,34497.42052,103.909766633,1.32825574892
265,596744,20924.30473,36017.27275,103.769739218,1.34200111117
266,460062,37786.29847,34184.80401,103.92125373,1.32542817482
267,370064,33990.38676,34355.52679,103.88714547,1.32697311268
268,579720,28908.96399,36102.47752,103.841486169,1.34277249107
269,530909,33512.97636,40047.37984,103.882856722,1.37844827705
270,449294,39189.89994,32481.90781,103.933865213,1.31002732414
271,659804,19411.7986,37242.81869,103.756148102,1.35308410934
272,643988,12692.48301,35333.40401,103.695771817,1.33581340225
273,270028,22614.73654,32350.35217,103.7849294,1.30883914073
274,680163,19498.31315,40321.5565,103.75692461,1.38092711508
275,460182,40062.0744,34351.12788,103.941702842,1.32693153085
276,543266,35135.49326,40502.20224,103.897436333,1.38256117543
277,437436,31715.98093,31049.71248,103.8667083,1.29707686202
278,329610,29959.98446,34436.07467,103.850930115,1.32770208517
279,641664,13541.17962,35711.45966,103.703397646,1.33923281228
280,469985,39651.64802,32563.96062,103.938014268,1.31076920859
281,823289,35812.35726,42609.71685,103.903519024,1.40162059385
282,820135,36520.51781,41557.6955,103.909882116,1.3921062986
283,658881,19820.62069,35936.7127,103.759821982,1.34127227559
284,650213,19006.15377,36550.34243,103.752503334,1.34682148713
285,384002,32347.46981,32818.14364,103.872382751,1.3130698449
286,560645,28991.97681,40139.83845,103.842232223,1.37928494108
287,678267,20247.24053,39785.91395,103.763654416,1.3760831672
288,823176,36410.78744,42237.03803,103.908896299,1.39825005513
289,165004,27847.6093,29890.26304,103.831949287,1.28659142978
290,330060,31990.75199,33897.81104,103.869177605,1.32283402184
291,750317,26565.41048,47510.27482,103.820427364,1.44594049091
292,312099,29584.47732,35700.49875,103.847556043,1.33913710992
293,270001,22828.4966,32798.41089,103.786850062,1.31289126096
294,138687,22551.11417,32047.09458,103.784357776,1.30609657583
295,555573,31024.50337,37462.83942,103.860495703,1.35507498085
296,640737,13292.18396,36542.81185,103.701159875,1.34675112574
297,560543,30551.03074,39588.30594,103.856241427,1.37429698451
298,543272,34720.4122,40694.44801,103.893706564,1.38429987473
299,556119,31432.38164,37004.14998,103.864160702,1.35092671324
300,523496,41049.10151,38096.09755,103.950573418,1.36079922806
301,390034,33692.5531,32437.00105,103.884468919,1.30962270778
302,310091,29700.32342,35601.97156,103.848596983,1.3382460587
303,570221,29736.57959,37771.78551,103.848922891,1.35786908192
304,310235,30653.6636,35678.68458,103.857163311,1.33893975528
305,141083,25211.12155,30780.62,103.808259305,1.29464338096
306,529945,41871.22811,36752.70963,103.957960139,1.34864976219
307,438793,35253.22633,32029.39195,103.898492221,1.3059361098
308,650241,19233.57444,37000.80016,103.754546716,1.35089533014
309,190018,31260.30945,31735.46701,103.862613964,1.3032786348
310,400034,35529.22706,33696.47228,103.900972621,1.32101251941
311,120323,20630.10201,33123.04113,103.767096328,1.31582665218
312,120422,20863.3217,32387.81588,103.769192093,1.30917759377
313,310158,29307.76444,34850.14587,103.845069578,1.33144683337
314,510141,41971.06835,38484.21534,103.958858071,1.36430879898
315,449300,35933.5513,31439.70931,103.904605107,1.3006030649
316,509489,42586.38365,40306.74937,103.964387982,1.38079080543
317,530523,34386.62481,39524.88746,103.89070698,1.37372286789
318,460163,40609.84109,33554.93262,103.946624489,1.31973081478
319,150128,26906.49857,29451.97813,103.823493044,1.28262771618
320,460416,38835.60962,34513.4358,103.930682462,1.32839984521
321,670172,20583.2077,40153.18406,103.766673231,1.37940471124
322,460123,39577.25973,34601.35942,103.93734662,1.32919472074
323,330072,32240.41825,33763.17063,103.87142097,1.32161634822
324,541317,34067.75321,41771.92836,103.887842155,1.39404435914
325,520408,40458.35286,37872.99511,103.945265063,1.35878182671
326,461030,39474.7671,33973.50152,103.936425433,1.3235166442
327,80006,28608.4626,28796.08624,103.83878584,1.27669607305
328,670228,21072.17557,39694.76394,103.771067074,1.37525904588
329,730881,23397.53237,47350.49685,103.791960857,1.4444951749
330,460502,38898.05316,34828.50017,103.931243663,1.3312491493
331,518764,39370.97697,40212.76898,103.935495183,1.37994230788
332,680122,18686.5834,40055.30802,103.749630705,1.37851901451
333,520354,42369.13511,37456.88165,103.96243447,1.35501779248
334,688294,18928.39041,41429.15491,103.751803092,1.39094365678
335,822303,36036.35169,42863.32847,103.905531867,1.40391410273
336,530653,33333.58446,39425.19483,103.881244642,1.37282149346
337,575571,27733.70446,38654.78211,103.83092573,1.36585463773
338,162119,27344.81647,29278.48114,103.827431504,1.28105868244
339,805260,32614.00998,40221.19074,103.874778877,1.38002031548
340,588996,21872.27085,35641.14417,103.778257334,1.3385997473
341,328071,31396.63303,34052.26538,103.863839148,1.32423092389
342,100063,25510.06495,28589.12209,103.810945612,1.27482426964
343,680514,17958.84221,41358.51486,103.743090977,1.39030449525
344,789793,28554.80579,41434.61653,103.838303943,1.39099446159
345,81003,29014.31107,28677.25631,103.842432534,1.27562140641
346,162131,27458.07585,29266.19588,103.828449183,1.28094758101
347,416828,36737.95338,33767.68528,103.911833673,1.32165622261
348,90102,27242.0182,28244.74647,103.826507847,1.27170994595
349,469977,39594.41768,32716.34445,103.937500084,1.31214733348
350,120714,20028.41436,31847.64457,103.761690192,1.30429227425
351,150101,26697.8869,30346.3837,103.82161855,1.29071639809
352,600317,16608.98261,36520.18039,103.730963307,1.34654789816
353,390093,33987.3806,32331.08251,103.887118065,1.30866476248
354,760246,29027.91871,46296.68967,103.842555407,1.43496528509
355,560622,28714.54641,40448.24656,103.839739314,1.38207408168
356,430009,34982.64702,32969.53941,103.896061152,1.31443852894
357,419363,36404.23285,34135.97612,103.908835122,1.32498700535
358,138679,22451.66093,31861.59161,103.783464175,1.30441893528
359,140021,24282.43337,30629.06182,103.79991466,1.29327264543
360,821302,35914.41597,42918.61358,103.904436189,1.40441411477
361,670274,21490.09361,39905.05061,103.774822321,1.37716089793
362,520709,39600.85619,37804.4644,103.937559875,1.3581624073
363,148997,24999.1159,30462.78755,103.806354373,1.29176899664
364,530712,34022.08451,38654.59954,103.887431148,1.36585237516
365,357900,32047.61058,35344.56748,103.869688701,1.33591796464
366,570266,28975.00755,37780.26521,103.842079665,1.35794580397
367,530602,33965.04728,39249.01001,103.886918749,1.37122802041
368,650118,18337.87131,36904.35314,103.746498295,1.35002282259
369,380045,33021.51041,33288.81046,103.878439415,1.31732628553
370,760828,27953.9091,44110.10056,103.832904411,1.41519058207
371,680633,18644.88141,42064.65814,103.749255341,1.39669082369
372,560115,28342.3967,39439.34148,103.836395258,1.37294991175
373,100075,25259.72826,28597.63096,103.808696246,1.2749012002
374,760423,29670.39795,44958.83601,103.848328616,1.42286619016
375,823601,36315.35876,42719.84942,103.908038934,1.40261645167
376,510224,42211.74111,39194.90457,103.961021014,1.37073588812
377,140143,24817.93856,30652.17327,103.804726399,1.2934817164
378,530432,34661.16771,39829.80204,103.893174012,1.37648034394
379,541206,35058.71961,40934.25991,103.896746568,1.38646856645
380,410666,36335.59787,35081.21949,103.908218658,1.33353546317
381,650113,18192.65391,36774.3006,103.745193469,1.34884662782
382,518205,40167.70095,39453.90207,103.942654014,1.37307907928
383,730404,21205.07175,45786.30681,103.772259813,1.43034876824
384,461020,37966.50375,34277.21056,103.922873,1.32626380755
385,792435,32822.08681,41685.48036,103.876648842,1.39326278865
386,734681,24695.05636,46857.54699,103.803620449,1.44003729929
387,550543,32221.94297,39597.92316,103.871255776,1.3743837668
388,821303,36062.15067,42848.16887,103.905763688,1.40377699765
389,380109,33688.7801,33517.2311,103.884435215,1.31939192379
390,689867,18542.23935,40673.82682,103.74833347,1.38411262467
391,824306,36136.61318,43092.47173,103.906432864,1.40598636205
392,321018,30978.06299,34449.64956,103.860078111,1.3278247691
393,534086,33489.6816,36983.77351,103.882646837,1.35074212899
394,534260,35534.54524,39511.46303,103.901021859,1.37360119061
395,310233,30797.63666,35606.05374,103.858456987,1.3382828948
396,550224,32174.99321,37698.47945,103.870833632,1.35720588606
397,277181,22122.57518,33044.75583,103.780506963,1.31511898992
398,423491,37085.61163,32967.50255,103.914957327,1.31441955874
399,510760,39153.59216,39822.15129,103.933541675,1.37640979029
400,550126,32290.28617,38675.35039,103.871869755,1.36604034018
401,820299,36010.7776,42729.37566,103.905302026,1.40270268979
402,821618,36807.45043,42555.5042,103.912460731,1.40113002778
403,310163,29199.46877,34916.9635,103.844096483,1.3320511128
404,738093,24910.94593,47353.65901,103.805560372,1.44452398052
405,128047,20390.83663,31059.10691,103.764946914,1.29716111352
406,560643,28806.44421,39943.09695,103.840565071,1.37750568704
407,310005,30501.64707,35647.61961,103.85579735,1.33865882772
408,650393,19084.53065,38725.1457,103.753206951,1.36648963742
409,760602,28332.42434,44922.41376,103.836305712,1.4225368476
410,536470,33038.61455,36987.5532,103.878593716,1.35077639052
411,579947,29494.81314,36891.40325,103.846750417,1.34990723145
412,680341,18289.25109,40693.2707,103.746060175,1.38428838487
413,510413,41598.05771,39410.33352,103.955506747,1.3726844356
414,436887,33543.13226,31103.26003,103.883126064,1.29756085557
415,600051,17284.89931,33667.19282,103.73703783,1.32074677547
416,751510,26564.55311,48334.33021,103.820419618,1.4533929482
417,520342,42298.33966,37028.7211,103.961798125,1.35114570466
418,520235,41593.0061,36123.97908,103.955459863,1.34296388703
419,439854,35313.05942,31267.63467,103.899029671,1.29904703569
420,544314,34238.87555,41500.33068,103.889379766,1.39158809206
421,545040,35404.94185,40243.03215,103.899857464,1.38021726849
422,350143,31655.89481,35009.82867,103.866168868,1.33289075587
423,330057,31987.92276,33974.96976,103.869152193,1.32353181825
424,431006,33640.71881,31515.67753,103.884002996,1.3012905953
425,439845,35248.22122,31212.91052,103.898447058,1.29855214523
426,609775,17019.20544,36187.3514,103.734649528,1.34353806848
427,431012,33606.47034,31465.03825,103.883695249,1.30083263786
428,642268,14046.71715,36625.02232,103.707939767,1.3474949667
429,520298,41515.01741,37099.6297,103.954759526,1.35178733963
430,599717,21378.36949,35998.78746,103.773819264,1.34183404018
431,310124,29258.6399,35648.73093,103.8446282,1.33866895547
432,529866,41834.71714,35881.25939,103.957631667,1.34076871135
433,310207,29326.61001,36059.30284,103.845238969,1.34238201911
434,643660,13588.65925,35427.02512,103.703824412,1.33666051654
435,536289,32728.51509,36441.81839,103.875807191,1.34584101089
436,658749,19922.60103,35801.39795,103.760738372,1.34004856553
437,100085,25262.36282,28863.28752,103.808719895,1.27730370509
438,570187,30028.36302,36852.5036,103.851544696,1.34955540549
439,469337,39191.30171,33217.74259,103.933878075,1.31668194336
440,140097,24457.59712,32054.28283,103.801488419,1.30616186099
441,510119,41517.331,38839.72694,103.954781102,1.36752412233
442,760630,28497.10981,44423.75299,103.837785551,1.41802713724
443,670450,21224.52408,40719.82481,103.772435799,1.3845293598
444,821306,36020.70829,43090.85278,103.905391361,1.40597175344
445,416816,36690.26575,33544.16291,103.911405112,1.31963478078
446,520938,40066.23467,36667.32029,103.941741144,1.34787831406
447,329564,29342.8526,34216.25205,103.845384837,1.32571412069
448,650228,19152.03195,36752.43982,103.753814079,1.3486492257
449,760864,28676.71536,44266.74945,103.839399462,1.41660725018
450,788427,26575.07033,42210.32043,103.820514432,1.39800961923
451,560434,30241.84565,38881.1705,103.853463123,1.36790192979
452,530159,33140.9539,37061.28467,103.879513312,1.35144317408
453,460422,38636.59057,34544.86123,103.928894179,1.32868411552
454,140130,25943.02906,30579.43833,103.814835822,1.29282402162
455,436918,32294.38573,31083.91648,103.871905526,1.29738611655
456,556120,31384.77186,37030.27651,103.8637329,1.35116299768
457,437904,34432.13884,31066.174,103.891114169,1.29722529182
458,680658,18647.2556,42510.53478,103.749276531,1.4007231682
459,543228,35491.07896,41073.19879,103.900631681,1.38772497109
460,579925,29513.45552,37059.11745,103.846917938,1.35142397804
461,310218,30429.76651,36099.14174,103.855151497,1.34274223917
462,102104,25638.38695,29216.45344,103.812098585,1.280497644
463,164025,27119.84315,29532.66785,103.825410025,1.28335745239
