H1_HHID,HP_ID,Home_pcode,H2_DwellingType,Work_pcode,H4_TotalPax,P1_Age,P5_Employ,num_workers,num_24_below,num_24_55,num_55_above,dis_to_subway,dis_to_center,nPOIs_network,nPOIs_euclidean,URA5region
140129BR2,140129BR2_2,140129,HDB 4-room,608580.0,5,50-54 yrs old,Employed Full-time,2.0,2.0,2.0,1.0,585,4527,5,22,1
140129AR1,140129AR1_3,140129,HDB 4-room,150168.0,3,25-29 yrs old,Employed Full-time,1.0,0.0,1.0,2.0,585,4527,5,22,1
140129CR2,140129CR2_1,140129,HDB 4-room,98269.0,3,30-34 yrs old,Employed Full-time,3.0,0.0,3.0,0.0,585,4527,5,22,1
140129CR2,140129CR2_2,140129,HDB 4-room,98269.0,3,30-34 yrs old,Employed Full-time,3.0,0.0,3.0,0.0,585,4527,5,22,1
140129CR2,140129CR2_3,140129,HDB 4-room,98269.0,3,30-34 yrs old,Employed Full-time,3.0,0.0,3.0,0.0,585,4527,5,22,1
140129DR1,140129DR1_1,140129,HDB 4-room,569873.0,4,55-59 yrs old,Employed Full-time,2.0,2.0,1.0,1.0,585,4527,5,22,1
140129DR1,140129DR1_3,140129,HDB 4-room,98633.0,4,20-24 yrs old,Employed Full-time,2.0,2.0,1.0,1.0,585,4527,5,22,1
140129BR2,140129BR2_3,140129,HDB 4-room,599489.0,5,15-19 yrs old,Full time student,2.0,2.0,2.0,1.0,585,4527,5,22,1
140129BR2,140129BR2_4,140129,HDB 4-room,486047.0,5,15-19 yrs old,Full time student,2.0,2.0,2.0,1.0,585,4527,5,22,1
140129DR1,140129DR1_4,140129,HDB 4-room,189655.0,4,20-24 yrs old,Full time student,2.0,2.0,1.0,1.0,585,4527,5,22,1
160077CR3,160077CR3_3,160077,HDB 3-room,159357.0,3,25-29 yrs old,Employed Full-time,2.0,0.0,1.0,2.0,743,3111,24,33,1
160077BR3,160077BR3_1,160077,HDB 3-room,119074.0,4,65-69 yrs old,Employed Full-time,2.0,1.0,1.0,2.0,743,3111,24,33,1
160077BR3,160077BR3_3,160077,HDB 3-room,179434.0,4,30-34 yrs old,Employed Full-time,2.0,1.0,1.0,2.0,743,3111,24,33,1
160077DR5,160077DR5_1,160077,HDB 3-room,168622.0,4,45-49 yrs old,Employed Full-time,1.0,2.0,2.0,0.0,743,3111,24,33,1
160077BR3,160077BR3_4,160077,HDB 3-room,169485.0,4,6-9 yrs old,Full time student,2.0,1.0,1.0,2.0,743,3111,24,33,1
160077DR5,160077DR5_3,160077,HDB 3-room,159561.0,4,15-19 yrs old,Full time student,1.0,2.0,2.0,0.0,743,3111,24,33,1
160077DR5,160077DR5_4,160077,HDB 3-room,169485.0,4,10-14 yrs old,Full time student,1.0,2.0,2.0,0.0,743,3111,24,33,1
160131CR3,160131CR3_3,160131,HDB 3-room,238895.0,3,25-29 yrs old,Employed Full-time,2.0,0.0,2.0,1.0,897,2937,3,39,1
160131AR1,160131AR1_1,160131,HDB 3-room,539504.0,6,45-49 yrs old,Employed Full-time,3.0,2.0,2.0,2.0,897,2937,3,39,1
160131AR1,160131AR1_2,160131,HDB 3-room,757696.0,6,40-44 yrs old,Employed Full-time,3.0,2.0,2.0,2.0,897,2937,3,39,1
160131AR1,160131AR1_6,160131,HDB 3-room,68912.0,6,60-64 yrs old,Employed Full-time,3.0,2.0,2.0,2.0,897,2937,3,39,1
160131BR1,160131BR1_1,160131,HDB 3-room,59817.0,3,50-54 yrs old,Employed Full-time,2.0,1.0,2.0,0.0,897,2937,3,39,1
160131BR1,160131BR1_2,160131,HDB 3-room,160132.0,3,50-54 yrs old,Employed Full-time,2.0,1.0,2.0,0.0,897,2937,3,39,1
160131CR1,160131CR1_1,160131,HDB 3-room,628054.0,2,65-69 yrs old,Employed Full-time,2.0,0.0,0.0,2.0,897,2937,3,39,1
160131CR1,160131CR1_2,160131,HDB 3-room,248727.0,2,60-64 yrs old,Employed Full-time,2.0,0.0,0.0,2.0,897,2937,3,39,1
160131DR1,160131DR1_1,160131,HDB 3-room,98269.0,4,45-49 yrs old,Employed Full-time,2.0,2.0,2.0,0.0,897,2937,3,39,1
160131DR1,160131DR1_2,160131,HDB 3-room,169608.0,4,40-44 yrs old,Employed Full-time,2.0,2.0,2.0,0.0,897,2937,3,39,1
160131DR9,160131DR9_2,160131,HDB 3-room,310470.0,3,45-49 yrs old,Employed Full-time,2.0,0.0,2.0,1.0,897,2937,3,39,1
160131DR9,160131DR9_3,160131,HDB 3-room,109679.0,3,30-34 yrs old,Employed Full-time,2.0,0.0,2.0,1.0,897,2937,3,39,1
160131AR1,160131AR1_3,160131,HDB 3-room,159544.0,6,10-14 yrs old,Full time student,3.0,2.0,2.0,2.0,897,2937,3,39,1
160131AR1,160131AR1_4,160131,HDB 3-room,237993.0,6,6-9 yrs old,Full time student,3.0,2.0,2.0,2.0,897,2937,3,39,1
160131AR2,160131AR2_2,160131,HDB 3-room,109100.0,3,10-14 yrs old,Full time student,0.0,2.0,1.0,0.0,897,2937,3,39,1
160131DR1,160131DR1_3,160131,HDB 3-room,608784.0,4,10-14 yrs old,Full time student,2.0,2.0,2.0,0.0,897,2937,3,39,1
160131DR1,160131DR1_4,160131,HDB 3-room,99840.0,4,6-9 yrs old,Full time student,2.0,2.0,2.0,0.0,897,2937,3,39,1
160142AR3,160142AR3_2,160142,HDB 3-room,159963.0,4,45-49 yrs old,Employed Full-time,2.0,2.0,2.0,0.0,1980,3054,0,26,1
160142CR1,160142CR1_1,160142,HDB 3-room,68811.0,2,30-34 yrs old,Employed Full-time,1.0,0.0,2.0,0.0,1980,3054,0,26,1
160142DR4,160142DR4_1,160142,HDB 3-room,600135.0,3,55-59 yrs old,Employed Full-time,2.0,0.0,2.0,1.0,1980,3054,0,26,1
160142DR4,160142DR4_3,160142,HDB 3-room,139651.0,3,25-29 yrs old,Employed Full-time,2.0,0.0,2.0,1.0,1980,3054,0,26,1
160142AR3,160142AR3_3,160142,HDB 3-room,579781.0,4,15-19 yrs old,Full time student,2.0,2.0,2.0,0.0,1980,3054,0,26,1
160142AR3,160142AR3_4,160142,HDB 3-room,149295.0,4,15-19 yrs old,Full time student,2.0,2.0,2.0,0.0,1980,3054,0,26,1
160142BR1,160142BR1_3,160142,HDB 3-room,278790.0,3,10-14 yrs old,Full time student,1.0,1.0,0.0,2.0,1980,3054,0,26,1
161126AR2,161126AR2_4,161126,HDB 4-room,409179.0,6,30-34 yrs old,Employed Full-time,2.0,1.0,2.0,2.0,559,2771,10,77,1
161126DR2,161126DR2_2,161126,HDB 4-room,168732.0,4,50-54 yrs old,Employed Part-time,3.0,0.0,3.0,1.0,559,2771,10,77,1
161126DR2,161126DR2_3,161126,HDB 4-room,319579.0,4,25-29 yrs old,Employed Full-time,3.0,0.0,3.0,1.0,559,2771,10,77,1
161126BR1,161126BR1_1,161126,HDB 4-room,637601.0,3,40-44 yrs old,Employed Full-time,1.0,1.0,2.0,0.0,559,2771,10,77,1
161126BR2,161126BR2_3,161126,HDB 4-room,408565.0,3,45-49 yrs old,Employed Full-time,2.0,0.0,2.0,1.0,559,2771,10,77,1
161126CR1,161126CR1_1,161126,HDB 4-room,239518.0,5,50-54 yrs old,Employed Full-time,2.0,2.0,3.0,0.0,559,2771,10,77,1
161126CR1,161126CR1_2,161126,HDB 4-room,138675.0,5,50-54 yrs old,Employed Full-time,2.0,2.0,3.0,0.0,559,2771,10,77,1
161126DR1,161126DR1_1,161126,HDB 4-room,169608.0,3,35-39 yrs old,Employed Full-time,2.0,0.0,2.0,0.0,559,2771,10,77,1
161126DR1,161126DR1_2,161126,HDB 4-room,169608.0,3,25-29 yrs old,Employed Full-time,2.0,0.0,2.0,0.0,559,2771,10,77,1
161126AR1,161126AR1_2,161126,HDB 5-room,169567.0,6,20-24 yrs old,Full time student,0.0,5.0,0.0,0.0,559,2771,10,77,1
161126AR1,161126AR1_3,161126,HDB 5-room,169567.0,6,15-19 yrs old,Full time student,0.0,5.0,0.0,0.0,559,2771,10,77,1
161126AR1,161126AR1_4,161126,HDB 5-room,169567.0,6,15-19 yrs old,Full time student,0.0,5.0,0.0,0.0,559,2771,10,77,1
161126AR1,161126AR1_5,161126,HDB 5-room,169567.0,6,15-19 yrs old,Full time student,0.0,5.0,0.0,0.0,559,2771,10,77,1
161126AR1,161126AR1_6,161126,HDB 5-room,169567.0,6,15-19 yrs old,Full time student,0.0,5.0,0.0,0.0,559,2771,10,77,1
161126BR1,161126BR1_3,161126,HDB 4-room,579781.0,3,20-24 yrs old,Full time student,1.0,1.0,2.0,0.0,559,2771,10,77,1
161126CR1,161126CR1_3,161126,HDB 4-room,159561.0,5,15-19 yrs old,Full time student,2.0,2.0,3.0,0.0,559,2771,10,77,1
161126CR1,161126CR1_4,161126,HDB 4-room,159050.0,5,10-14 yrs old,Full time student,2.0,2.0,3.0,0.0,559,2771,10,77,1
161126CR2,161126CR2_3,161126,HDB 4-room,688236.0,4,25-29 yrs old,Full time student,1.0,0.0,2.0,2.0,559,2771,10,77,1
161126CR2,161126CR2_4,161126,HDB 4-room,639798.0,4,25-29 yrs old,Full time student,1.0,0.0,2.0,2.0,559,2771,10,77,1
163126AR1,163126AR1_3,163126,HDB 4-room,150085.0,4,40-44 yrs old,Self-employed,2.0,1.0,3.0,0.0,627,2798,10,58,1
163126CR1,163126CR1_1,163126,HDB 4-room,380017.0,3,35-39 yrs old,Employed Full-time,1.0,1.0,2.0,0.0,627,2798,10,58,1
163126DR1,163126DR1_1,163126,HDB 4-room,151116.0,3,50-54 yrs old,Self-employed,1.0,0.0,3.0,0.0,627,2798,10,58,1
163126AR1,163126AR1_2,163126,HDB 4-room,159544.0,4,15-19 yrs old,Full time student,2.0,1.0,3.0,0.0,627,2798,10,58,1
163126CR1,163126CR1_3,163126,HDB 4-room,169485.0,3,10-14 yrs old,Full time student,1.0,1.0,2.0,0.0,627,2798,10,58,1
190468DR3,190468DR3_1,190468,HDB 3-room,534120.0,4,30-34 yrs old,Employed Full-time,3.0,0.0,3.0,1.0,532,2456,28,133,1
190468DR3,190468DR3_2,190468,HDB 3-room,169608.0,4,30-34 yrs old,Employed Full-time,3.0,0.0,3.0,1.0,532,2456,28,133,1
190468AR2,190468AR2_1,190468,HDB 3-room,49318.0,3,30-34 yrs old,Employed Full-time,3.0,0.0,2.0,1.0,532,2456,28,133,1
190468AR2,190468AR2_2,190468,HDB 3-room,208718.0,3,60-64 yrs old,Employed Full-time,3.0,0.0,2.0,1.0,532,2456,28,133,1
190468AR2,190468AR2_3,190468,HDB 3-room,628260.0,3,35-39 yrs old,Employed Full-time,3.0,0.0,2.0,1.0,532,2456,28,133,1
190468BR3,190468BR3_1,190468,HDB 3-room,738406.0,3,40-44 yrs old,Employed Full-time,2.0,1.0,2.0,0.0,532,2456,28,133,1
190468BR3,190468BR3_2,190468,HDB 3-room,48624.0,3,35-39 yrs old,Employed Full-time,2.0,1.0,2.0,0.0,532,2456,28,133,1
190468CR4,190468CR4_3,190468,HDB 3-room,529564.0,4,15-19 yrs old,Full time student,1.0,2.0,2.0,0.0,532,2456,28,133,1
190468CR4,190468CR4_4,190468,HDB 3-room,198423.0,4,10-14 yrs old,Full time student,1.0,2.0,2.0,0.0,532,2456,28,133,1
190468BR3,190468BR3_3,190468,HDB 3-room,327829.0,3,10-14 yrs old,Full time student,2.0,1.0,2.0,0.0,532,2456,28,133,1
310051CR4,310051CR4_1,310051,HDB 3-room,530117.0,3,55-59 yrs old,Self-employed,3.0,0.0,1.0,2.0,784,5831,1,30,1
310051CR4,310051CR4_3,310051,HDB 3-room,579767.0,3,25-29 yrs old,Employed Full-time,3.0,0.0,1.0,2.0,784,5831,1,30,1
310051AR6,310051AR6_1,310051,HDB 3-room,408899.0,5,40-44 yrs old,Self-employed,3.0,2.0,3.0,0.0,784,5831,1,30,1
310051AR6,310051AR6_2,310051,HDB 3-room,310470.0,5,25-29 yrs old,Self-employed,3.0,2.0,3.0,0.0,784,5831,1,30,1
310051AR6,310051AR6_3,310051,HDB 3-room,310470.0,5,20-24 yrs old,Self-employed,3.0,2.0,3.0,0.0,784,5831,1,30,1
310051DR4,310051DR4_1,310051,HDB 3-room,408564.0,4,35-39 yrs old,Employed Full-time,1.0,2.0,2.0,0.0,784,5831,1,30,1
310051AR6,310051AR6_4,310051,HDB 3-room,359342.0,5,15-19 yrs old,Full time student,3.0,2.0,3.0,0.0,784,5831,1,30,1
310051DR4,310051DR4_3,310051,HDB 3-room,797701.0,4,10-14 yrs old,Full time student,1.0,2.0,2.0,0.0,784,5831,1,30,1
310051DR4,310051DR4_4,310051,HDB 3-room,797701.0,4,6-9 yrs old,Full time student,1.0,2.0,2.0,0.0,784,5831,1,30,1
310149CR3,310149CR3_2,310149,HDB 2-room,819642.0,3,30-34 yrs old,Employed Full-time,2.0,0.0,1.0,2.0,565,5509,11,51,1
310149DR2,310149DR2_1,310149,HDB 2-room,538804.0,3,60-64 yrs old,Employed Full-time,2.0,1.0,0.0,2.0,565,5509,11,51,1
310149DR2,310149DR2_3,310149,HDB 2-room,608831.0,3,20-24 yrs old,Employed Full-time,2.0,1.0,0.0,2.0,565,5509,11,51,1
310222AR2,310222AR2_2,310222,HDB 4-room,159930.0,4,60-64 yrs old,Employed Full-time,3.0,1.0,1.0,2.0,1577,6271,1,9,1
310222AR2,310222AR2_3,310222,HDB 4-room,109918.0,4,60-64 yrs old,Employed Full-time,3.0,1.0,1.0,2.0,1577,6271,1,9,1
310222AR1,310222AR1_1,310222,HDB 4-room,545072.0,6,55-59 yrs old,Employed Full-time,2.0,2.0,1.0,3.0,1577,6271,1,9,1
310222AR1,310222AR1_3,310222,HDB 4-room,138628.0,6,25-29 yrs old,Employed Full-time,2.0,2.0,1.0,3.0,1577,6271,1,9,1
310222AR3,310222AR3_1,310222,HDB 4-room,100001.0,2,25-29 yrs old,Employed Full-time,2.0,0.0,2.0,0.0,1577,6271,1,9,1
310222AR3,310222AR3_2,310222,HDB 4-room,159505.0,2,30-34 yrs old,Employed Full-time,2.0,0.0,2.0,0.0,1577,6271,1,9,1
310222AR4,310222AR4_1,310222,HDB 4-room,438760.0,4,45-49 yrs old,Self-employed,2.0,1.0,3.0,0.0,1577,6271,1,9,1
310222AR4,310222AR4_2,310222,HDB 4-room,560342.0,4,45-49 yrs old,Employed Full-time,2.0,1.0,3.0,0.0,1577,6271,1,9,1
310222AR1,310222AR1_4,310222,HDB 4-room,569830.0,6,15-19 yrs old,Full time student,2.0,2.0,1.0,3.0,1577,6271,1,9,1
310222AR4,310222AR4_4,310222,HDB 4-room,689905.0,4,10-14 yrs old,Full time student,2.0,1.0,3.0,0.0,1577,6271,1,9,1
310224AR3,310224AR3_2,310224,HDB 5-room,787623.0,5,55-59 yrs old,Employed Full-time,3.0,3.0,1.0,1.0,1474,6206,4,8,1
310224AR3,310224AR3_3,310224,HDB 5-room,179434.0,5,20-24 yrs old,Employed Full-time,3.0,3.0,1.0,1.0,1474,6206,4,8,1
310224AR1,310224AR1_1,310224,HDB 5-room,619302.0,6,30-34 yrs old,Employed Full-time,3.0,0.0,3.0,2.0,1474,6206,4,8,1
310224AR1,310224AR1_3,310224,HDB 5-room,79911.0,6,25-29 yrs old,Employed Full-time,3.0,0.0,3.0,2.0,1474,6206,4,8,1
310224AR4,310224AR4_1,310224,HDB 5-room,339410.0,4,45-49 yrs old,Employed Full-time,2.0,2.0,2.0,0.0,1474,6206,4,8,1
310224AR4,310224AR4_2,310224,HDB 5-room,79903.0,4,45-49 yrs old,Employed Full-time,2.0,2.0,2.0,0.0,1474,6206,4,8,1
310224AR3,310224AR3_4,310224,HDB 5-room,188065.0,5,20-24 yrs old,Full time student,3.0,3.0,1.0,1.0,1474,6206,4,8,1
310224AR4,310224AR4_3,310224,HDB 5-room,599489.0,4,15-19 yrs old,Full time student,2.0,2.0,2.0,0.0,1474,6206,4,8,1
310224AR4,310224AR4_4,310224,HDB 5-room,139651.0,4,15-19 yrs old,Full time student,2.0,2.0,2.0,0.0,1474,6206,4,8,1
330047CO,330047CO_2,330047,HDB 3-room,569868.0,3,25-29 yrs old,Employed Full-time,2.0,0.0,1.0,2.0,787,4445,37,58,1
330047AR4,330047AR4_1,330047,HDB 3-room,58360.0,3,60-64 yrs old,Employed Full-time,2.0,0.0,1.0,2.0,787,4445,37,58,1
330047AR4,330047AR4_2,330047,HDB 3-room,350148.0,3,55-59 yrs old,Employed Full-time,2.0,0.0,1.0,2.0,787,4445,37,58,1
330047BO,330047BO_3,330047,HDB 3-room,380061.0,3,40-44 yrs old,Employed Part-time,0.0,0.0,1.0,2.0,787,4445,37,58,1
330047DR3,330047DR3_1,330047,HDB 3-room,339159.0,5,50-54 yrs old,Employed Full-time,1.0,2.0,2.0,1.0,787,4445,37,58,1
330047DR3,330047DR3_3,330047,HDB 3-room,339948.0,5,10-14 yrs old,Full time student,1.0,2.0,2.0,1.0,787,4445,37,58,1
330047DR3,330047DR3_5,330047,HDB 3-room,319133.0,5,15-19 yrs old,Full time student,1.0,2.0,2.0,1.0,787,4445,37,58,1
350121AR1,350121AR1_2,350121,HDB 4-room,319764.0,4,55-59 yrs old,Self-employed,3.0,1.0,1.0,2.0,912,5742,15,18,1
350121AR1,350121AR1_4,350121,HDB 4-room,528764.0,4,20-24 yrs old,Employed Full-time,3.0,1.0,1.0,2.0,912,5742,15,18,1
350121AO,350121AO_1,350121,HDB 4-room,188504.0,3,55-59 yrs old,Employed Full-time,2.0,0.0,0.0,2.0,912,5742,15,18,1
350121AO,350121AO_2,350121,HDB 4-room,417939.0,3,55-59 yrs old,Employed Full-time,2.0,0.0,0.0,2.0,912,5742,15,18,1
350121BR1,350121BR1_5,350121,HDB 5-room,415940.0,5,25-29 yrs old,Employed Full-time,2.0,1.0,3.0,0.0,912,5742,15,18,1
350121DR1,350121DR1_1,350121,HDB 5-room,50531.0,4,40-44 yrs old,Employed Full-time,1.0,2.0,2.0,0.0,912,5742,15,18,1
350121DR1,350121DR1_2,350121,HDB 5-room,570280.0,4,40-44 yrs old,Employed Part-time,1.0,2.0,2.0,0.0,912,5742,15,18,1
350121BR1,350121BR1_3,350121,HDB 5-room,359337.0,5,6-9 yrs old,Full time student,2.0,1.0,3.0,0.0,912,5742,15,18,1
350121DR1,350121DR1_3,350121,HDB 5-room,575954.0,4,10-14 yrs old,Full time student,1.0,2.0,2.0,0.0,912,5742,15,18,1
350121DR1,350121DR1_4,350121,HDB 5-room,359342.0,4,10-14 yrs old,Full time student,1.0,2.0,2.0,0.0,912,5742,15,18,1
350139DR6,350139DR6_3,350139,HDB 3-room,238801.0,3,35-39 yrs old,Employed Full-time,2.0,0.0,1.0,2.0,1052,5491,5,29,1
350139AR5,350139AR5_1,350139,Government executive flat,208517.0,3,40-44 yrs old,Employed Full-time,1.0,0.0,2.0,1.0,1052,5491,5,29,1
350139BR5,350139BR5_1,350139,HDB 3-room,98269.0,5,45-49 yrs old,Employed Full-time,1.0,2.0,2.0,1.0,1052,5491,5,29,1
350139CO,350139CO_2,350139,HDB 3-room,347694.0,4,35-39 yrs old,Employed Part-time,1.0,2.0,2.0,0.0,1052,5491,5,29,1
350139BR5,350139BR5_4,350139,HDB 3-room,548595.0,5,15-19 yrs old,Full time student,1.0,2.0,2.0,1.0,1052,5491,5,29,1
350139BR5,350139BR5_5,350139,HDB 3-room,139651.0,5,15-19 yrs old,Full time student,1.0,2.0,2.0,1.0,1052,5491,5,29,1
350139CO,350139CO_3,350139,HDB 3-room,327919.0,4,15-19 yrs old,Full time student,1.0,2.0,2.0,0.0,1052,5491,5,29,1
350139CO,350139CO_4,350139,HDB 3-room,359337.0,4,10-14 yrs old,Full time student,1.0,2.0,2.0,0.0,1052,5491,5,29,1
370024CR2,370024CR2_2,370024,HDB 3-room,339341.0,3,65-69 yrs old,Employed Part-time,2.0,0.0,1.0,2.0,417,6209,8,47,1
370024CR2,370024CR2_3,370024,HDB 3-room,159086.0,3,30-34 yrs old,Employed Full-time,2.0,0.0,1.0,2.0,417,6209,8,47,1
370024AR2,370024AR2_1,370024,HDB 3-room,269765.0,4,35-39 yrs old,Employed Full-time,1.0,2.0,2.0,0.0,417,6209,8,47,1
370024AR5,370024AR5_1,370024,HDB 3-room,199018.0,3,45-49 yrs old,Employed Full-time,2.0,1.0,2.0,0.0,417,6209,8,47,1
370024AR5,370024AR5_2,370024,HDB 3-room,179103.0,3,50-54 yrs old,Employed Full-time,2.0,1.0,2.0,0.0,417,6209,8,47,1
370024BR1,370024BR1_1,370024,HDB 3-room,370080.0,3,45-49 yrs old,Employed Full-time,1.0,2.0,1.0,0.0,417,6209,8,47,1
370024BR2,370024BR2_1,370024,HDB 3-room,149555.0,3,25-29 yrs old,Employed Full-time,2.0,0.0,3.0,0.0,417,6209,8,47,1
370024BR2,370024BR2_3,370024,HDB 3-room,339697.0,3,35-39 yrs old,Self-employed,2.0,0.0,3.0,0.0,417,6209,8,47,1
370024CR1,370024CR1_1,370024,HDB 3-room,469331.0,3,35-39 yrs old,Employed Full-time,2.0,1.0,2.0,0.0,417,6209,8,47,1
370024CR1,370024CR1_2,370024,HDB 3-room,529889.0,3,40-44 yrs old,Employed Full-time,2.0,1.0,2.0,0.0,417,6209,8,47,1
370024DR1,370024DR1_1,370024,HDB 3-room,409800.0,2,60-64 yrs old,Self-employed,1.0,0.0,0.0,2.0,417,6209,8,47,1
370024DR3,370024DR3_1,370024,HDB 3-room,387385.0,3,35-39 yrs old,Employed Full-time,2.0,0.0,2.0,0.0,417,6209,8,47,1
370024DR3,370024DR3_2,370024,HDB 3-room,819834.0,3,35-39 yrs old,Employed Full-time,2.0,0.0,2.0,0.0,417,6209,8,47,1
370024AR2,370024AR2_3,370024,HDB 3-room,768689.0,4,10-14 yrs old,Full time student,1.0,2.0,2.0,0.0,417,6209,8,47,1
370024AR2,370024AR2_4,370024,HDB 3-room,387724.0,4,6-9 yrs old,Full time student,1.0,2.0,2.0,0.0,417,6209,8,47,1
370024BR1,370024BR1_2,370024,HDB 3-room,389705.0,3,15-19 yrs old,Full time student,1.0,2.0,1.0,0.0,417,6209,8,47,1
370024BR1,370024BR1_3,370024,HDB 3-room,389705.0,3,15-19 yrs old,Full time student,1.0,2.0,1.0,0.0,417,6209,8,47,1
370024CR1,370024CR1_3,370024,HDB 3-room,486047.0,3,15-19 yrs old,Full time student,2.0,1.0,2.0,0.0,417,6209,8,47,1
370064BR1,370064BR1_1,370064,HDB 3-room,387724.0,4,55-59 yrs old,Employed Full-time,4.0,1.0,1.0,2.0,650,5901,6,40,1
370064BR1,370064BR1_3,370064,HDB 3-room,307685.0,4,25-29 yrs old,Employed Full-time,4.0,1.0,1.0,2.0,650,5901,6,40,1
370064BR1,370064BR1_4,370064,HDB 3-room,179103.0,4,20-24 yrs old,Employed Full-time,4.0,1.0,1.0,2.0,650,5901,6,40,1
370064DR2,370064DR2_3,370064,HDB 3-room,408864.0,4,20-24 yrs old,Employed Full-time,2.0,2.0,1.0,1.0,650,5901,6,40,1
370064AR3,370064AR3_1,370064,HDB 3-room,486048.0,3,30-34 yrs old,Employed Full-time,1.0,1.0,2.0,0.0,650,5901,6,40,1
370064CR3,370064CR3_1,370064,HDB 3-room,38989.0,2,30-34 yrs old,Employed Full-time,1.0,0.0,2.0,0.0,650,5901,6,40,1
370064DR2,370064DR2_4,370064,HDB 3-room,599489.0,4,15-19 yrs old,Full time student,2.0,2.0,1.0,1.0,650,5901,6,40,1
370064AR3,370064AR3_3,370064,HDB 3-room,329154.0,3,6-9 yrs old,Full time student,1.0,1.0,2.0,0.0,650,5901,6,40,1
380122AR1,380122AR1_2,380122,HDB 4-room,449150.0,3,55-59 yrs old,Employed Full-time,2.0,1.0,0.0,2.0,656,4966,32,74,1
380122AO,380122AO_1,380122,HDB 4-room,469333.0,3,55-59 yrs old,Employed Full-time,2.0,0.0,2.0,1.0,656,4966,32,74,1
380122AO,380122AO_3,380122,HDB 4-room,68902.0,3,25-29 yrs old,Employed Full-time,2.0,0.0,2.0,1.0,656,4966,32,74,1
380122BO,380122BO_3,380122,HDB 4-room,259569.0,3,25-29 yrs old,Employed Full-time,1.0,0.0,1.0,2.0,656,4966,32,74,1
380122CO,380122CO_1,380122,HDB 4-room,158901.0,5,30-34 yrs old,Employed Full-time,2.0,1.0,3.0,0.0,656,4966,32,74,1
380122CO,380122CO_2,380122,HDB 4-room,117612.0,5,30-34 yrs old,Employed Full-time,2.0,1.0,3.0,0.0,656,4966,32,74,1
380122DO,380122DO_1,380122,HDB 4-room,58281.0,3,30-34 yrs old,Employed Full-time,2.0,0.0,2.0,1.0,656,4966,32,74,1
380122DO,380122DO_2,380122,HDB 4-room,319579.0,3,30-34 yrs old,Employed Full-time,2.0,0.0,2.0,1.0,656,4966,32,74,1
380122AR1,380122AR1_3,380122,HDB 4-room,529757.0,3,20-24 yrs old,Full time student,2.0,1.0,0.0,2.0,656,4966,32,74,1
380122CO,380122CO_3,380122,HDB 4-room,521136.0,5,6-9 yrs old,Full time student,2.0,1.0,3.0,0.0,656,4966,32,74,1
419114CO,419114CO_2,419114,HDB 4-room,486121.0,4,50-54 yrs old,Employed Full-time,3.0,1.0,1.0,1.0,224,7800,21,35,3
440014BR1,440014BR1_2,440014,HDB 5-room,269734.0,6,45-49 yrs old,Employed Full-time,2.0,3.0,3.0,0.0,2849,7099,0,13,1
440014BR2,440014BR2_1,440014,HDB 5-room,38989.0,2,55-59 yrs old,Employed Full-time,1.0,0.0,1.0,1.0,2849,7099,0,13,1
440014BR1,440014BR1_3,440014,HDB 5-room,318990.0,6,15-19 yrs old,Full time student,2.0,3.0,3.0,0.0,2849,7099,0,13,1
440014BR1,440014BR1_4,440014,HDB 5-room,449761.0,6,10-14 yrs old,Full time student,2.0,3.0,3.0,0.0,2849,7099,0,13,1
440014BR1,440014BR1_5,440014,HDB 5-room,449761.0,6,10-14 yrs old,Full time student,2.0,3.0,3.0,0.0,2849,7099,0,13,1
440033BR1,440033BR1_1,440033,HDB 3-room,249719.0,5,35-39 yrs old,Employed Full-time,2.0,2.0,2.0,0.0,2616,6729,1,18,1
440033AO,440033AO_1,440033,HDB 3-room,58357.0,1,35-39 yrs old,Employed Full-time,1.0,0.0,1.0,0.0,2616,6729,1,18,1
440033AR1,440033AR1_1,440033,HDB 3-room,48616.0,4,50-54 yrs old,Employed Full-time,1.0,1.0,2.0,1.0,2616,6729,1,18,1
440033BO,440033BO_1,440033,HDB 4-room,339158.0,1,30-34 yrs old,Employed Full-time,1.0,0.0,1.0,0.0,2616,6729,1,18,1
440033CO,440033CO_1,440033,HDB 3-room,449150.0,2,55-59 yrs old,Employed Full-time,1.0,0.0,0.0,2.0,2616,6729,1,18,1
440033CR3,440033CR3_1,440033,HDB 3-room,408931.0,1,40-44 yrs old,Employed Full-time,1.0,0.0,1.0,0.0,2616,6729,1,18,1
440033DO,440033DO_3,440033,HDB 3-room,409286.0,3,45-49 yrs old,Employed Full-time,1.0,1.0,1.0,0.0,2616,6729,1,18,1
440033DR1,440033DR1_1,440033,HDB 3-room,139654.0,2,30-34 yrs old,Employed Full-time,2.0,0.0,2.0,0.0,2616,6729,1,18,1
440033DR1,440033DR1_2,440033,HDB 3-room,118535.0,2,30-34 yrs old,Employed Full-time,2.0,0.0,2.0,0.0,2616,6729,1,18,1
440033BR1,440033BR1_3,440033,HDB 3-room,449149.0,5,10-14 yrs old,Full time student,2.0,2.0,2.0,0.0,2616,6729,1,18,1
440033BR1,440033BR1_4,440033,HDB 3-room,449149.0,5,6-9 yrs old,Full time student,2.0,2.0,2.0,0.0,2616,6729,1,18,1
440033AR1,440033AR1_3,440033,HDB 3-room,449149.0,4,10-14 yrs old,Full time student,1.0,1.0,2.0,1.0,2616,6729,1,18,1
