H1_HHID,HP_ID,Home_pcode,H2_DwellingType,Work_pcode,H4_TotalPax,P1_Age,P5_Employ,num_workers,num_24_below,num_24_55,num_55_above,dis_to_subway,dis_to_center,nPOIs_network,nPOIs_euclidean,URA5region
575578CR5,575578CR5_1,575578,Private flat/condo,768735.0,5,55-59 yrs old,Self-employed,2.0,2.0,1.0,2.0,2495,9218,5,21,1
575578CR5,575578CR5_2,575578,Private flat/condo,48617.0,5,55-59 yrs old,Employed Full-time,2.0,2.0,1.0,2.0,2495,9218,5,21,1
575578CR5,575578CR5_3,575578,Private flat/condo,329161.0,5,20-24 yrs old,Full time student,2.0,2.0,1.0,2.0,2495,9218,5,21,1
575578CR5,575578CR5_4,575578,Private flat/condo,574421.0,5,20-24 yrs old,Full time student,2.0,2.0,1.0,2.0,2495,9218,5,21,1
575728AR1,575728AR1_1,575728,Private flat/condo,409180.0,6,35-39 yrs old,Employed Full-time,2.0,1.0,3.0,0.0,1058,8693,0,13,1
575728AR9,575728AR9_1,575728,Private flat/condo,119967.0,5,50-54 yrs old,Employed Full-time,2.0,2.0,2.0,1.0,1058,8693,0,13,1
575728AR9,575728AR9_3,575728,Private flat/condo,18960.0,5,25-29 yrs old,Employed Full-time,2.0,2.0,2.0,1.0,1058,8693,0,13,1
575728BO,575728BO_1,575728,Private flat/condo,408600.0,4,35-39 yrs old,Employed Full-time,2.0,0.0,3.0,0.0,1058,8693,0,13,1
575728BO,575728BO_2,575728,Private flat/condo,486150.0,4,45-49 yrs old,Employed Full-time,2.0,0.0,3.0,0.0,1058,8693,0,13,1
575728CO,575728CO_1,575728,Private flat/condo,150079.0,4,45-49 yrs old,Employed Full-time,1.0,1.0,3.0,0.0,1058,8693,0,13,1
575728DO,575728DO_1,575728,Private flat/condo,569059.0,4,50-54 yrs old,Employed Full-time,1.0,1.0,2.0,0.0,1058,8693,0,13,1
575728AR1,575728AR1_3,575728,Private flat/condo,579806.0,6,6-9 yrs old,Full time student,2.0,1.0,3.0,0.0,1058,8693,0,13,1
575728AR9,575728AR9_4,575728,Private flat/condo,119077.0,5,20-24 yrs old,Full time student,2.0,2.0,2.0,1.0,1058,8693,0,13,1
575728AR9,575728AR9_5,575728,Private flat/condo,358389.0,5,15-19 yrs old,Full time student,2.0,2.0,2.0,1.0,1058,8693,0,13,1
575728BR9,575728BR9_3,575728,Private flat/condo,574013.0,4,15-19 yrs old,Full time student,1.0,2.0,2.0,0.0,1058,8693,0,13,1
575728BR9,575728BR9_4,575728,Private flat/condo,639798.0,4,15-19 yrs old,Full time student,1.0,2.0,2.0,0.0,1058,8693,0,13,1
575728CO,575728CO_2,575728,Private flat/condo,556108.0,4,10-14 yrs old,Full time student,1.0,1.0,3.0,0.0,1058,8693,0,13,1
575728DO,575728DO_4,575728,Private flat/condo,309331.0,4,6-9 yrs old,Full time student,1.0,1.0,2.0,0.0,1058,8693,0,13,1
575771AO,575771AO_1,575771,Private flat/condo,408720.0,6,35-39 yrs old,Employed Full-time,2.0,1.0,3.0,1.0,1489,10557,0,10,5
575771AO,575771AO_2,575771,Private flat/condo,148951.0,6,35-39 yrs old,Employed Full-time,2.0,1.0,3.0,1.0,1489,10557,0,10,5
575771AO,575771AO_3,575771,Private flat/condo,569405.0,6,6-9 yrs old,Full time student,2.0,1.0,3.0,1.0,1489,10557,0,10,5
575817CR5,575817CR5_3,575817,Landed Property,119960.0,4,35-39 yrs old,Employed Full-time,1.0,0.0,2.0,2.0,2772,10235,0,19,5
575827CR5,575827CR5_1,575827,Landed Property,574408.0,4,60-64 yrs old,Employed Full-time,2.0,2.0,1.0,1.0,2825,10177,0,19,5
575827CR5,575827CR5_2,575827,Landed Property,574408.0,4,45-49 yrs old,Employed Full-time,2.0,2.0,1.0,1.0,2825,10177,0,19,5
575827CR5,575827CR5_3,575827,Landed Property,569405.0,4,10-14 yrs old,Full time student,2.0,2.0,1.0,1.0,2825,10177,0,19,5
575827CR5,575827CR5_4,575827,Landed Property,569405.0,4,6-9 yrs old,Full time student,2.0,2.0,1.0,1.0,2825,10177,0,19,5
576270CR5,576270CR5_1,576270,Landed Property,209264.0,6,55-59 yrs old,Self-employed,4.0,1.0,3.0,2.0,2691,10300,0,19,5
576270CR5,576270CR5_2,576270,Landed Property,209264.0,6,55-59 yrs old,Self-employed,4.0,1.0,3.0,2.0,2691,10300,0,19,5
576270CR5,576270CR5_3,576270,Landed Property,209264.0,6,25-29 yrs old,Employed Full-time,4.0,1.0,3.0,2.0,2691,10300,0,19,5
576270CR5,576270CR5_5,576270,Landed Property,80108.0,6,25-29 yrs old,Self-employed,4.0,1.0,3.0,2.0,2691,10300,0,19,5
576312CR5,576312CR5_1,576312,Landed Property,778901.0,5,50-54 yrs old,Employed Full-time,1.0,0.0,2.0,1.0,2544,10442,1,14,5
576438CR5,576438CR5_2,576438,Private flat/condo,119963.0,3,35-39 yrs old,Employed Full-time,2.0,0.0,2.0,0.0,2138,8683,0,13,1
576793CR6,576793CR6_2,576793,Landed Property,560607.0,2,55-59 yrs old,Employed Full-time,1.0,0.0,0.0,2.0,2468,9247,5,22,1
576814CR5,576814CR5_1,576814,Landed Property,569845.0,6,45-49 yrs old,Employed Full-time,1.0,1.0,3.0,0.0,2563,9090,0,22,1
576814CR5,576814CR5_2,576814,Landed Property,737904.0,6,40-44 yrs old,Employed Part-time,1.0,1.0,3.0,0.0,2563,9090,0,22,1
576814CR5,576814CR5_3,576814,Landed Property,579646.0,6,6-9 yrs old,Full time student,1.0,1.0,3.0,0.0,2563,9090,0,22,1
577264AR7,577264AR7_2,577264,Landed Property,554530.0,3,50-54 yrs old,Employed Full-time,1.0,0.0,2.0,1.0,581,7596,31,46,1
578047AR7,578047AR7_3,578047,Landed Property,573969.0,3,45-49 yrs old,Employed Full-time,1.0,0.0,1.0,2.0,937,7997,41,55,1
578591CR6,578591CR6_3,578591,Landed Property,48622.0,4,35-39 yrs old,Employed Full-time,1.0,0.0,2.0,2.0,49,7537,0,25,1
578856CR6,578856CR6_2,578856,Landed Property,99253.0,5,70-74 yrs old,Employed Full-time,3.0,0.0,2.0,3.0,1535,8261,0,16,1
578856CR6,578856CR6_3,578856,Landed Property,179094.0,5,45-49 yrs old,Employed Full-time,3.0,0.0,2.0,3.0,1535,8261,0,16,1
578856CR6,578856CR6_4,578856,Landed Property,579778.0,5,70-74 yrs old,Employed Full-time,3.0,0.0,2.0,3.0,1535,8261,0,16,1
579154AO,579154AO_1,579154,Landed Property,369941.0,7,45-49 yrs old,Employed Full-time,1.0,2.0,3.0,2.0,559,7186,0,2,1
579154AO,579154AO_6,579154,Landed Property,579767.0,7,15-19 yrs old,Full time student,1.0,2.0,3.0,2.0,559,7186,0,2,1
579154AO,579154AO_7,579154,Landed Property,569405.0,7,10-14 yrs old,Full time student,1.0,2.0,3.0,2.0,559,7186,0,2,1
579207AO,579207AO_2,579207,Landed Property,79329.0,4,45-49 yrs old,Employed Full-time,1.0,1.0,1.0,0.0,533,7320,9,39,1
579319CR5,579319CR5_2,579319,Landed Property,569730.0,3,60-64 yrs old,Employed Full-time,2.0,0.0,1.0,2.0,642,7268,0,2,1
579319CR5,579319CR5_3,579319,Landed Property,819642.0,3,30-34 yrs old,Employed Full-time,2.0,0.0,1.0,2.0,642,7268,0,2,1
579401CR5,579401CR5_1,579401,Landed Property,730768.0,3,70-74 yrs old,Employed Full-time,3.0,1.0,0.0,2.0,2804,10176,0,19,5
579401CR5,579401CR5_2,579401,Landed Property,238843.0,3,60-64 yrs old,Employed Full-time,3.0,1.0,0.0,2.0,2804,10176,0,19,5
579401CR5,579401CR5_3,579401,Landed Property,159943.0,3,20-24 yrs old,Employed Full-time,3.0,1.0,0.0,2.0,2804,10176,0,19,5
579418CR5,579418CR5_3,579418,Landed Property,238895.0,5,20-24 yrs old,Employed Full-time,3.0,2.0,3.0,0.0,2750,10227,0,19,5
579418CR5,579418CR5_4,579418,Landed Property,119077.0,5,20-24 yrs old,Full time student,3.0,2.0,3.0,0.0,2750,10227,0,19,5
579431CR5,579431CR5_3,579431,Landed Property,486065.0,3,35-39 yrs old,Employed Full-time,1.0,0.0,1.0,2.0,2709,10277,0,19,5
579434CR5,579434CR5_1,579434,Landed Property,399849.0,8,30-34 yrs old,Employed Full-time,2.0,6.0,2.0,0.0,2694,10283,0,19,5
579434CR5,579434CR5_2,579434,Landed Property,399849.0,8,30-34 yrs old,Employed Full-time,2.0,6.0,2.0,0.0,2694,10283,0,19,5
579434CR5,579434CR5_3,579434,Landed Property,575565.0,8,15-19 yrs old,Full time student,2.0,6.0,2.0,0.0,2694,10283,0,19,5
579434CR5,579434CR5_4,579434,Landed Property,575565.0,8,15-19 yrs old,Full time student,2.0,6.0,2.0,0.0,2694,10283,0,19,5
579434CR5,579434CR5_5,579434,Landed Property,575565.0,8,15-19 yrs old,Full time student,2.0,6.0,2.0,0.0,2694,10283,0,19,5
579434CR5,579434CR5_6,579434,Landed Property,575565.0,8,15-19 yrs old,Full time student,2.0,6.0,2.0,0.0,2694,10283,0,19,5
579434CR5,579434CR5_7,579434,Landed Property,575565.0,8,15-19 yrs old,Full time student,2.0,6.0,2.0,0.0,2694,10283,0,19,5
579434CR5,579434CR5_8,579434,Landed Property,575565.0,8,15-19 yrs old,Full time student,2.0,6.0,2.0,0.0,2694,10283,0,19,5
579490AR8,579490AR8_1,579490,Landed Property,138632.0,5,45-49 yrs old,Employed Full-time,1.0,1.0,3.0,0.0,2519,10457,1,13,5
579490AR8,579490AR8_4,579490,Landed Property,579793.0,5,6-9 yrs old,Full time student,1.0,1.0,3.0,0.0,2519,10457,1,13,5
579503CR5,579503CR5_1,579503,Landed Property,738780.0,3,60-64 yrs old,Self-employed,3.0,0.0,1.0,2.0,2470,10520,1,10,5
579503CR5,579503CR5_2,579503,Landed Property,574421.0,3,55-59 yrs old,Employed Full-time,3.0,0.0,1.0,2.0,2470,10520,1,10,5
579503CR5,579503CR5_3,579503,Landed Property,79903.0,3,30-34 yrs old,Employed Full-time,3.0,0.0,1.0,2.0,2470,10520,1,10,5
579599CR5,579599CR5_1,579599,Private flat/condo,569625.0,6,50-54 yrs old,Self-employed,3.0,1.0,5.0,0.0,1415,8320,0,25,1
579599CR5,579599CR5_3,579599,Private flat/condo,248371.0,6,25-29 yrs old,Employed Full-time,3.0,1.0,5.0,0.0,1415,8320,0,25,1
579599CR5,579599CR5_4,579599,Private flat/condo,569625.0,6,25-29 yrs old,Employed Full-time,3.0,1.0,5.0,0.0,1415,8320,0,25,1
579626CR5,579626CR5_1,579626,Private flat/condo,555940.0,4,60-64 yrs old,Employed Full-time,3.0,0.0,2.0,2.0,1712,8554,0,24,1
579626CR5,579626CR5_3,579626,Private flat/condo,179101.0,4,35-39 yrs old,Employed Full-time,3.0,0.0,2.0,2.0,1712,8554,0,24,1
579626CR5,579626CR5_4,579626,Private flat/condo,199774.0,4,35-39 yrs old,Employed Full-time,3.0,0.0,2.0,2.0,1712,8554,0,24,1
579720AR8,579720AR8_2,579720,HUDC flat,538785.0,3,65-69 yrs old,Employed Full-time,1.0,0.0,1.0,1.0,745,6537,0,6,1
579720BR6,579720BR6_1,579720,Private flat/condo,310480.0,7,40-44 yrs old,Self-employed,1.0,2.0,3.0,0.0,745,6537,0,6,1
579720CR3,579720CR3_2,579720,Private flat/condo,217654.0,3,65-69 yrs old,Self-employed,1.0,0.0,1.0,1.0,745,6537,0,6,1
579720CR4,579720CR4_3,579720,Private flat/condo,79903.0,4,45-49 yrs old,Employed Full-time,1.0,0.0,2.0,2.0,745,6537,0,6,1
579720CR7,579720CR7_2,579720,Private flat/condo,119963.0,4,50-54 yrs old,Employed Full-time,1.0,2.0,2.0,0.0,745,6537,0,6,1
579720CR8,579720CR8_1,579720,Private flat/condo,228208.0,4,40-44 yrs old,Self-employed,2.0,2.0,2.0,0.0,745,6537,0,6,1
579720CR8,579720CR8_2,579720,Private flat/condo,38989.0,4,45-49 yrs old,Employed Full-time,2.0,2.0,2.0,0.0,745,6537,0,6,1
579720BR6,579720BR6_3,579720,Private flat/condo,536742.0,7,15-19 yrs old,Full time student,1.0,2.0,3.0,0.0,745,6537,0,6,1
579720BR6,579720BR6_4,579720,Private flat/condo,569405.0,7,10-14 yrs old,Full time student,1.0,2.0,3.0,0.0,745,6537,0,6,1
579720CR7,579720CR7_3,579720,Private flat/condo,534768.0,4,15-19 yrs old,Full time student,1.0,2.0,2.0,0.0,745,6537,0,6,1
579720CR7,579720CR7_4,579720,Private flat/condo,569405.0,4,15-19 yrs old,Full time student,1.0,2.0,2.0,0.0,745,6537,0,6,1
579720CR8,579720CR8_3,579720,Private flat/condo,359337.0,4,6-9 yrs old,Full time student,2.0,2.0,2.0,0.0,745,6537,0,6,1
579720CR8,579720CR8_4,579720,Private flat/condo,297754.0,4,10-14 yrs old,Full time student,2.0,2.0,2.0,0.0,745,6537,0,6,1
579721AR1,579721AR1_2,579721,HUDC flat,348468.0,5,35-39 yrs old,Employed Full-time,1.0,0.0,3.0,0.0,606,6584,0,2,1
579721BO,579721BO_1,579721,HUDC flat,118505.0,4,45-49 yrs old,Employed Full-time,2.0,1.0,3.0,0.0,606,6584,0,2,1
579721BO,579721BO_2,579721,HUDC flat,528764.0,4,45-49 yrs old,Employed Full-time,2.0,1.0,3.0,0.0,606,6584,0,2,1
579721BO,579721BO_4,579721,HUDC flat,297754.0,4,6-9 yrs old,Full time student,2.0,1.0,3.0,0.0,606,6584,0,2,1
579722CR5,579722CR5_1,579722,Private flat/condo,189554.0,3,55-59 yrs old,Self-employed,2.0,0.0,1.0,2.0,775,6558,0,3,1
579722CR5,579722CR5_3,579722,Private flat/condo,307685.0,3,25-29 yrs old,Employed Full-time,2.0,0.0,1.0,2.0,775,6558,0,3,1
579722CR6,579722CR6_1,579722,Private flat/condo,238888.0,2,45-49 yrs old,Self-employed,1.0,1.0,1.0,0.0,775,6558,0,3,1
579722CR6,579722CR6_2,579722,Private flat/condo,599489.0,2,20-24 yrs old,Full time student,1.0,1.0,1.0,0.0,775,6558,0,3,1
579724AR1,579724AR1_1,579724,HUDC flat,529482.0,3,45-49 yrs old,Employed Full-time,1.0,1.0,2.0,0.0,840,6480,0,4,1
579724BO,579724BO_2,579724,HUDC flat,49480.0,4,35-39 yrs old,Employed Full-time,2.0,0.0,3.0,0.0,840,6480,0,4,1
579724BO,579724BO_3,579724,HUDC flat,768547.0,4,35-39 yrs old,Employed Full-time,2.0,0.0,3.0,0.0,840,6480,0,4,1
579724CO,579724CO_3,579724,HUDC flat,579837.0,3,30-34 yrs old,Employed Full-time,1.0,0.0,1.0,2.0,840,6480,0,4,1
579724CR6,579724CR6_1,579724,HUDC flat,208577.0,4,45-49 yrs old,Self-employed,1.0,1.0,2.0,1.0,840,6480,0,4,1
579724DO,579724DO_1,579724,HUDC flat,609935.0,6,50-54 yrs old,Employed Full-time,2.0,3.0,3.0,0.0,840,6480,0,4,1
579724DO,579724DO_2,579724,HUDC flat,159102.0,6,50-54 yrs old,Employed Full-time,2.0,3.0,3.0,0.0,840,6480,0,4,1
579724AR1,579724AR1_3,579724,HUDC flat,298191.0,3,15-19 yrs old,Full time student,1.0,1.0,2.0,0.0,840,6480,0,4,1
579724CR6,579724CR6_2,579724,HUDC flat,298191.0,4,15-19 yrs old,Full time student,1.0,1.0,2.0,1.0,840,6480,0,4,1
579724DO,579724DO_3,579724,HUDC flat,539786.0,6,6-9 yrs old,Full time student,2.0,3.0,3.0,0.0,840,6480,0,4,1
579724DO,579724DO_4,579724,HUDC flat,539786.0,6,6-9 yrs old,Full time student,2.0,3.0,3.0,0.0,840,6480,0,4,1
579724DO,579724DO_6,579724,HUDC flat,569843.0,6,15-19 yrs old,Full time student,2.0,3.0,3.0,0.0,840,6480,0,4,1
579726AR1,579726AR1_3,579726,HUDC flat,408868.0,6,45-49 yrs old,Employed Full-time,1.0,3.0,2.0,1.0,669,6408,1,7,1
579726BO,579726BO_1,579726,HUDC flat,238869.0,3,45-49 yrs old,Employed Full-time,1.0,1.0,2.0,0.0,669,6408,1,7,1
579726CO,579726CO_1,579726,HUDC flat,68894.0,3,50-54 yrs old,Employed Full-time,3.0,0.0,2.0,1.0,669,6408,1,7,1
579726CO,579726CO_2,579726,HUDC flat,79908.0,3,55-59 yrs old,Employed Full-time,3.0,0.0,2.0,1.0,669,6408,1,7,1
579726CO,579726CO_3,579726,HUDC flat,119082.0,3,25-29 yrs old,Employed Full-time,3.0,0.0,2.0,1.0,669,6408,1,7,1
579726CR5,579726CR5_1,579726,HUDC flat,119960.0,3,45-49 yrs old,Employed Full-time,2.0,1.0,2.0,0.0,669,6408,1,7,1
579726CR5,579726CR5_2,579726,HUDC flat,297754.0,3,45-49 yrs old,Employed Full-time,2.0,1.0,2.0,0.0,669,6408,1,7,1
579726DO,579726DO_1,579726,HUDC flat,68809.0,3,45-49 yrs old,Employed Full-time,1.0,1.0,2.0,0.0,669,6408,1,7,1
579726AR1,579726AR1_4,579726,HUDC flat,297822.0,6,15-19 yrs old,Full time student,1.0,3.0,2.0,1.0,669,6408,1,7,1
579726AR1,579726AR1_5,579726,HUDC flat,297754.0,6,6-9 yrs old,Full time student,1.0,3.0,2.0,1.0,669,6408,1,7,1
579726AR1,579726AR1_6,579726,HUDC flat,297754.0,6,6-9 yrs old,Full time student,1.0,3.0,2.0,1.0,669,6408,1,7,1
579726BO,579726BO_2,579726,HUDC flat,319765.0,3,10-14 yrs old,Full time student,1.0,1.0,2.0,0.0,669,6408,1,7,1
579726CR5,579726CR5_3,579726,HUDC flat,538403.0,3,15-19 yrs old,Full time student,2.0,1.0,2.0,0.0,669,6408,1,7,1
579726DO,579726DO_3,579726,HUDC flat,149295.0,3,15-19 yrs old,Full time student,1.0,1.0,2.0,0.0,669,6408,1,7,1
579735AR7,579735AR7_1,579735,Private flat/condo,437844.0,2,65-69 yrs old,Self-employed,1.0,0.0,0.0,2.0,669,6335,1,16,1
579820AO,579820AO_1,579820,Private flat/condo,307683.0,4,35-39 yrs old,Employed Full-time,1.0,1.0,1.0,0.0,973,6830,10,16,1
579820CO,579820CO_3,579820,Private flat/condo,528832.0,5,40-44 yrs old,Employed Full-time,2.0,1.0,2.0,1.0,973,6830,10,16,1
579820CR5,579820CR5_1,579820,Private flat/condo,310470.0,5,40-44 yrs old,Employed Full-time,2.0,1.0,3.0,0.0,973,6830,10,16,1
579820CR5,579820CR5_2,579820,Private flat/condo,469000.0,5,40-44 yrs old,Employed Full-time,2.0,1.0,3.0,0.0,973,6830,10,16,1
579820DO,579820DO_1,579820,Private flat/condo,368330.0,6,35-39 yrs old,Employed Full-time,1.0,0.0,2.0,2.0,973,6830,10,16,1
579820AO,579820AO_3,579820,Private flat/condo,579807.0,4,15-19 yrs old,Full time student,1.0,1.0,1.0,0.0,973,6830,10,16,1
579820BO,579820BO_2,579820,Private flat/condo,569228.0,2,6-9 yrs old,Full time student,0.0,1.0,1.0,0.0,973,6830,10,16,1
579820CO,579820CO_4,579820,Private flat/condo,579793.0,5,6-9 yrs old,Full time student,2.0,1.0,2.0,1.0,973,6830,10,16,1
579820CR5,579820CR5_3,579820,Private flat/condo,227988.0,5,6-9 yrs old,Full time student,2.0,1.0,3.0,0.0,973,6830,10,16,1
579879CR5,579879CR5_5,579879,Landed Property,69118.0,6,20-24 yrs old,Employed Full-time,1.0,1.0,1.0,1.0,664,7156,0,10,1
579912AO,579912AO_1,579912,Landed Property,188727.0,2,50-54 yrs old,Self-employed,2.0,0.0,2.0,0.0,533,7117,9,47,1
579912AO,579912AO_2,579912,Landed Property,188727.0,2,50-54 yrs old,Self-employed,2.0,0.0,2.0,0.0,533,7117,9,47,1
579925AO,579925AO_1,579925,Landed Property,579701.0,3,50-54 yrs old,Employed Full-time,2.0,0.0,3.0,0.0,34,7382,38,52,1
579925AO,579925AO_2,579925,Landed Property,48583.0,3,45-49 yrs old,Employed Full-time,2.0,0.0,3.0,0.0,34,7382,38,52,1
579925AO,579925AO_3,579925,Landed Property,188065.0,3,25-29 yrs old,Full time student,2.0,0.0,3.0,0.0,34,7382,38,52,1
579927AO,579927AO_1,579927,Landed Property,599491.0,4,50-54 yrs old,Employed Full-time,1.0,2.0,2.0,0.0,13,7396,35,52,1
579927AO,579927AO_3,579927,Landed Property,599489.0,4,15-19 yrs old,Full time student,1.0,2.0,2.0,0.0,13,7396,35,52,1
579927AO,579927AO_4,579927,Landed Property,119077.0,4,20-24 yrs old,Full time student,1.0,2.0,2.0,0.0,13,7396,35,52,1
579933AR1,579933AR1_1,579933,Landed Property,238863.0,5,30-34 yrs old,Employed Full-time,2.0,0.0,4.0,0.0,40,7440,28,51,1
579933AR1,579933AR1_2,579933,Landed Property,238863.0,5,30-34 yrs old,Employed Full-time,2.0,0.0,4.0,0.0,40,7440,28,51,1
579934AO,579934AO_1,579934,Landed Property,349585.0,6,50-54 yrs old,Self-employed,2.0,2.0,4.0,0.0,481,7159,11,50,1
579934AO,579934AO_2,579934,Landed Property,349585.0,6,30-34 yrs old,Employed Full-time,2.0,2.0,4.0,0.0,481,7159,11,50,1
579934AO,579934AO_3,579934,Landed Property,579767.0,6,15-19 yrs old,Full time student,2.0,2.0,4.0,0.0,481,7159,11,50,1
579934AO,579934AO_4,579934,Landed Property,358389.0,6,15-19 yrs old,Full time student,2.0,2.0,4.0,0.0,481,7159,11,50,1
579937AO,579937AO_1,579937,Landed Property,508929.0,6,45-49 yrs old,Employed Full-time,1.0,3.0,3.0,0.0,47,7436,28,51,1
579937AO,579937AO_3,579937,Landed Property,569405.0,6,10-14 yrs old,Full time student,1.0,3.0,3.0,0.0,47,7436,28,51,1
579937AO,579937AO_4,579937,Landed Property,569405.0,6,15-19 yrs old,Full time student,1.0,3.0,3.0,0.0,47,7436,28,51,1
579937AO,579937AO_5,579937,Landed Property,579767.0,6,15-19 yrs old,Full time student,1.0,3.0,3.0,0.0,47,7436,28,51,1
579943AO,579943AO_1,579943,Landed Property,307591.0,4,40-44 yrs old,Employed Full-time,1.0,1.0,3.0,0.0,225,7195,27,53,1
579943AO,579943AO_3,579943,Landed Property,569362.0,4,10-14 yrs old,Full time student,1.0,1.0,3.0,0.0,225,7195,27,53,1
579947CR5,579947CR5_3,579947,Landed Property,48583.0,3,30-34 yrs old,Employed Full-time,1.0,0.0,1.0,2.0,499,7217,17,53,1
579948AO,579948AO_1,579948,Landed Property,408564.0,4,50-54 yrs old,Employed Full-time,3.0,0.0,4.0,0.0,503,7221,17,53,1
579948AO,579948AO_2,579948,Landed Property,38987.0,4,50-54 yrs old,Employed Full-time,3.0,0.0,4.0,0.0,503,7221,17,53,1
579948AO,579948AO_3,579948,Landed Property,239732.0,4,25-29 yrs old,Employed Full-time,3.0,0.0,4.0,0.0,503,7221,17,53,1
579955AO,579955AO_1,579955,Landed Property,757621.0,6,50-54 yrs old,Employed Full-time,2.0,3.0,3.0,0.0,145,7262,6,53,1
579955AO,579955AO_2,579955,Landed Property,628983.0,6,45-49 yrs old,Employed Full-time,2.0,3.0,3.0,0.0,145,7262,6,53,1
579955AO,579955AO_4,579955,Landed Property,297822.0,6,15-19 yrs old,Full time student,2.0,3.0,3.0,0.0,145,7262,6,53,1
579955AO,579955AO_5,579955,Landed Property,547529.0,6,15-19 yrs old,Full time student,2.0,3.0,3.0,0.0,145,7262,6,53,1
579955AO,579955AO_6,579955,Landed Property,569277.0,6,10-14 yrs old,Full time student,2.0,3.0,3.0,0.0,145,7262,6,53,1
579958AO,579958AO_1,579958,Landed Property,88385.0,6,45-49 yrs old,Employed Full-time,1.0,3.0,3.0,0.0,118,7285,37,53,1
579958AO,579958AO_3,579958,Landed Property,579767.0,6,15-19 yrs old,Full time student,1.0,3.0,3.0,0.0,118,7285,37,53,1
579958AO,579958AO_4,579958,Landed Property,579767.0,6,10-14 yrs old,Full time student,1.0,3.0,3.0,0.0,118,7285,37,53,1
579958AO,579958AO_5,579958,Landed Property,579767.0,6,10-14 yrs old,Full time student,1.0,3.0,3.0,0.0,118,7285,37,53,1
579980CR5,579980CR5_1,579980,Private flat/condo,534118.0,5,55-59 yrs old,Employed Full-time,1.0,2.0,1.0,2.0,2546,8940,1,23,1
579980CR5,579980CR5_3,579980,Private flat/condo,637616.0,5,25-29 yrs old,Full time student,1.0,2.0,1.0,2.0,2546,8940,1,23,1
579980CR5,579980CR5_4,579980,Private flat/condo,119077.0,5,20-24 yrs old,Full time student,1.0,2.0,1.0,2.0,2546,8940,1,23,1
579980CR5,579980CR5_5,579980,Private flat/condo,119077.0,5,20-24 yrs old,Full time student,1.0,2.0,1.0,2.0,2546,8940,1,23,1
579981CR5,579981CR5_1,579981,Private flat/condo,319402.0,3,65-69 yrs old,Employed Part-time,1.0,0.0,1.0,2.0,2563,9028,0,23,1
579981CR5,579981CR5_3,579981,Private flat/condo,575954.0,3,30-34 yrs old,Employed Full-time,1.0,0.0,1.0,2.0,2563,9028,0,23,1
587973AO,587973AO_2,587973,Private flat/condo,757500.0,6,50-54 yrs old,Employed Full-time,3.0,3.0,2.0,1.0,821,11405,0,30,2
587973AO,587973AO_3,587973,Private flat/condo,308433.0,6,20-24 yrs old,Employed Full-time,3.0,3.0,2.0,1.0,821,11405,0,30,2
587973AO,587973AO_4,587973,Private flat/condo,629560.0,6,20-24 yrs old,Employed Full-time,3.0,3.0,2.0,1.0,821,11405,0,30,2
587973AR1,587973AR1_1,587973,Private flat/condo,89053.0,5,65-69 yrs old,Employed Full-time,3.0,0.0,3.0,2.0,821,11405,0,30,2
587973AR1,587973AR1_3,587973,Private flat/condo,139651.0,5,35-39 yrs old,Employed Full-time,3.0,0.0,3.0,2.0,821,11405,0,30,2
587973AR1,587973AR1_4,587973,Private flat/condo,349315.0,5,25-29 yrs old,Employed Full-time,3.0,0.0,3.0,2.0,821,11405,0,30,2
587973BO,587973BO_3,587973,Private flat/condo,247918.0,3,30-34 yrs old,Self-employed,1.0,0.0,1.0,2.0,821,11405,0,30,2
587973BR1,587973BR1_1,587973,Private flat/condo,409575.0,5,55-59 yrs old,Self-employed,2.0,1.0,1.0,2.0,821,11405,0,30,2
587973CO,587973CO_2,587973,Private flat/condo,38985.0,5,20-24 yrs old,Employed Full-time,2.0,1.0,1.0,2.0,821,11405,0,30,2
587973CO,587973CO_5,587973,Private flat/condo,608838.0,5,55-59 yrs old,Employed Full-time,2.0,1.0,1.0,2.0,821,11405,0,30,2
587973CR1,587973CR1_1,587973,Private flat/condo,188021.0,5,50-54 yrs old,Employed Full-time,1.0,2.0,3.0,0.0,821,11405,0,30,2
587973DO,587973DO_1,587973,Private flat/condo,48619.0,3,55-59 yrs old,Employed Full-time,2.0,1.0,0.0,2.0,821,11405,0,30,2
587973DO,587973DO_2,587973,Private flat/condo,117612.0,3,55-59 yrs old,Employed Full-time,2.0,1.0,0.0,2.0,821,11405,0,30,2
587973AO,587973AO_5,587973,Private flat/condo,127368.0,6,15-19 yrs old,Full time student,3.0,3.0,2.0,1.0,821,11405,0,30,2
587973BR1,587973BR1_4,587973,Private flat/condo,569830.0,5,15-19 yrs old,Full time student,2.0,1.0,1.0,2.0,821,11405,0,30,2
587973CR1,587973CR1_3,587973,Private flat/condo,119077.0,5,20-24 yrs old,Full time student,1.0,2.0,3.0,0.0,821,11405,0,30,2
587973CR1,587973CR1_4,587973,Private flat/condo,688258.0,5,15-19 yrs old,Full time student,1.0,2.0,3.0,0.0,821,11405,0,30,2
587975AO,587975AO_2,587975,Private flat/condo,79903.0,3,75-79 yrs old,Employed Full-time,1.0,0.0,1.0,2.0,996,11580,0,17,2
587975CO,587975CO_1,587975,Private flat/condo,38986.0,3,60-64 yrs old,Employed Full-time,2.0,0.0,2.0,1.0,996,11580,0,17,2
