HHID,Home_pcode,home_ID,homeX,homeY,DwellingType,dis_to_subway,dis_to_CBD,POI,dis_to_wetlands,aveIncome,area,tot_price,unit_price,HP_ID,Ethnic,hhsize,Age,Citizen,Gender,Employ,Occup,Industry,Income_cat,income,Work_pcode,work_ID,commute_dis
510749DR1,510749,2437,103.934418,1.378731187,HDB 4-room,1767.397028,13665,5,11440.5786134,66976.9230769,94.93,797728.433333333,8403.33333333333,510749DR1_3,Chinese,4,35-54 yrs,Singapore Citizen,Male,Employed Full-time,Service & sales worker,Information and Communications,$2000-$2499,2250.0,408726.0,2437,9.5214
510751CR5,510751,2438,103.9340754,1.377864943,HDB 5-room,1771.859137,13568,10,11374.6711167,66976.9230769,117.53,987643.766666667,8403.33333333333,510751CR5_3,Chinese,5,15-34 yrs,Singapore Citizen,Male,Employed Full-time,Service & sales worker,Wholesale and Retail Trade,Refused,4500.0,529510.0,2438,4.5152
510756AR5,510756,2439,103.9334495,1.377743011,HDB 4-room,1834.50821,13512,12,11304.2373322,66976.9230769,94.93,797728.433333333,8403.33333333333,510756AR5_4,Chinese,4,15-34 yrs,Singapore Citizen,Male,Employed Full-time,Associate professional & technician,Manufacturing,$2500-$2999,2750.0,519528.0,2439,1.4654
510756CR7,510756,2440,103.9334495,1.377743011,HDB 5-room,1834.50821,13512,12,11304.2373322,66976.9230769,117.53,987643.766666667,8403.33333333333,510756CR7_1,Chinese,3,35-54 yrs,Singapore Citizen,Male,Employed Full-time,Plant & machine operator & assembler,Transport and Storage,$4000-$4999,4500.0,408616.0,2440,8.3892
510760CR5,510760,2441,103.9335417,1.37640979,HDB 4-room,1788.171653,13407,12,11269.6590757,66976.9230769,94.93,797728.433333333,8403.33333333333,510760CR5_1,Indian,5,35-54 yrs,Singapore Citizen,Male,Employed Full-time,Service & sales worker,Information and Communications,$8000 and above,9000.0,409030.0,2441,9.340200000000001
510767AR1,510767,2442,103.9358664,1.375643675,HDB 4-room,1517.738491,13516,12,11492.966428,66976.9230769,94.93,797728.433333333,8403.33333333333,510767AR1_5,Chinese,6,15-34 yrs,Singapore Citizen,Male,Employed Full-time,Service & sales worker,Information and Communications,Refused,4500.0,534138.0,2442,9.477799999999998
510767CR1,510767,2443,103.9358664,1.375643675,HDB 4-room,1517.738491,13516,12,11492.966428,66976.9230769,94.93,797728.433333333,8403.33333333333,510767CR1_2,Malay,3,35-54 yrs,Singapore Citizen,Male,Employed Full-time,Service & sales worker,Transport and Storage,Refused,4500.0,486150.0,2443,6.967
510767DR1,510767,2444,103.9358664,1.375643675,HDB 4-room,1517.738491,13516,12,11492.966428,66976.9230769,94.93,797728.433333333,8403.33333333333,510767DR1_1,Chinese,4,55-74 yrs,Singapore Citizen,Male,Employed Full-time,Service & sales worker,Transport and Storage,Refused,4500.0,539346.0,2444,7.0998
510769BR1,510769,2445,103.9351518,1.375103032,HDB 5-room,1586.153593,13418,10,11399.8720887,66976.9230769,117.53,987643.766666667,8403.33333333333,510769BR1_1,Chinese,5,35-54 yrs,Singapore Citizen,Male,Employed Full-time,Service & sales worker,Manufacturing,Refused,4500.0,758048.0,2445,25.764400000000002
510769CR1,510769,2446,103.9351518,1.375103032,HDB 5-room,1586.153593,13418,10,11399.8720887,66976.9230769,117.53,987643.766666667,8403.33333333333,510769CR1_2,Chinese,5,35-54 yrs,Singapore Citizen,Female,Employed Full-time,Professional,"Professional Services (e.g. legal, accounting, engineering,",Refused,4500.0,819642.0,2446,10.187299999999999
510769DR1,510769,2447,103.9351518,1.375103032,HDB 5-room,1586.153593,13418,10,11399.8720887,66976.9230769,117.53,987643.766666667,8403.33333333333,510769DR1_2,Malay,4,15-34 yrs,Singapore Citizen,Female,Employed Full-time,Clerical worker,Manufacturing,Refused,4500.0,508943.0,2447,5.8917
510770AR1,510770,2448,103.9360318,1.374980173,HDB 5-room,1487.28289,13474,9,11490.2053242,66976.9230769,117.53,987643.766666667,8403.33333333333,510770AR1_5,Chinese,5,15-34 yrs,Singapore Citizen,Female,Employed Full-time,Service & sales worker,"Accomodation and Food Services (e.g. hotels, restaurants etc",Refused,4500.0,329926.0,2448,16.2506
510770BR1,510770,2449,103.9360318,1.374980173,HDB 5-room,1487.28289,13474,9,11490.2053242,66976.9230769,117.53,987643.766666667,8403.33333333333,510770BR1_1,Chinese,3,35-54 yrs,Singapore Citizen,Male,Employed Full-time,Professional,Manufacturing,Refused,4500.0,519528.0,2449,1.5917000000000001
510770CR1,510770,2450,103.9360318,1.374980173,HDB 4-room,1487.28289,13474,9,11490.2053242,66976.9230769,94.93,797728.433333333,8403.33333333333,510770CR1_1,Chinese,4,55-74 yrs,Singapore Citizen,Male,Employed Full-time,Associate professional & technician,Information and Communications,Refused,4500.0,787602.0,2450,17.2885
510770DR1,510770,2451,103.9360318,1.374980173,HDB 4-room,1487.28289,13474,9,11490.2053242,66976.9230769,94.93,797728.433333333,8403.33333333333,510770DR1_2,Others,4,35-54 yrs,Permanent Resident,Male,Employed Full-time,Professional,Transport and Storage,Refused,4500.0,460018.0,2451,9.7503
510773AR1,510773,2452,103.9364602,1.374885527,HDB 4-room,1438.59902,13499,8,11533.1777741,66976.9230769,94.93,797728.433333333,8403.33333333333,510773AR1_1,Chinese,4,15-34 yrs,Singapore Citizen,Male,Employed Full-time,Service & sales worker,"Professional Services (e.g. legal, accounting, engineering,",Refused,4500.0,819642.0,2452,10.0496
510773AR2,510773,2453,103.9364602,1.374885527,HDB 4-room,1438.59902,13499,8,11533.1777741,66976.9230769,94.93,797728.433333333,8403.33333333333,510773AR2_1,Malay,6,15-34 yrs,Singapore Citizen,Female,Employed Full-time,Clerical worker,"Community, Social and Personal Services (e.g. public adminis",Refused,4500.0,529889.0,2453,5.9211
510773BR1,510773,2454,103.9364602,1.374885527,HDB 4-room,1438.59902,13499,8,11533.1777741,66976.9230769,94.93,797728.433333333,8403.33333333333,510773BR1_1,Indian,6,15-34 yrs,Singapore Citizen,Female,Employed Full-time,Service & sales worker,"Accomodation and Food Services (e.g. hotels, restaurants etc",Refused,4500.0,509984.0,2454,7.9699
510773BR2,510773,2455,103.9364602,1.374885527,HDB 4-room,1438.59902,13499,8,11533.1777741,66976.9230769,94.93,797728.433333333,8403.33333333333,510773BR2_2,Chinese,4,35-54 yrs,Singapore Citizen,Female,Self-employed,Service & sales worker,"Accomodation and Food Services (e.g. hotels, restaurants etc",Refused,4500.0,329560.0,2455,17.8545
510773CR1,510773,2456,103.9364602,1.374885527,HDB 4-room,1438.59902,13499,8,11533.1777741,66976.9230769,94.93,797728.433333333,8403.33333333333,510773CR1_2,Chinese,4,35-54 yrs,Singapore Citizen,Female,Employed Full-time,Clerical worker,Transport and Storage,Refused,4500.0,819642.0,2456,10.0496
510773CR2,510773,2457,103.9364602,1.374885527,HDB 4-room,1438.59902,13499,8,11533.1777741,66976.9230769,94.93,797728.433333333,8403.33333333333,510773CR2_2,Malay,3,35-54 yrs,Singapore Citizen,Male,Employed Full-time,Associate professional & technician,Transport and Storage,Refused,4500.0,819663.0,2457,9.0169
510773DR1,510773,2458,103.9364602,1.374885527,HDB 4-room,1438.59902,13499,8,11533.1777741,66976.9230769,94.93,797728.433333333,8403.33333333333,510773DR1_1,Chinese,4,35-54 yrs,Singapore Citizen,Male,Employed Full-time,Service & sales worker,"Community, Social and Personal Services (e.g. public adminis",Refused,4500.0,768828.0,2458,17.798
510773DR2,510773,2459,103.9364602,1.374885527,HDB 4-room,1438.59902,13499,8,11533.1777741,66976.9230769,94.93,797728.433333333,8403.33333333333,510773DR2_2,Chinese,4,35-54 yrs,Singapore Citizen,Female,Employed Full-time,Service & sales worker,Manufacturing,Refused,4500.0,569110.0,2459,13.627799999999999
511236CR6,551236,2460,103.8693747,1.353958739,HDB 5-room,663.3330189,7799,68,3723.66985245,74014.6627566,117.53,1671159.07,14219.0,511236CR6_1,Chinese,5,55-74 yrs,Singapore Citizen,Male,Employed Full-time,Professional,Manufacturing,Refused,4500.0,417939.0,2460,7.1675
511476AR1,511476,2461,103.9578005,1.375025693,HDB 1-room,941.827847,15218,19,13836.3484072,66976.9230769,30.0,252100.0,8403.33333333333,511476AR1_2,Chinese,2,55-74 yrs,Singapore Citizen,Female,Self-employed,Service & sales worker,"Community, Social and Personal Services (e.g. public adminis",Refused,4500.0,247961.0,2461,23.7085
511476BR1,511476,2462,103.9578005,1.375025693,HDB 1-room,941.827847,15218,19,13836.3484072,66976.9230769,30.0,252100.0,8403.33333333333,511476BR1_3,Malay,3,35-54 yrs,Singapore Citizen,Male,Employed Full-time,"Cleaner, labourer & related worker","Administrative and Support Services (e.g. security, cleaning",Refused,4500.0,529536.0,2462,4.3045
511476CR1,511476,2463,103.9578005,1.375025693,HDB 1-room,941.827847,15218,19,13836.3484072,66976.9230769,30.0,252100.0,8403.33333333333,511476CR1_3,Malay,3,35-54 yrs,Singapore Citizen,Male,Employed Full-time,Service & sales worker,Wholesale and Retail Trade,Refused,4500.0,528882.0,2463,5.756399999999999
511476DR1,511476,2464,103.9578005,1.375025693,HDB 1-room,941.827847,15218,19,13836.3484072,66976.9230769,30.0,252100.0,8403.33333333333,511476DR1_1,Chinese,2,55-74 yrs,Singapore Citizen,Male,Employed Full-time,Service & sales worker,Wholesale and Retail Trade,Refused,4500.0,537036.0,2464,10.7581
511672AR7,210672,2465,103.8526503,1.308790838,HDB 5-room,444.7068982,2628,304,4078.27087188,69082.8180041,117.53,1944651.38,16546.0,511672AR7_2,Indian,3,35-54 yrs,Singapore Citizen,Female,Employed Full-time,Professional,"Community, Social and Personal Services (e.g. public adminis",Refused,4500.0,169608.0,2465,5.099600000000001
518205AR1,518205,2466,103.942654,1.373079079,Private flat/condo,734.6282938,13834,2,12147.5271889,66976.9230769,97.0,1022283.0,10539.0,518205AR1_2,Chinese,2,35-54 yrs,Permanent Resident,Male,Employed Full-time,Professional,"Financial Services (e.g. financial, insurance)",$8000 and above,9000.0,48581.0,2466,18.7803
518205AR6,518205,2467,103.942654,1.373079079,Private flat/condo,734.6282938,13834,2,12147.5271889,66976.9230769,97.0,1022283.0,10539.0,518205AR6_1,Chinese,4,55-74 yrs,Singapore Citizen,Male,Employed Full-time,Professional,"Community, Social and Personal Services (e.g. public adminis",$6000-$6999,6500.0,538884.0,2467,8.6637
518205CR5,518205,2468,103.942654,1.373079079,Private flat/condo,734.6282938,13834,2,12147.5271889,66976.9230769,97.0,1022283.0,10539.0,518205CR5_1,Chinese,3,35-54 yrs,Singapore Citizen,Male,Employed Full-time,Armed forces,"Community, Social and Personal Services (e.g. public adminis",$4000-$4999,4500.0,498805.0,2468,15.0551
518207AR6,518207,2469,103.9433066,1.373041211,Private flat/condo,661.9851971,13883,2,12216.973719,66976.9230769,97.0,875813.0,9029.0,518207AR6_3,Chinese,4,35-54 yrs,Singapore Citizen,Male,Employed Full-time,Professional,"Professional Services (e.g. legal, accounting, engineering,",$7000-$7999,7500.0,609922.0,2469,30.814700000000002
518207AR8,518207,2470,103.9433066,1.373041211,Private flat/condo,661.9851971,13883,2,12216.973719,66976.9230769,120.0,1083480.0,9029.0,518207AR8_1,Chinese,6,35-54 yrs,Singapore Citizen,Male,Self-employed,Professional,"Professional Services (e.g. legal, accounting, engineering,",$8000 and above,9000.0,486127.0,2470,7.6579
518207CR5,518207,2471,103.9433066,1.373041211,Private flat/condo,661.9851971,13883,2,12216.973719,66976.9230769,97.0,875813.0,9029.0,518207CR5_2,Chinese,3,35-54 yrs,Singapore Citizen,Female,Employed Full-time,Professional,"Community, Social and Personal Services (e.g. public adminis",Refused,4500.0,538784.0,2471,9.5673
518211AR1,518211,2472,103.944455,1.371437709,Private flat/condo,562.4754046,13851,3,12299.8495774,66976.9230769,97.0,964762.0,9946.0,518211AR1_1,Chinese,1,15-34 yrs,Permanent Resident,Male,Employed Full-time,Professional,"Financial Services (e.g. financial, insurance)",$8000 and above,9000.0,79117.0,2472,20.026799999999998
518764CR7,518764,2473,103.9354952,1.379942308,Private flat/condo,1711.417102,13845,4,11596.6865305,66976.9230769,120.0,1017800.0,8481.66666666667,518764CR7_1,Chinese,5,35-54 yrs,Singapore Citizen,Male,Employed Full-time,Professional,"Professional Services (e.g. legal, accounting, engineering,",Refused,4500.0,39596.0,2473,17.112299999999998
519242AR8,519242,2474,103.9432953,1.381437971,Landed Property,1141.97639,14547,10,12472.5812124,66976.9230769,424.95,3046608.2,7169.33333333333,519242AR8_5,Chinese,5,15-34 yrs,Singapore Citizen,Female,Employed Full-time,Professional,"Community, Social and Personal Services (e.g. public adminis",Refused,4500.0,307677.0,2474,18.4872
519493CR5,519493,2475,103.9535936,1.373828187,Private flat/condo,490.8168764,14779,35,13350.3050983,66976.9230769,97.0,787187.333333333,8115.33333333333,519493CR5_1,Chinese,1,35-54 yrs,Permanent Resident,Male,Employed Full-time,Professional,Manufacturing,Refused,4500.0,417939.0,2475,9.865200000000002
519934AR5,519934,2476,103.9399898,1.374572797,Private flat/condo,1045.109831,13743,6,11902.3770188,66976.9230769,97.0,919560.0,9480.0,519934AR5_1,Chinese,4,35-54 yrs,Singapore Citizen,Male,Employed Full-time,Professional,"Professional Services (e.g. legal, accounting, engineering,",$8000 and above,9000.0,486029.0,2476,7.0113
519959AO,519959,2477,103.9413082,1.371545815,Private flat/condo,899.4968317,13608,1,11961.7027079,66976.9230769,120.0,805080.0,6709.0,519959AO_1,Chinese,5,35-54 yrs,Singapore Citizen,Male,Self-employed,"Legislator,senior official & manager",Information and Communications,Refused,4500.0,409957.0,2477,11.0432
519959AR7,519959,2478,103.9413082,1.371545815,Private flat/condo,899.4968317,13608,1,11961.7027079,66976.9230769,97.0,650773.0,6709.0,519959AR7_1,Chinese,3,55-74 yrs,Singapore Citizen,Male,Employed Full-time,Professional,"Professional Services (e.g. legal, accounting, engineering,",Refused,4500.0,69119.0,2478,19.842200000000002
520055AO,529773,2479,103.9278579,1.347984082,Private flat/condo,1221.880943,10742,8,10115.3890506,60243.4554974,97.0,893758.0,9214.0,520055AO_2,Chinese,3,35-54 yrs,Singapore Citizen,Female,Employed Full-time,Professional,"Community, Social and Personal Services (e.g. public adminis",Refused,4500.0,545081.0,2479,9.8596
520102AR1,520102,2480,103.9513551,1.341347254,HDB 4-room,302.9302615,12465,15,12720.1618962,60243.4554974,94.93,750833.013333333,7909.33333333333,520102AR1_3,Chinese,4,35-54 yrs,Singapore Citizen,Male,Employed Full-time,Professional,"Professional Services (e.g. legal, accounting, engineering,",$3000-$3999,3500.0,48619.0,2480,15.5972
520102AR5,520102,2481,103.9513551,1.341347254,HDB 4-room,302.9302615,12465,15,12720.1618962,60243.4554974,94.93,750833.013333333,7909.33333333333,520102AR5_1,Chinese,5,35-54 yrs,Singapore Citizen,Male,Self-employed,Service & sales worker,"Administrative and Support Services (e.g. security, cleaning",Refused,4500.0,199588.0,2481,12.7083
520102BO,520102,2482,103.9513551,1.341347254,HDB 5-room,302.9302615,12465,15,12720.1618962,60243.4554974,117.53,929583.946666667,7909.33333333333,520102BO_1,Malay,2,55-74 yrs,Singapore Citizen,Male,Employed Full-time,Professional,"Community, Social and Personal Services (e.g. public adminis",$7000-$7999,7500.0,529889.0,2482,0.6139
520102BR2,520102,2483,103.9513551,1.341347254,HDB 4-room,302.9302615,12465,15,12720.1618962,60243.4554974,94.93,750833.013333333,7909.33333333333,520102BR2_2,Malay,4,15-34 yrs,Singapore Citizen,Female,Employed Full-time,Professional,"Community, Social and Personal Services (e.g. public adminis",Refused,4500.0,469300.0,2483,4.1627
520102CO,520102,2484,103.9513551,1.341347254,HDB 4-room,302.9302615,12465,15,12720.1618962,60243.4554974,94.93,750833.013333333,7909.33333333333,520102CO_2,Chinese,4,35-54 yrs,Singapore Citizen,Female,Employed Full-time,Professional,"Professional Services (e.g. legal, accounting, engineering,",Refused,4500.0,159963.0,2484,22.244400000000002
520102CR9,520102,2485,103.9513551,1.341347254,HDB 3-room,302.9302615,12465,15,12720.1618962,60243.4554974,68.04,538151.04,7909.33333333333,520102CR9_2,Others,5,15-34 yrs,S Pass,Male,Employed Full-time,Professional,"Professional Services (e.g. legal, accounting, engineering,",$3000-$3999,3500.0,238162.0,2485,16.1357
520104BR1,520104,2486,103.9466262,1.347212162,HDB 3-room,702.5863005,12360,9,12198.7806224,60243.4554974,68.04,539058.24,7922.66666666667,520104BR1_1,Chinese,4,15-34 yrs,Singapore Citizen,Male,Employed Full-time,Professional,"Professional Services (e.g. legal, accounting, engineering,",$4000-$4999,4500.0,189652.0,2486,13.3173
520104CR5,520104,2487,103.9466262,1.347212162,HDB 4-room,702.5863005,12360,9,12198.7806224,60243.4554974,94.93,752098.746666667,7922.66666666667,520104CR5_3,Chinese,3,15-34 yrs,Singapore Citizen,Female,Employed Full-time,Service & sales worker,Information and Communications,Refused,4500.0,534138.0,2487,7.779100000000001
520107AR5,520107,2488,103.9504899,1.342161133,HDB 4-room,340.1458536,12427,16,12622.543541,60243.4554974,94.93,750833.013333333,7909.33333333333,520107AR5_4,Chinese,4,15-34 yrs,Singapore Citizen,Female,Employed Full-time,Service & sales worker,Wholesale and Retail Trade,Refused,4500.0,188021.0,2488,13.8653
520107CR5,520107,2489,103.9504899,1.342161133,HDB 5-room,340.1458536,12427,16,12622.543541,60243.4554974,117.53,929583.946666667,7909.33333333333,520107CR5_3,Chinese,6,35-54 yrs,Singapore Citizen,Male,Employed Full-time,Professional,Manufacturing,$4000-$4999,4500.0,539938.0,2489,9.2101
520113CR6,520113,2490,103.9498865,1.342857957,HDB 5-room,389.5016474,12409,16,12554.7488568,60243.4554974,117.53,929583.946666667,7909.33333333333,520113CR6_1,Chinese,1,55-74 yrs,Singapore Citizen,Male,Employed Full-time,Service & sales worker,Information and Communications,Refused,4500.0,209068.0,2490,12.360100000000001
520114AR1,520114,2491,103.9504385,1.34383137,HDB 5-room,334.0213367,12517,18,12616.0679973,60243.4554974,117.53,929583.946666667,7909.33333333333,520114AR1_2,Chinese,4,35-54 yrs,Singapore Citizen,Female,Employed Full-time,Professional,"Professional Services (e.g. legal, accounting, engineering,",$3000-$3999,3500.0,408564.0,2491,8.4455
520114CO,520114,2492,103.9504385,1.34383137,HDB 4-room,334.0213367,12517,18,12616.0679973,60243.4554974,94.93,750833.013333333,7909.33333333333,520114CO_4,Others,5,15-34 yrs,Singapore Citizen,Male,Employed Full-time,Professional,"Community, Social and Personal Services (e.g. public adminis",$2500-$2999,2750.0,18989.0,2492,15.0528
520116AR1,520116,2493,103.9511272,1.343584297,HDB 5-room,253.5263636,12569,18,12692.6543072,60243.4554974,117.53,929583.946666667,7909.33333333333,520116AR1_2,Chinese,3,35-54 yrs,Singapore Citizen,Female,Employed Full-time,Professional,"Professional Services (e.g. legal, accounting, engineering,",$6000-$6999,6500.0,49247.0,2493,15.414299999999999
520116BO,520116,2494,103.9511272,1.343584297,HDB 4-room,253.5263636,12569,18,12692.6543072,60243.4554974,94.93,750833.013333333,7909.33333333333,520116BO_1,Chinese,3,35-54 yrs,Singapore Citizen,Male,Employed Full-time,Professional,Information and Communications,$4000-$4999,4500.0,159346.0,2494,21.637700000000002
520116CO,520116,2495,103.9511272,1.343584297,HDB 5-room,253.5263636,12569,18,12692.6543072,60243.4554974,117.53,929583.946666667,7909.33333333333,520116CO_1,Chinese,7,35-54 yrs,Singapore Citizen,Male,Employed Full-time,Associate professional & technician,"Professional Services (e.g. legal, accounting, engineering,",$4000-$4999,4500.0,98269.0,2495,23.8212
520119AR1,520119,2496,103.9518978,1.343769243,HDB 4-room,176.0916193,12653,17,12778.4516179,60243.4554974,94.93,750833.013333333,7909.33333333333,520119AR1_3,Indian,4,15-34 yrs,Singapore Citizen,Male,Employed Full-time,Associate professional & technician,Transport and Storage,$2000-$2499,2250.0,118382.0,2496,27.2457
520119BO,520119,2497,103.9518978,1.343769243,HDB 5-room,176.0916193,12653,17,12778.4516179,60243.4554974,117.53,929583.946666667,7909.33333333333,520119BO_2,Chinese,3,55-74 yrs,Singapore Citizen,Male,Employed Full-time,Associate professional & technician,Transport and Storage,$2000-$2499,2250.0,659519.0,2497,26.1815
520119CO,520119,2498,103.9518978,1.343769243,HDB 4-room,176.0916193,12653,17,12778.4516179,60243.4554974,94.93,750833.013333333,7909.33333333333,520119CO_3,Chinese,3,15-34 yrs,Permanent Resident,Male,Employed Full-time,Professional,Information and Communications,$4000-$4999,4500.0,229337.0,2498,16.239
520131BO,520131,2499,103.9539525,1.345503358,HDB 4-room,264.0625573,12948,18,13009.0290348,60243.4554974,94.93,750833.013333333,7909.33333333333,520131BO_2,Chinese,5,55-74 yrs,Singapore Citizen,Male,Employed Full-time,Professional,"Community, Social and Personal Services (e.g. public adminis",$3000-$3999,3500.0,539747.0,2499,14.3315
520131CO,520131,2500,103.9539525,1.345503358,HDB 4-room,264.0625573,12948,18,13009.0290348,60243.4554974,94.93,750833.013333333,7909.33333333333,520131CO_1,Chinese,2,35-54 yrs,Singapore Citizen,Female,Employed Full-time,Clerical worker,"Professional Services (e.g. legal, accounting, engineering,",$2500-$2999,2750.0,48618.0,2500,16.0261
520131CR5,520131,2501,103.9539525,1.345503358,HDB 4-room,264.0625573,12948,18,13009.0290348,60243.4554974,94.93,750833.013333333,7909.33333333333,520131CR5_1,Chinese,3,55-74 yrs,Singapore Citizen,Female,Employed Full-time,Professional,"Professional Services (e.g. legal, accounting, engineering,",Refused,4500.0,159471.0,2501,21.602700000000002
520131DO,520131,2502,103.9539525,1.345503358,HDB 5-room,264.0625573,12948,18,13009.0290348,60243.4554974,117.53,929583.946666667,7909.33333333333,520131DO_1,Chinese,4,55-74 yrs,Singapore Citizen,Male,Employed Full-time,"Legislator,senior official & manager",Wholesale and Retail Trade,$3000-$3999,3500.0,640502.0,2502,30.777099999999997
520134AR1,520134,2503,103.9556495,1.348138275,HDB 4-room,603.2490451,13261,7,13206.0521488,60243.4554974,94.93,752098.746666667,7922.66666666667,520134AR1_2,Malay,8,35-54 yrs,Singapore Citizen,Female,Employed Full-time,Clerical worker,"Administrative and Support Services (e.g. security, cleaning",$2000-$2499,2250.0,424484.0,2503,9.703299999999999
520134BO,520134,2504,103.9556495,1.348138275,HDB 4-room,603.2490451,13261,7,13206.0521488,60243.4554974,94.93,752098.746666667,7922.66666666667,520134BO_1,Others,4,35-54 yrs,Singapore Citizen,Male,Self-employed,Professional,Wholesale and Retail Trade,$5000-$5999,5500.0,179098.0,2504,15.6661
520134CO,520134,2505,103.9556495,1.348138275,HDB 4-room,603.2490451,13261,7,13206.0521488,60243.4554974,94.93,752098.746666667,7922.66666666667,520134CO_1,Chinese,3,35-54 yrs,Singapore Citizen,Male,Employed Full-time,Associate professional & technician,Transport and Storage,$2500-$2999,2750.0,89053.0,2505,19.517
520134CR5,520134,2506,103.9556495,1.348138275,HDB 5-room,603.2490451,13261,7,13206.0521488,60243.4554974,117.53,931151.013333333,7922.66666666667,520134CR5_3,Chinese,3,15-34 yrs,Singapore Citizen,Female,Employed Full-time,Professional,"Professional Services (e.g. legal, accounting, engineering,",Refused,4500.0,68809.0,2506,16.5983
520134DO,520134,2507,103.9556495,1.348138275,HDB 5-room,603.2490451,13261,7,13206.0521488,60243.4554974,117.53,931151.013333333,7922.66666666667,520134DO_1,Chinese,4,35-54 yrs,Singapore Citizen,Male,Employed Full-time,"Legislator,senior official & manager",Manufacturing,$7000-$7999,7500.0,738956.0,2507,28.969
520135AR5,520135,2508,103.9570461,1.348044947,HDB 4-room,675.0508004,13388,5,13360.9655621,60243.4554974,94.93,807379.65,8505.0,520135AR5_4,Chinese,4,15-34 yrs,Singapore Citizen,Female,Employed Full-time,Clerical worker,Wholesale and Retail Trade,Refused,4500.0,520512.0,2508,3.2003000000000004
520137AR1,520137,2509,103.9563096,1.347581091,HDB 5-room,585.5861128,13291,6,13277.2025456,60243.4554974,117.53,1027956.55666667,8746.33333333333,520137AR1_1,Chinese,6,35-54 yrs,Singapore Citizen,Male,Employed Full-time,Armed forces,"Community, Social and Personal Services (e.g. public adminis",$5000-$5999,5500.0,534257.0,2509,9.9193
520146BO,520146,2510,103.9559239,1.344632845,HDB 5-room,325.9450245,13087,18,13227.1009802,60243.4554974,117.53,929583.946666667,7909.33333333333,520146BO_1,Chinese,3,55-74 yrs,Singapore Citizen,Male,Employed Full-time,Professional,Wholesale and Retail Trade,$2000-$2499,2250.0,639577.0,2510,40.6105
520146CO,520146,2511,103.9559239,1.344632845,HDB 4-room,325.9450245,13087,18,13227.1009802,60243.4554974,94.93,750833.013333333,7909.33333333333,520146CO_1,Chinese,4,35-54 yrs,Singapore Citizen,Male,Employed Full-time,Associate professional & technician,Manufacturing,$4000-$4999,4500.0,239920.0,2511,17.784200000000002
520146DO,520146,2512,103.9559239,1.344632845,HDB 4-room,325.9450245,13087,18,13227.1009802,60243.4554974,94.93,750833.013333333,7909.33333333333,520146DO_2,Chinese,5,35-54 yrs,Singapore Citizen,Female,Employed Full-time,"Legislator,senior official & manager","Accomodation and Food Services (e.g. hotels, restaurants etc",$2000-$2499,2250.0,179100.0,2512,14.585799999999999
520154BO,520154,2513,103.9570028,1.344796614,HDB 4-room,441.5868353,13200,14,13347.3530462,60243.4554974,94.93,750833.013333333,7909.33333333333,520154BO_2,Others,2,35-54 yrs,Permanent Resident,Female,Employed Full-time,Professional,"Professional Services (e.g. legal, accounting, engineering,",$3000-$3999,3500.0,188979.0,2513,15.1093
520154CO,520154,2514,103.9570028,1.344796614,HDB 4-room,441.5868353,13200,14,13347.3530462,60243.4554974,94.93,750833.013333333,7909.33333333333,520154CO_1,Chinese,3,55-74 yrs,Singapore Citizen,Male,Employed Full-time,Associate professional & technician,Transport and Storage,$2000-$2499,2250.0,388310.0,2514,10.4709
520154DO,520154,2515,103.9570028,1.344796614,HDB 4-room,441.5868353,13200,14,13347.3530462,60243.4554974,94.93,750833.013333333,7909.33333333333,520154DO_1,Indian,3,15-34 yrs,Employemnt pass,Male,Employed Full-time,Associate professional & technician,Information and Communications,$7000-$7999,7500.0,486028.0,2515,2.8427
520162AR1,520162,2516,103.9599557,1.345713027,HDB 4-room,461.01287,13536,3,13677.4271877,60243.4554974,94.93,750833.013333333,7909.33333333333,520162AR1_4,Malay,6,15-34 yrs,Singapore Citizen,Male,Employed Full-time,Professional,"Community, Social and Personal Services (e.g. public adminis",$2500-$2999,2750.0,89064.0,2516,19.928
520162BO,520162,2517,103.9599557,1.345713027,HDB 5-room,461.01287,13536,3,13677.4271877,60243.4554974,117.53,929583.946666667,7909.33333333333,520162BO_1,Indian,5,35-54 yrs,Singapore Citizen,Male,Employed Full-time,Service & sales worker,Transport and Storage,$4000-$4999,4500.0,819663.0,2517,6.767399999999999
520162CO,520162,2518,103.9599557,1.345713027,HDB 4-room,461.01287,13536,3,13677.4271877,60243.4554974,94.93,750833.013333333,7909.33333333333,520162CO_2,Chinese,4,35-54 yrs,Singapore Citizen,Female,Employed Full-time,Service & sales worker,"Community, Social and Personal Services (e.g. public adminis",Refused,4500.0,119077.0,2518,28.1459
520162DO,520162,2519,103.9599557,1.345713027,HDB 4-room,461.01287,13536,3,13677.4271877,60243.4554974,94.93,750833.013333333,7909.33333333333,520162DO_5,Chinese,5,15-34 yrs,Singapore Citizen,Female,Employed Full-time,Associate professional & technician,Manufacturing,Refused,4500.0,609601.0,2519,28.3949
520165AR7,520165,2520,103.9589734,1.345551376,HDB 5-room,490.8426728,13432,5,13567.8100482,60243.4554974,117.53,929583.946666667,7909.33333333333,520165AR7_2,Indian,7,35-54 yrs,Singapore Citizen,Female,Employed Full-time,"Legislator,senior official & manager",Wholesale and Retail Trade,$8000 and above,9000.0,89315.0,2520,17.451400000000003
