home_ID,gender,age,edu,hhtype,income_cat,income,mode,hcost,dis_to_subway,POI,dis_to_cbd,AveIncome,dis_to_Yuyuantan,dis_to_Kunminghu,newPOI,ncoffee,work_ID,commute_dis,choice,distance,car_cost,car_time,pt_time,pt_cost,bike_time,bike_cost,walk_time,walk_cost,min_income,max_income,tax_rate,cum_tax,income_after_tax
0,female,18~30,Bachelor,Living Alone,7000元以下,21.875,步行,1366510.2,478.4470867,253,11588.36616,84770,15114.7795865,18364.324335,1918,171,0,0.409704840535,4,409.704840535,0.5042521114276923,0.013656828017833333,0.40842539476295514,3.0,0.0409704840535,0.0,0.09248416264898421,0.0,3000,12000.0,0.1,90.0,3360.0
2,female,31~40,Bachelor,With Partner and Children,1 ~ 2万元,93.75,自行车/电动自行车,5075948.0,253.2925168,187,10379.0109,84770,14227.7335991,18411.9844401,1515,180,2,2.21495131352,3,2214.95131352,2.7260939243323077,0.07383171045066667,0.4744101620946785,3.0,0.221495131352,0.0,0.49998900982392774,0.0,12000,25000.0,0.2,990.0,13410.0
3,female,18~30,Bachelor,Three Generations or More Living Together,7000元 ~ 1万元,53.125,地铁,7300467.9,421.4327081,105,3681.753834,89804,9071.76073922,19888.8240563,1472,72,3,8.53706280988,2,8537.06280988,10.507154227544616,0.2845687603293333,0.7054938741391303,4.0,0.853706280988,0.0,1.9271022144198646,0.0,3000,12000.0,0.1,90.0,7860.0
4,female,18~30,Bachelor,Other,7000元 ~ 1万元,53.125,出租车/网约车,3807594.0,751.4581334,136,6642.574784,84770,10440.7249788,16206.9301987,2267,213,4,5.72206605871,1,5722.06605871,7.042542841489231,0.19073553529033335,0.602601051222615,3.0,0.572206605871,0.0,1.2916627672031604,0.0,3000,12000.0,0.1,90.0,7860.0
5,female,18~30,Bachelor,Living Alone,7000元 ~ 1万元,53.125,出租车/网约车,2478435.3,358.5439418,82,10190.26144,93478,4987.43299395,7392.1404626,1190,67,5,3.28949945898,1,3289.49945898,4.0486147187446155,0.109649981966,0.5136866877248173,3.0,0.328949945898,0.0,0.7425506679413093,0.0,3000,12000.0,0.1,90.0,7860.0
6,male,31~40,Bachelor,Living with Partner,7000元 ~ 1万元,53.125,单位班车/配车,1749594.0,645.9891527,152,11747.13252,84770,15447.7917328,18921.792897,1584,162,6,0.591046371943,2,591.046371943,0.7274416885452308,0.019701545731433335,0.41505372997180323,3.0,0.0591046371943,0.0,0.13341904558532733,0.0,3000,12000.0,0.1,90.0,7860.0
7,male,18~30,Bachelor,With Partner and Children,5万元以上,375.0,私家车,3230974.2,1144.38957,16,18325.12912,84770,23975.53421,31425.4233339,440,6,7,17.8024742801,1,17802.4742801,21.910737575507692,0.5934158093366667,1.0441601057281218,5.0,1.78024742801,0.0,4.018617218984199,0.0,55000,80000.0,0.35,12090.0,46160.0
8,female,18~30,Bachelor,With Partner and Children,7000元以下,21.875,私家车,643648.4,3319.959468,93,15993.20188,84770,19392.9306174,21100.7015473,520,7,8,5.36604938992,1,5366.04938992,6.604368479901538,0.17886831299733333,0.5895880486172259,3.0,0.536604938992,0.0,1.2112978306817155,0.0,3000,12000.0,0.1,90.0,3360.0
9,female,41~50,Bachelor,With Partner and Children,1 ~ 2万元,93.75,私家车,0.0,3363.791966,98,15625.62374,84770,19164.9258528,21231.0547475,463,8,9,13.9337407252,1,13933.7407252,17.14921935409231,0.4644580241733333,0.9027514464072686,5.0,1.39337407252,0.0,3.145313933453725,0.0,12000,25000.0,0.2,990.0,13410.0
10,male,18~30,Bachelor,Living Alone,7000元以下,21.875,步行,1322105.4,646.7074087,254,11777.86479,84770,15329.1778489,18551.2844414,1864,169,10,4.57527697023,4,4575.27697023,5.631110117206154,0.152509232341,0.5606839987235236,3.0,0.457527697023,0.0,1.0327938984717833,0.0,3000,12000.0,0.1,90.0,3360.0
11,female,18~30,Bachelor,Living with Partner,7000元 ~ 1万元,53.125,地铁,3065066.4,617.4752598,120,5327.049325,84770,11065.8454567,21011.802958,1985,153,11,12.468969398,2,12468.969398000001,15.34642387446154,0.41563231326666666,0.8492116131125634,5.0,1.2468969398,0.0,2.814665778329571,0.0,3000,12000.0,0.1,90.0,7860.0
12,male,31~40,Bachelor,Living Alone,3 ~ 5万元,250.0,私家车,1041852.9,719.8618899,220,11852.00923,84770,15421.0272052,18645.844277,1823,167,12,0.628945703485,1,628.945703485,0.7740870196738462,0.020964856782833333,0.4164390137052159,3.0,0.0628945703485,0.0,0.14197419943227993,0.0,35000,55000.0,0.3,6090.0,32410.0
13,male,18~30,Bachelor,Living Alone,1 ~ 2万元,93.75,自行车/电动自行车,1121894.4,1080.13264,98,10806.67235,84770,16550.1568593,25338.8183908,796,47,13,1.51914306071,3,1519.14306071,1.8697145362584615,0.05063810202366667,0.44897721077405167,3.0,0.151914306071,0.0,0.34292168413318286,0.0,12000,25000.0,0.2,990.0,13410.0
14,female,31~40,Master,With Partner and Children,3 ~ 5万元,250.0,私家车,2455845.5,0.0,8,19463.33467,53454,21094.2618873,32963.374231,614,1,14,35.369319957500004,1,35369.3199575,43.53147071692308,1.1789773319166668,1.686257593313221,10.0,3.5369319957500003,0.0,7.984045137133184,0.0,35000,55000.0,0.3,6090.0,32410.0
15,male,41~50,Bachelor,With Partner and Children,1 ~ 2万元,93.75,自行车/电动自行车,3340700.2,460.4502249,237,11550.57385,84770,15062.6160036,18303.1883457,1937,171,15,0.471267478274,3,471.267478274,0.5800215117218462,0.015708915942466668,0.4106756117767118,3.0,0.0471267478274,0.0,0.10638092060361175,0.0,12000,25000.0,0.2,990.0,13410.0
16,male,41~50,Master,Living Alone,1 ~ 2万元,93.75,自行车/电动自行车,1108998.0,791.1623924,10,15610.76737,84770,17677.3122231,17119.8971435,328,23,16,7.4807815314,3,7480.7815314,9.207115730953847,0.24935938438,0.666885032941889,4.0,0.74807815314,0.0,1.6886640025733635,0.0,12000,25000.0,0.2,990.0,13410.0
17,female,31~40,Bachelor,Living with Partner,7000元 ~ 1万元,53.125,公交车,1962246.0,539.4632084,24,13969.85116,84770,18521.2757178,23015.8333134,364,7,17,6.20266243099,2,6202.66243099,7.634046068910769,0.20675541436633335,0.6201676496234028,4.0,0.620266243099,0.0,1.4001495329548534,0.0,3000,12000.0,0.1,90.0,7860.0
18,female,18~30,Bachelor,Living with Parents,7000元以下,21.875,公交车,2387394.9,4126.448924,34,23851.88111,84666,18121.6407035,15804.3525538,388,2,18,32.5813076647,2,32581.307664699998,40.10007097193846,1.0860435888233333,1.584351097324226,7.0,3.25813076647,0.0,7.354696989774267,0.0,3000,12000.0,0.1,90.0,3360.0
19,male,18~30,Bachelor,Living Alone,3 ~ 5万元,250.0,自行车/电动自行车,751027.2,425.836948,5,13808.90351,84770,18075.1180764,22004.7623406,199,11,19,3.90856302932,3,3908.56302932,4.810539113009231,0.13028543431066666,0.5363144929933614,3.0,0.390856302932,0.0,0.8822941375440182,0.0,35000,55000.0,0.3,6090.0,32410.0
20,male,18~30,Bachelor,With Partner and Children,7000元以下,21.875,自行车/电动自行车,3891587.8,533.603871,29,6335.747883,72170,7582.65256067,19648.9519403,996,28,20,6.347784472680001,3,6347.78447268,7.812657812529232,0.21159281575600003,0.6254721021172417,4.0,0.634778447268,0.0,1.432908458844244,0.0,3000,12000.0,0.1,90.0,3360.0
21,female,31~40,Bachelor,With Partner and Children,7000元以下,21.875,私家车,9761746.2,461.760523,175,2463.746935,96949,3309.9332614,14451.0306887,1949,116,21,20.9384609791,1,20938.4609791,25.770413512738465,0.6979486993033334,1.15878564622107,5.0,2.09384609791,0.0,4.726514893702032,0.0,3000,12000.0,0.1,90.0,3360.0
22,female,31~40,Bachelor,Living with Partner,7000元 ~ 1万元,53.125,自行车/电动自行车,6835917.0,866.4270199,140,4551.070762,96949,1414.01845133,13360.8599094,1347,110,22,7.1368772942400005,3,7136.87729424,8.783848977526155,0.23789590980800002,0.6543147598999625,4.0,0.713687729424,0.0,1.6110332492641086,0.0,3000,12000.0,0.1,90.0,7860.0
23,female,41~50,High School and Below,Living Alone,7000元以下,21.875,地铁,1497757.8,1027.4372,1,18264.88187,84770,20921.458552,20655.0148447,249,12,23,17.2920753798,2,17292.0753798,21.2825543136,0.57640251266,1.0255041752573228,5.0,1.72920753798,0.0,3.9034030202708805,0.0,3000,12000.0,0.1,90.0,3360.0
24,female,41~50,Doctorate and Above,With Partner and Children,7000元 ~ 1万元,53.125,私家车,5254954.1,798.8777555,207,7567.429443,93478,4141.80153294,8672.35159587,1809,117,24,27.7729276959,1,27772.9276959,34.18206485649231,0.92576425653,1.4085967954979715,6.0,2.7772927695900003,0.0,6.269283904266366,0.0,3000,12000.0,0.1,90.0,7860.0
25,male,51~60,High School and Below,With Partner and Children,1 ~ 2万元,93.75,私家车,3613587.6,781.8817057,178,6485.233327,72170,11232.0436358,22618.114304,1807,21,25,3.63050972661,1,3630.50972661,4.468319663520001,0.121016990887,0.5261511813571398,3.0,0.363050972661,0.0,0.8195281549909708,0.0,12000,25000.0,0.2,990.0,13410.0
26,female,31~40,Master,Three Generations or More Living Together,2 ~ 3万元,156.25,地铁,5242099.5,369.0591373,85,7330.185239,72170,10462.9285265,22440.4246737,1267,30,26,11.9008284248,2,11900.8284248,14.647173445907693,0.3966942808266667,0.8284451136404812,4.0,1.19008284248,0.0,2.686417251647856,0.0,12000,25000.0,0.2,990.0,21410.0
27,female,31~40,Master,Living Alone,7000元 ~ 1万元,53.125,地铁,1394652.6,628.7046493,48,16143.54022,84666,10696.4583769,14087.0797262,1005,21,27,15.1278323893,2,15127.8323893,18.618870632984613,0.5042610796433333,0.9463974868828972,5.0,1.51278323893,0.0,3.4148605844920996,0.0,3000,12000.0,0.1,90.0,7860.0
28,male,41~50,Master,With Partner and Children,3 ~ 5万元,250.0,公交车,6473751.0,465.9645914,134,6199.809652,89804,8727.99125929,13881.5986534,2019,108,28,12.6581217398,2,12658.1217398,15.579226756676924,0.4219373913266667,0.8561254464592563,5.0,1.2658121739800001,0.0,2.857363823882619,0.0,35000,55000.0,0.3,6090.0,32410.0
30,male,31~40,Bachelor,With Partner and Children,1 ~ 2万元,93.75,地铁,4000965.2,347.8564832,61,10571.19636,72170,13696.8905632,25724.1601767,419,6,30,11.4651665097,2,11465.166509699999,14.110974165784615,0.38217221699,0.8125209445403845,4.0,1.14651665097,0.0,2.588073704221219,0.0,12000,25000.0,0.2,990.0,13410.0
31,male,41~50,Doctorate and Above,With Partner and Children,2 ~ 3万元,156.25,地铁,5789432.6,486.2293593,135,3081.333273,89804,8803.06064376,19041.4996982,1888,135,31,7.73250298118,2,7732.50298118,9.516926746067693,0.25775009937266663,0.6760858714670976,4.0,0.773250298118,0.0,1.7454860002663657,0.0,12000,25000.0,0.2,990.0,21410.0
32,female,18~30,Master,Living Alone,1 ~ 2万元,93.75,公交车,2757212.7,0.0,91,8250.769208,84770,11196.0661526,15236.0643438,1563,94,32,18.9745819486,2,18974.5819486,23.353331629046156,0.6324860649533334,1.0870025945245776,5.0,1.89745819486,0.0,4.283201342799098,0.0,12000,25000.0,0.2,990.0,13410.0
33,male,18~30,Master,Living with Partner,2 ~ 3万元,156.25,地铁,2676399.0,0.0,141,18157.40441,53454,18916.9699646,30499.1423549,925,16,33,18.8667073271,2,18866.707327099997,23.220562864123075,0.6288902442366666,1.0830595973177168,5.0,1.8866707327099999,0.0,4.258850412437924,0.0,12000,25000.0,0.2,990.0,21410.0
34,male,51~60,Bachelor,With Partner and Children,2 ~ 3万元,156.25,公交车,3569141.1,361.4455856,44,8367.432641,72170,11664.7568092,23635.746603,885,13,34,6.70474742729,2,6704.74742729,8.251996833587693,0.22349158090966667,0.638519693046495,4.0,0.670474742729,0.0,1.5134870039029347,0.0,12000,25000.0,0.2,990.0,21410.0
35,female,18~30,Bachelor,Living with Parents,7000元以下,21.875,地铁,5679224.1,251.7566114,102,3479.548877,89804,8824.49559904,19691.6668077,1496,82,35,7.67382023064,2,7673.82023064,9.444701822326154,0.255794007688,0.6739409191302763,4.0,0.7673820230639999,0.0,1.7322393297155756,0.0,3000,12000.0,0.1,90.0,3360.0
36,male,31~40,Doctorate and Above,Three Generations or More Living Together,1 ~ 2万元,93.75,自行车/电动自行车,2856219.3,336.5980011,24,20448.21127,56075,18570.7427314,9431.84300691,760,14,36,17.2198309232,3,17219.8309232,21.193638059323078,0.5739943641066667,1.0228635199611653,5.0,1.72198309232,0.0,3.8870950165237024,0.0,12000,25000.0,0.2,990.0,13410.0
37,male,31~40,Bachelor,Living with Partner,7000元 ~ 1万元,53.125,地铁,3383628.6,153.0993545,84,7146.466647,84770,9662.53658439,14073.1531307,1866,101,37,28.8887385199,2,28888.7385199,35.55537048603077,0.9629579506633333,1.449381540799878,6.0,2.8888738519899997,0.0,6.521159936772009,0.0,3000,12000.0,0.1,90.0,7860.0
38,male,51~60,Bachelor,With Partner and Children,2 ~ 3万元,156.25,公交车,3569141.1,361.4455856,44,8367.432641,72170,11664.7568092,23635.746603,885,13,38,9.55953760099,2,9559.53760099,11.76558473968,0.3186512533663333,0.7428670318788526,4.0,0.955953760099,0.0,2.1579091650090296,0.0,12000,25000.0,0.2,990.0,21410.0
39,female,31~40,Bachelor,Living Alone,7000元 ~ 1万元,53.125,地铁,1423187.7,0.0,14,13312.41147,72170,12435.9742258,23498.2084623,608,34,39,23.8112276966,2,23811.2276966,29.306126395815387,0.7937075898866667,1.2637900576902241,6.0,2.38112276966,0.0,5.374994965372461,0.0,3000,12000.0,0.1,90.0,7860.0
40,male,18~30,Bachelor,Living with Partner,7000元以下,21.875,自行车/电动自行车,2428364.4,532.6535724,118,10998.31662,84770,14917.6514637,18997.800984,1494,149,40,0.401888194221,3,401.888194221,0.4946316236566154,0.013396273140699999,0.40813968331243455,3.0,0.040188819422099994,0.0,0.09071968266839729,0.0,3000,12000.0,0.1,90.0,3360.0
41,male,18~30,Doctorate and Above,Three Generations or More Living Together,5万元以上,375.0,单位班车/配车,4893857.1,1345.933258,60,12509.63347,93478,9196.24930561,4068.71001604,769,100,41,0.269552017433,2,269.552017433,0.3317563291483077,0.008985067247766666,0.40330257549053855,3.0,0.0269552017433,0.0,0.06084695653115125,0.0,55000,80000.0,0.35,12090.0,46160.0
42,female,18~30,Bachelor,Living with Partner,7000元 ~ 1万元,53.125,步行,3169168.2,535.2389752,29,11873.10055,84770,15879.8577483,19830.6743937,1344,115,42,2.05764895148,4,2057.64895148,2.5324910172061537,0.06858829838266667,0.4686604985915131,3.0,0.205764895148,0.0,0.4644805759548533,0.0,3000,12000.0,0.1,90.0,7860.0
43,female,18~30,Bachelor,Living with Partner,1 ~ 2万元,93.75,地铁,2230390.8,2010.69592,20,13474.18596,53454,14626.5177863,26489.473913,806,14,43,20.5132436763,2,20513.2436763,25.247069140061537,0.68377478921,1.1432432451082255,5.0,2.05132436763,0.0,4.630529046568849,0.0,12000,25000.0,0.2,990.0,13410.0
44,female,18~30,Bachelor,Living with Parents,7000元 ~ 1万元,53.125,出租车/网约车,7435305.9,358.5439418,82,10190.26144,93478,4987.43299395,7392.1404626,1190,67,44,12.0591490999,1,12059.149099900002,14.842029661415387,0.40197163666333335,0.8342319981831782,5.0,1.2059149099900002,0.0,2.722155553024831,0.0,3000,12000.0,0.1,90.0,7860.0
45,male,41~50,Master,Three Generations or More Living Together,1 ~ 2万元,93.75,地铁,3595897.8,0.0,99,14738.19696,93478,12776.9147442,6271.2540388,962,24,45,14.4679946112,2,14467.9946112,17.806762598400002,0.48226648704,0.9222793163637119,5.0,1.44679946112,0.0,3.265913004785553,0.0,12000,25000.0,0.2,990.0,13410.0
46,female,31~40,Master,Living with Parents,1 ~ 2万元,93.75,公交车,2887919.1,1785.81524,58,23689.90314,49695,29088.8034329,34919.0285567,349,11,46,28.688769224,2,28688.769224,35.30925442953846,0.9562923074666667,1.442072329752573,6.0,2.8688769224,0.0,6.476020140857789,0.0,12000,25000.0,0.2,990.0,13410.0
47,male,18~30,Master,Living with Partner,7000元 ~ 1万元,53.125,地铁,2656803.6,681.7881306,79,10966.53087,72170,8233.35589384,18545.4220929,867,12,47,11.3745587415,2,11374.558741499999,13.999456912615384,0.37915195804999996,0.8092090795997274,4.0,1.13745587415,0.0,2.567620483408578,0.0,3000,12000.0,0.1,90.0,7860.0
48,female,18~30,Doctorate and Above,Three Generations or More Living Together,5万元以上,375.0,私家车,3220004.7,450.9090802,339,20998.34493,49695,26602.8224085,33599.7296376,1062,26,48,17.176065967400003,1,17176.0659674,21.139773498338467,0.5725355322466668,1.0212638378850822,5.0,1.7176065967400003,0.0,3.8772157939954863,0.0,55000,80000.0,0.35,12090.0,46160.0
49,female,31~40,Master,Three Generations or More Living Together,1 ~ 2万元,93.75,私家车,4917528.0,278.5845222,189,10893.63732,84770,13850.2492402,16542.4234611,1597,130,49,9.60748765542,1,9607.48765542,11.824600191286153,0.320249588514,0.7446196862850267,4.0,0.960748765542,0.0,2.1687331050609484,0.0,12000,25000.0,0.2,990.0,13410.0
50,female,41~50,Doctorate and Above,Living with Partner,1 ~ 2万元,93.75,地铁,2578389.0,729.2282394,82,8886.200919,72170,8261.84756405,19917.8682302,766,18,50,14.6797687177,2,14679.7687177,18.067407652553847,0.48932562392333334,0.9300200129131312,5.0,1.46797687177,0.0,3.3137175434988717,0.0,12000,25000.0,0.2,990.0,13410.0
51,female,18~30,Master,Living Alone,7000元以下,21.875,地铁,1283208.3,1047.142453,144,19668.07939,56075,17133.0638194,7016.58137314,1081,18,51,15.0502846319,2,15050.2846319,18.52342723926154,0.5016761543966667,0.9435629871036647,5.0,1.50502846319,0.0,3.39735544738149,0.0,3000,12000.0,0.1,90.0,3360.0
52,female,18~30,Master,Living Alone,1 ~ 2万元,93.75,步行,1824391.8,461.778399,93,6918.960316,96949,7211.44751961,11000.4580382,1676,59,52,1.73057837257,4,1730.5783725699998,2.129942612393846,0.05768594575233333,0.45670552381472107,3.0,0.173057837257,0.0,0.3906497455011287,0.0,12000,25000.0,0.2,990.0,13410.0
53,female,31~40,Master,Living with Parents,1 ~ 2万元,93.75,地铁,4717181.7,1058.695231,132,9404.039992,84770,9811.8895394,10865.4509639,1325,68,53,14.2219528454,2,14221.952845400001,17.503941963569233,0.4740650948466667,0.9132860797541122,5.0,1.42219528454,0.0,3.2103731027990974,0.0,12000,25000.0,0.2,990.0,13410.0
54,female,31~40,Master,Other,2 ~ 3万元,156.25,私家车,3392571.0,448.7898173,101,8454.373879,84770,9804.20796347,12372.417402,1802,86,54,12.6448989251,1,12644.8989251,15.5629525232,0.42149663083666666,0.8556421305439469,5.0,1.2644898925099999,0.0,2.8543789898645597,0.0,12000,25000.0,0.2,990.0,21410.0
55,female,41~50,Doctorate and Above,Three Generations or More Living Together,3 ~ 5万元,250.0,出租车/网约车,5732377.2,54.5063616,150,3624.960942,96949,4706.4803586,16676.0912599,1673,72,55,9.1044195025,1,9104.4195025,11.205439387692309,0.30348065008333336,0.726231706848879,4.0,0.9104419502500001,0.0,2.055173702595937,0.0,35000,55000.0,0.3,6090.0,32410.0
56,male,18~30,Master,Living Alone,1 ~ 2万元,93.75,公交车,1263246.6,179.0678129,338,3297.159273,89804,5764.75739175,13727.7859948,2772,118,56,5.35795523002,2,5357.95523002,6.5944064369476925,0.17859850766733334,0.5892921935826144,3.0,0.535795523002,0.0,1.2094707065507901,0.0,12000,25000.0,0.2,990.0,13410.0
57,male,31~40,Master,Living with Partner,2 ~ 3万元,156.25,地铁,3377193.6,1043.507864,114,17212.95647,84666,11710.0045063,14255.2149406,918,18,57,14.3491858954,2,14349.1858954,17.660536486646155,0.47830619651333334,0.9179366597866956,5.0,1.43491858954,0.0,3.2390938815801356,0.0,12000,25000.0,0.2,990.0,21410.0
58,female,51~60,Bachelor,Living Alone,7000元以下,21.875,公交车,2989941.9,441.9833717,151,2955.978062,96949,3484.14742418,13285.5291011,2336,130,58,5.64915158522,2,5649.15158522,6.9528019510400005,0.18830505284066668,0.599935905692433,3.0,0.564915158522,0.0,1.2752035181083523,0.0,3000,12000.0,0.1,90.0,3360.0
59,female,31~40,Bachelor,Living with Parents,7000元以下,21.875,步行,8231671.8,436.7810407,90,5286.089287,96949,4565.48694002,11102.7109071,1975,89,59,7.18044461776,4,7180.44461776,8.837470298781538,0.23934815392533335,0.6559072181868243,4.0,0.718044461776,0.0,1.6208678595395034,0.0,3000,12000.0,0.1,90.0,3360.0
60,male,31~40,Doctorate and Above,Three Generations or More Living Together,1 ~ 2万元,93.75,私家车,5421418.2,870.6696107,172,9257.200491,84770,9954.96166569,11350.5602369,1475,83,60,8.28648636087,1,8286.48636087,10.198752444147694,0.27621621202900004,0.6963348873003999,4.0,0.828648636087,0.0,1.870538681911964,0.0,12000,25000.0,0.2,990.0,13410.0
61,female,31~40,Doctorate and Above,Three Generations or More Living Together,1 ~ 2万元,93.75,地铁,4467582.9,0.0,74,7564.65107,84770,8586.6567273,11812.6926384,1627,72,61,10.2026432179,2,10202.6432179,12.557099345107693,0.34008810726333333,0.7663736140196081,4.0,1.02026432179,0.0,2.303079733160271,0.0,12000,25000.0,0.2,990.0,13410.0
62,female,31~40,Doctorate and Above,With Partner and Children,1 ~ 2万元,93.75,地铁,2989029.2,1306.146629,42,25935.69585,49695,31462.6535414,37752.897017,303,16,62,28.1536931129,2,28153.6931129,34.65069921587693,0.9384564370966667,1.4225144060983497,6.0,2.81536931129,0.0,6.355235465665915,0.0,12000,25000.0,0.2,990.0,13410.0
63,female,31~40,Bachelor,With Partner and Children,1 ~ 2万元,93.75,步行,3391255.5,1586.02179,85,11059.0872,72170,6356.24230608,14678.0383791,1067,20,63,2.95151119984,4,2951.5111998400002,3.632629169033846,0.09838370666133334,0.5013326535394851,3.0,0.295151119984,0.0,0.6662553498510159,0.0,12000,25000.0,0.2,990.0,13410.0
64,male,18~30,Master,With Partner and Children,1 ~ 2万元,93.75,公交车,3177256.6,179.0678129,338,3297.159273,89804,5764.75739175,13727.7859948,2772,118,64,24.0695485747,2,24069.548574700002,29.624059784246153,0.8023182858233333,1.2732321163195761,6.0,2.40695485747,0.0,5.4333066760045154,0.0,12000,25000.0,0.2,990.0,13410.0
65,female,18~30,Master,Living with Partner,7000元以下,21.875,地铁,2591648.4,906.223963,143,13945.57826,72170,12597.5084614,23306.2598519,524,33,65,11.9269082707,2,11926.9082707,14.679271717784616,0.3975636090233333,0.8293983754745362,4.0,1.19269082707,0.0,2.692304350045147,0.0,3000,12000.0,0.1,90.0,3360.0
66,male,18~30,Master,Three Generations or More Living Together,1 ~ 2万元,93.75,公交车,3789739.8,179.0678129,338,3297.159273,89804,5764.75739175,13727.7859948,2772,118,66,11.3287663889,2,11328.7663889,13.943097094030769,0.37762554629666667,0.8075352927916097,4.0,1.13287663889,0.0,2.5572836092325057,0.0,12000,25000.0,0.2,990.0,13410.0
67,female,31~40,Master,With Partner and Children,7000元以下,21.875,私家车,3286285.4,1329.017887,61,12004.34987,72170,9397.58229695,19544.004005,680,12,67,0.00849943531682,1,8.49943531682,0.010460843466855385,0.00028331451056066667,0.3937606685265553,3.0,0.000849943531682,0.0,0.0019186084236613998,0.0,3000,12000.0,0.1,90.0,3360.0
68,male,31~40,Bachelor,Living Alone,3 ~ 5万元,250.0,步行,690274.2,201.2503741,29,22529.76727,49695,28045.8197535,34480.8572167,954,20,68,0.0092832588820099,4,9.2832588820099,0.011425549393242954,0.00030944196273366333,0.39378931858423555,3.0,0.00092832588820099,0.0,0.0020955437656907227,0.0,35000,55000.0,0.3,6090.0,32410.0
69,female,31~40,Doctorate and Above,With Partner and Children,3 ~ 5万元,250.0,步行,7221522.9,0.0,94,8767.037351,93478,3714.16768207,13137.3916613,1173,37,69,3.63354218823,4,3633.5421882299997,4.472051923975385,0.121118072941,0.5262620228834536,3.0,0.363354218823,0.0,0.8202126835733634,0.0,35000,55000.0,0.3,6090.0,32410.0
70,female,18~30,Master,Living Alone,1 ~ 2万元,93.75,自行车/电动自行车,1077816.3,2333.971746,5,16436.89657,53454,20971.4086828,32579.6203327,305,11,70,2.48460088868,3,2484.60088868,3.057970324529231,0.08282002962266667,0.4842663034827351,3.0,0.24846008886800003,0.0,0.56085798841535,0.0,12000,25000.0,0.2,990.0,13410.0
71,male,18~30,Master,Living with Partner,2 ~ 3万元,156.25,自行车/电动自行车,4148456.4,1107.144326,104,5264.219548,96949,6251.09667019,18319.2121286,1020,34,71,6.37953099948,3,6379.53099948,7.851730460898462,0.212651033316,0.6266324905826598,4.0,0.637953099948,0.0,1.4400747177155757,0.0,12000,25000.0,0.2,990.0,21410.0
72,female,18~30,Doctorate and Above,Living with Partner,1 ~ 2万元,93.75,私家车,4439107.2,637.0441585,188,7099.888678,84770,11112.4640163,16870.1976285,2290,214,72,6.63623642261,1,6636.23642261,8.167675597058462,0.22120788075366665,0.6360155016404332,4.0,0.663623642261,0.0,1.4980217658261852,0.0,12000,25000.0,0.2,990.0,13410.0
73,female,31~40,Bachelor,Three Generations or More Living Together,7000元以下,21.875,地铁,5617309.5,368.8735926,202,10979.99339,93478,8180.46755348,5752.31399091,1447,121,73,10.4705200002,2,10470.5200002,12.886793846400002,0.34901733334,0.776164956873977,4.0,1.04705200002,0.0,2.363548532776524,0.0,3000,12000.0,0.1,90.0,3360.0
74,male,18~30,Master,Living with Partner,7000元 ~ 1万元,53.125,地铁,2656803.6,681.7881306,79,10966.53087,72170,8233.35589384,18545.4220929,867,12,74,6.824088728,2,6824.088728000001,8.398878434461539,0.22746962426666667,0.6428818164896133,4.0,0.6824088728000001,0.0,1.540426349435666,0.0,3000,12000.0,0.1,90.0,7860.0
75,male,31~40,Doctorate and Above,Living with Partner,1 ~ 2万元,93.75,地铁,1447617.6,1132.030193,69,12105.81614,93478,8878.77873276,4474.63762014,1076,112,75,25.4814137663,2,25481.4137663,31.36174002006154,0.8493804588766667,1.324838142181209,6.0,2.5481413766300003,0.0,5.752012136862303,0.0,12000,25000.0,0.2,990.0,13410.0
76,male,41~50,Bachelor,With Partner and Children,7000元 ~ 1万元,53.125,地铁,5153702.4,663.8549554,219,4346.301182,89804,8085.05661427,15210.7798849,2646,180,76,14.1843900105,2,14184.3900105,17.457710782153846,0.47281300035,0.9119130955337925,5.0,1.4184390010499999,0.0,3.2018939075620767,0.0,3000,12000.0,0.1,90.0,7860.0
77,male,18~30,Bachelor,Living Alone,7000元以下,21.875,自行车/电动自行车,544767.3,2064.040026,146,21212.53602,49695,26025.9893059,37424.0356455,911,3,77,4.23056854727,3,4230.56854727,5.206853596639999,0.14101895157566666,0.5480843313502973,3.0,0.423056854727,0.0,0.9549816133792325,0.0,3000,12000.0,0.1,90.0,3360.0
78,male,18~30,Bachelor,Living with Partner,7000元以下,21.875,自行车/电动自行车,236801.4,2475.10064,153,21882.56297,49695,26792.5144169,38093.6451203,1006,4,78,0.873785710119,3,873.785710119,1.0754285663003076,0.0291261903373,0.4253883240143663,3.0,0.0873785710119,0.0,0.19724282395462756,0.0,3000,12000.0,0.1,90.0,3360.0
79,male,31~40,Doctorate and Above,Living Alone,7000元 ~ 1万元,53.125,地铁,1149502.2,778.8413051,68,20856.01207,53454,21534.4645496,32996.2034663,468,6,79,27.8189124379,2,27818.9124379,34.23866146203077,0.9272970812633333,1.4102776144593079,6.0,2.78189124379,0.0,6.279664207200903,0.0,3000,12000.0,0.1,90.0,7860.0
80,male,31~40,Doctorate and Above,Three Generations or More Living Together,3 ~ 5万元,250.0,私家车,7135207.2,505.9374987,97,11389.40878,93478,9122.09848748,6162.28365239,1215,88,80,15.7061474867,1,15706.147486700002,19.330643060553847,0.5235382495566667,0.9675358675513628,5.0,1.5706147486700002,0.0,3.545405753205418,0.0,35000,55000.0,0.3,6090.0,32410.0
