home_ID,gender,age,edu,hhtype,income_cat,income,mode,hcost,dis_to_subway,POI,dis_to_cbd,AveIncome,dis_to_Yuyuantan,dis_to_Kunminghu,newPOI,ncoffee,work_ID,commute_dis,choice,distance,car_cost,car_time,pt_time,pt_cost,bike_time,bike_cost,walk_time,walk_cost,min_income,max_income,tax_rate,cum_tax,income_after_tax
497,female,18~30,Bachelor,Living Alone,7000元 ~ 1万元,53.125,地铁,576655.2,2195.826307,31,25894.96378,47594,23167.8730065,31101.6022415,357,8,497,36.2163177591,2,36216.3177591,44.573929549661536,1.20721059197,1.7172167746247031,11.0,3.62163177591,0.0,8.175241029142214,0.0,3000,12000.0,0.1,90.0,7860.0
498,female,31~40,Bachelor,Living with Partner,7000元 ~ 1万元,53.125,地铁,2281639.8,269.3775206,294,5258.964566,84770,10890.2281406,19778.1408351,3008,323,498,3.2830008638600003,2,3283.00086386,4.040616447827693,0.10943336212866668,0.5134491532421894,3.0,0.32830008638600006,0.0,0.7410837164469527,0.0,3000,12000.0,0.1,90.0,7860.0
499,male,31~40,Bachelor,Living with Partner,3 ~ 5万元,250.0,自行车/电动自行车,3017130.6,643.2405715,264,3922.178398,89804,6533.28788944,13789.9911966,2672,128,499,2.62123894673,3,2621.23894673,3.226140242129231,0.08737463155766667,0.4892606522345594,3.0,0.262123894673,0.0,0.5917017938442438,0.0,35000,55000.0,0.3,6090.0,32410.0
500,female,18~30,Doctorate and Above,Living Alone,3 ~ 5万元,250.0,私家车,2611263.6,794.3001498,71,4905.164633,96949,935.540087814,12342.8826657,1441,105,500,5.15349704885,1,5153.49704885,6.3427655985846165,0.17178323496166667,0.5818189062972156,3.0,0.515349704885,0.0,1.1633176182505645,0.0,35000,55000.0,0.3,6090.0,32410.0
501,male,31~40,Bachelor,Living with Partner,2 ~ 3万元,156.25,地铁,4347862.2,541.8197935,93,14559.31159,93478,9770.2245085,3053.25039706,383,7,501,9.73222763545,2,9732.22763545,11.978126320553846,0.32440758784833335,0.7491791404550899,4.0,0.973222763545,0.0,2.1968911140970655,0.0,12000,25000.0,0.2,990.0,21410.0
502,male,31~40,Master,Living with Partner,1 ~ 2万元,93.75,私家车,2584045.2,1390.804612,41,12055.92372,84770,17414.2332123,24273.6468898,1115,60,502,8.35662217796,1,8356.62217796,10.285073449796924,0.27855407259866666,0.6988984683080678,4.0,0.835662217796,0.0,1.8863706947990972,0.0,12000,25000.0,0.2,990.0,13410.0
503,male,31~40,Bachelor,Three Generations or More Living Together,1 ~ 2万元,93.75,地铁,4574116.8,648.0669031,30,10589.82494,72170,7521.88143258,17706.7186539,1033,10,503,33.3823290026,2,33382.3290026,41.08594338781539,1.1127443000866668,1.6136297622600344,8.0,3.3382329002600004,0.0,7.535514447539504,0.0,12000,25000.0,0.2,990.0,13410.0
504,male,31~40,Bachelor,Living with Partner,1 ~ 2万元,93.75,地铁,2343415.8,133.95868,239,1102.577323,89804,6831.94455595,16931.8773635,2486,123,504,8.184631606169999,2,8184.631606169999,10.073392746055385,0.272821053539,0.6926119262581903,4.0,0.8184631606169999,0.0,1.8475466379616252,0.0,12000,25000.0,0.2,990.0,13410.0
505,male,31~40,Bachelor,Living with Parents,3 ~ 5万元,250.0,地铁,8278548.3,641.8427245,83,3901.052423,89804,9322.97922862,20099.2921758,1443,71,505,4.97060376093,2,4970.603760929999,6.117666167298461,0.16568679203099998,0.575133851801593,3.0,0.49706037609299997,0.0,1.122032451677201,0.0,35000,55000.0,0.3,6090.0,32410.0
506,male,31~40,Master,Living with Partner,2 ~ 3万元,156.25,公交车,4316327.4,752.2875883,363,4141.52654,84770,9434.27261139,17920.755906,3248,343,506,1.23755450748,2,1237.55450748,1.523144009206154,0.041251816916,0.43868467983923976,3.0,0.12375545074800001,0.0,0.2793576766320542,0.0,12000,25000.0,0.2,990.0,21410.0
507,male,31~40,Bachelor,Living with Parents,7000元 ~ 1万元,53.125,地铁,4975413.3,869.0916262,94,14001.47871,93478,11520.3737073,4943.38480866,936,38,507,18.0120693693,2,18012.0693693,22.168700762215384,0.6004023123100001,1.0518211555635304,5.0,1.8012069369300001,0.0,4.065929880203161,0.0,3000,12000.0,0.1,90.0,7860.0
508,female,18~30,Master,Living with Parents,7000元 ~ 1万元,53.125,自行车/电动自行车,5335496.1,438.1903332,197,5762.289593,84770,10927.4656439,18700.9387734,3261,349,508,4.48680973983,3,4486.80973983,5.522227372098461,0.149560324661,0.5574503740070196,3.0,0.448680973983,0.0,1.0128238690361175,0.0,3000,12000.0,0.1,90.0,7860.0
509,male,31~40,Bachelor,With Partner and Children,2 ~ 3万元,156.25,地铁,4361666.6,623.3939724,280,11075.10609,93478,6803.23677159,5298.13351749,1400,120,509,1.11739895106,2,1117.39895106,1.3752602474584616,0.037246631702,0.43429279399282805,3.0,0.11173989510599999,0.0,0.2522345261986456,0.0,12000,25000.0,0.2,990.0,21410.0
510,female,31~40,Bachelor,Living with Parents,1 ~ 2万元,93.75,地铁,6667758.9,594.0227522,311,5906.029723,84770,10652.5487402,17782.5659663,3116,307,510,0.7901186777860001,2,790.118677786,0.9724537572750771,0.026337289259533336,0.4223301545375413,3.0,0.0790118677786,0.0,0.17835636067404068,0.0,12000,25000.0,0.2,990.0,13410.0
511,male,31~40,Master,Living with Partner,2 ~ 3万元,156.25,公交车,4316327.4,752.2875883,363,4141.52654,84770,9434.27261139,17920.755906,3248,343,511,1.23755450748,2,1237.55450748,1.523144009206154,0.041251816916,0.43868467983923976,3.0,0.12375545074800001,0.0,0.2793576766320542,0.0,12000,25000.0,0.2,990.0,21410.0
512,female,31~40,Bachelor,Living with Partner,7000元 ~ 1万元,53.125,私家车,2369347.2,69.64452342,185,6626.472039,72170,3337.4915166,14881.0742995,1576,56,512,10.4285793845,1,10428.5793845,12.835174627076924,0.3476193128166667,0.7746319574691157,4.0,1.04285793845,0.0,2.3540811251693006,0.0,3000,12000.0,0.1,90.0,7860.0
513,male,31~40,Bachelor,Living with Parents,7000元 ~ 1万元,53.125,私家车,0.0,383.4936447,249,4389.534271,89804,7421.2647341,14276.7757113,2698,138,513,5.919803465449999,1,5919.80346545,7.285911957476922,0.19732678218166663,0.6098286830013065,3.0,0.591980346545,0.0,1.336298750665914,0.0,3000,12000.0,0.1,90.0,7860.0
514,female,31~40,Master,With Partner and Children,5万元以上,375.0,私家车,6559888.4,672.9702254,129,4038.580849,89804,9659.66999949,20111.6382182,1469,91,514,18.0386179805,1,18038.6179805,22.201375975999998,0.6012872660166667,1.0527915515505757,5.0,1.80386179805,0.0,4.07192279469526,0.0,55000,80000.0,0.35,12090.0,46160.0
515,female,31~40,Bachelor,Living with Partner,7000元 ~ 1万元,53.125,地铁,3868867.2,544.6688739,91,4868.871225,96949,3872.5068305,11373.2956722,2007,101,515,8.89915886104,2,8899.15886104,10.952810905895385,0.29663862870133334,0.718729088302447,4.0,0.889915886104,0.0,2.008839472018059,0.0,3000,12000.0,0.1,90.0,7860.0
516,female,31~40,Doctorate and Above,With Partner and Children,7000元以下,21.875,自行车/电动自行车,3705277.7,529.0973687,152,5487.119351,96949,2903.22774169,10779.3407409,1735,93,516,8.06746220815,3,8067.462208149999,9.929184256184616,0.2689154069383333,0.6883291894782294,4.0,0.8067462208149999,0.0,1.8210975639164786,0.0,3000,12000.0,0.1,90.0,3360.0
517,male,41~50,Master,Living with Parents,3 ~ 5万元,250.0,地铁,10374952.5,561.0360351,62,1015.509335,89804,6737.44224247,17171.8223693,2376,122,517,5.3519127855,2,5351.9127855,6.586969582153847,0.17839709285,0.5890713321646674,3.0,0.5351912785499999,0.0,1.2081067235891647,0.0,35000,55000.0,0.3,6090.0,32410.0
519,female,31~40,Bachelor,Living with Parents,7000元 ~ 1万元,53.125,地铁,5516408.7,238.6907234,409,1362.120228,89804,6899.53932408,16661.7405917,2394,128,519,9.70182476173,2,9701.82476173,11.940707399052307,0.32339415872433336,0.7480678647491676,4.0,0.970182476173,0.0,2.190028162918736,0.0,3000,12000.0,0.1,90.0,7860.0
521,male,31~40,Bachelor,Living with Partner,1 ~ 2万元,93.75,公交车,236801.4,2735.335521,108,22154.48502,49695,27078.0349382,38364.3465263,1004,4,521,22.4805310521,2,22480.531052100003,27.668345910276926,0.74935103507,1.2151508775060085,6.0,2.2480531052100003,0.0,5.074611975643341,0.0,12000,25000.0,0.2,990.0,13410.0
522,female,31~40,Doctorate and Above,Three Generations or More Living Together,3 ~ 5万元,250.0,地铁,2153646.0,4338.760158,7,26704.33741,56075,26192.942511,18327.3038314,144,0,522,21.1097241973,2,21109.724197300002,25.981199012061538,0.7036574732433334,1.165045602284977,5.0,2.11097241973,0.0,4.765174762370203,0.0,35000,55000.0,0.3,6090.0,32410.0
523,male,18~30,High School and Below,Living Alone,7000元 ~ 1万元,53.125,地铁,919620.9,0.0,182,6696.115267,72170,3372.14086523,14881.7007343,1574,55,523,20.7044075566,2,20704.4075566,25.48234776196923,0.6901469185533333,1.1502306035396577,5.0,2.07044075566,0.0,4.673681164018059,0.0,3000,12000.0,0.1,90.0,7860.0
524,male,18~30,Bachelor,Living Alone,7000元 ~ 1万元,53.125,地铁,1872878.7,219.4049995,98,10010.03145,84770,13796.4977004,18025.0467505,1494,180,524,8.61811089085,2,8618.11089085,10.606905711815385,0.2872703630283333,0.7084563165787188,4.0,0.8618110890849999,0.0,1.9453974922911965,0.0,3000,12000.0,0.1,90.0,7860.0
525,female,31~40,Bachelor,Living with Partner,7000元 ~ 1万元,53.125,地铁,3505187.4,213.9208645,257,10290.80983,93478,6144.74988346,6031.84035859,1790,138,525,1.39168705919,2,1391.68705919,1.712845611310769,0.046389568639666666,0.4443184814918265,3.0,0.139168705919,0.0,0.3141505776952596,0.0,3000,12000.0,0.1,90.0,7860.0
526,female,18~30,Bachelor,With Partner and Children,7000元 ~ 1万元,53.125,出租车/网约车,6233640.3,358.5439418,82,10190.26144,93478,4987.43299395,7392.1404626,1190,67,526,11.7504393008,1,11750.4393008,14.462079139446153,0.3916813100266667,0.8229481405097413,4.0,1.17504393008,0.0,2.652469368126411,0.0,3000,12000.0,0.1,90.0,7860.0
527,female,31~40,Bachelor,With Partner and Children,7000元 ~ 1万元,53.125,私家车,2850842.5,1774.156622,4,20071.28333,84666,14659.8007282,16636.7664183,129,1,527,4.4439190829,1,4443.9190829,5.469438871261539,0.14813063609666666,0.5558826490117998,3.0,0.44439190828999997,0.0,1.0031420051693003,0.0,3000,12000.0,0.1,90.0,7860.0
528,female,31~40,Master,Three Generations or More Living Together,3 ~ 5万元,250.0,自行车/电动自行车,3924419.4,956.9419141,45,13246.87173,84770,15811.5994113,16938.8125616,1280,115,528,12.2082387117,3,12208.2387117,15.025524568246155,0.40694129039,0.8396814719771544,5.0,1.22082387117,0.0,2.7558100929345373,0.0,35000,55000.0,0.3,6090.0,32410.0
529,female,31~40,Bachelor,Living Alone,7000元 ~ 1万元,53.125,私家车,1184673.6,69.64452342,185,6626.472039,72170,3337.4915166,14881.0742995,1576,56,529,21.9295304786,1,21929.5304786,26.990191358276924,0.7309843492866667,1.1950108882102943,5.0,2.19295304786,0.0,4.950232613679459,0.0,3000,12000.0,0.1,90.0,7860.0
530,male,18~30,Bachelor,Living with Parents,7000元 ~ 1万元,53.125,私家车,5834951.1,890.6118647,124,5991.373205,93478,2584.05971565,14372.431986,1486,57,530,1.24289578426,1,1242.8957842599998,1.5297178883199996,0.04142985947533332,0.4388799124076767,3.0,0.12428957842599997,0.0,0.2805633824514672,0.0,3000,12000.0,0.1,90.0,7860.0
531,male,41~50,Master,Living with Partner,3 ~ 5万元,250.0,地铁,6916635.0,561.0360351,62,1015.509335,89804,6737.44224247,17171.8223693,2376,122,531,8.85476002477,2,8854.76002477,10.89816618433231,0.2951586674923333,0.7171062368387181,4.0,0.885476002477,0.0,1.99881716134763,0.0,35000,55000.0,0.3,6090.0,32410.0
532,female,31~40,Bachelor,Living Alone,2 ~ 3万元,156.25,地铁,1970040.6,0.0,57,11264.70531,93478,5550.78897659,8831.90751414,653,31,532,34.541442334,2,34541.442334,42.51254441107693,1.1513814111333334,1.6559972863782566,9.0,3.4541442334,0.0,7.797165312415351,0.0,12000,25000.0,0.2,990.0,21410.0
533,male,31~40,Bachelor,Living with Partner,7000元 ~ 1万元,53.125,私家车,0.0,383.4936447,249,4389.534271,89804,7421.2647341,14276.7757113,2698,138,533,12.5037188695,1,12503.7188695,15.38919245476923,0.41679062898333336,0.8504817642116741,5.0,1.25037188695,0.0,2.8225099028216705,0.0,3000,12000.0,0.1,90.0,7860.0
534,male,31~40,Bachelor,Living with Parents,3 ~ 5万元,250.0,公交车,6128050.5,955.7511376,56,11034.2561,93478,6075.2110794,13991.5072658,1130,27,534,12.7033073542,2,12703.3073542,15.634839820553845,0.4234435784733333,0.8577770559749336,5.0,1.27033073542,0.0,2.8675637368397293,0.0,35000,55000.0,0.3,6090.0,32410.0
535,male,18~30,Master,Living with Partner,7000元 ~ 1万元,53.125,地铁,3109748.4,606.3607271,45,10584.80466,72170,7614.56681832,17869.7962975,1027,14,535,4.43926068062,2,4439.26068062,5.46370545307077,0.14797535602066667,0.5557123766444619,3.0,0.443926068062,0.0,1.002090447092551,0.0,3000,12000.0,0.1,90.0,7860.0
536,male,31~40,Bachelor,Living with Parents,1 ~ 2万元,93.75,公交车,3853881.9,1426.60318,2,19981.98337,93478,16002.5904398,3935.88375158,176,10,536,14.7208650726,2,14720.865072600001,18.11798778166154,0.4906955024200001,0.9315221531786511,5.0,1.4720865072600002,0.0,3.322994373047405,0.0,12000,25000.0,0.2,990.0,13410.0
537,male,31~40,Master,Living Alone,2 ~ 3万元,156.25,公交车,1134678.6,82.25054266,153,7544.799606,84770,13243.6384546,22036.260848,2481,207,537,22.4664728886,2,22466.472888599998,27.651043555199998,0.74888242962,1.2146370281998107,6.0,2.2466472888599998,0.0,5.07143857530474,0.0,12000,25000.0,0.2,990.0,21410.0
538,female,31~40,Bachelor,With Partner and Children,1 ~ 2万元,93.75,地铁,1767260.9,2102.272651,30,25845.02902,47594,23136.8595409,31104.0383661,359,7,538,33.4437855277,2,33443.7855277,41.161582187938464,1.1147928509233334,1.6158761006799809,8.0,3.3443785527700003,0.0,7.549387252302484,0.0,12000,25000.0,0.2,990.0,13410.0
539,male,18~30,Master,Living Alone,1 ~ 2万元,93.75,公交车,1867882.5,217.4715402,165,3756.258834,96949,4851.70928901,16838.7554925,1601,65,539,3.66728567009,2,3667.28567009,4.513582363187693,0.12224285566966667,0.527495403384573,3.0,0.36672856700900003,0.0,0.8278297223679459,0.0,12000,25000.0,0.2,990.0,13410.0
540,male,31~40,Doctorate and Above,Living with Parents,7000元 ~ 1万元,53.125,地铁,6474491.1,753.9271534,363,4140.216596,84770,9431.7956302,17917.0674857,3249,343,540,8.4641741048,2,8464.1741048,10.417445052061538,0.28213913682666664,0.7028296704872813,4.0,0.84641741048,0.0,1.9106487821218963,0.0,3000,12000.0,0.1,90.0,7860.0
541,male,18~30,Bachelor,Living with Partner,7000元 ~ 1万元,53.125,公交车,1803595.2,386.3300466,382,1094.578995,89804,6704.34981547,16632.4765828,2373,126,541,8.25962512849,2,8259.62512849,10.165692465833848,0.27532083761633336,0.6953530644881903,4.0,0.825962512849,0.0,1.8644751983047407,0.0,3000,12000.0,0.1,90.0,7860.0
542,male,31~40,Master,Living with Partner,2 ~ 3万元,156.25,公交车,2269357.2,82.25054266,153,7544.799606,84770,13243.6384546,22036.260848,2481,207,542,15.0406491426,2,15040.6491426,18.51156817550769,0.50135497142,0.943210793910601,5.0,1.50406491426,0.0,3.3951803933634315,0.0,12000,25000.0,0.2,990.0,21410.0
543,male,31~40,Bachelor,Living Alone,1 ~ 2万元,93.75,自行车/电动自行车,2008578.0,2611.079851,90,22243.90961,84770,26904.1221667,30430.2827572,293,2,543,20.9686629669,3,20968.6629669,25.807585190030768,0.6989554322299999,1.1598895792118065,5.0,2.09686629669,0.0,4.733332498171557,0.0,12000,25000.0,0.2,990.0,13410.0
544,male,18~30,Master,Living Alone,2 ~ 3万元,156.25,地铁,2158163.7,754.0364177,363,4140.099242,84770,9431.71339629,17917.0738874,3249,343,544,0.253916431529,2,253.91643152900002,0.3125125311126154,0.008463881050966666,0.4027310687664375,3.0,0.0253916431529,0.0,0.057317478900451475,0.0,12000,25000.0,0.2,990.0,21410.0
545,female,18~30,Bachelor,Living Alone,1 ~ 2万元,93.75,私家车,501033.5,605.4994929,222,20005.40012,56075,19611.8706475,13287.7463697,657,9,545,19.2666279721,1,19266.6279721,23.712772888738463,0.6422209324033333,1.097677363426875,5.0,1.92666279721,0.0,4.3491259530699775,0.0,12000,25000.0,0.2,990.0,13410.0
546,male,31~40,Master,Living with Parents,1 ~ 2万元,93.75,公交车,6939068.4,273.4867476,226,4379.535045,89804,8813.04578567,16328.7093085,2886,253,546,2.32926997009,2,2329.26997009,2.866793809341538,0.07764233233633333,0.4785886995234063,3.0,0.232926997009,0.0,0.5257945756410836,0.0,12000,25000.0,0.2,990.0,13410.0
547,female,31~40,Bachelor,With Partner and Children,1 ~ 2万元,93.75,地铁,1767260.9,1878.298914,21,25756.85165,47594,23103.2736909,31160.7854172,379,8,547,36.3813873122,2,36381.3873122,44.77709207655384,1.2127129104066665,1.7232503419064302,11.0,3.6381387312199998,0.0,8.212502779277653,0.0,12000,25000.0,0.2,990.0,13410.0
548,female,31~40,Master,Living with Partner,7000元以下,21.875,公交车,1813422.6,196.2981535,152,2593.766361,89804,8351.17360741,18320.0910162,2397,162,548,10.52103577,2,10521.035769999999,12.94896710153846,0.3507011923333333,0.7780113924531166,4.0,1.052103577,0.0,2.3749516410835216,0.0,3000,12000.0,0.1,90.0,3360.0
549,female,31~40,Bachelor,With Partner and Children,1 ~ 2万元,93.75,地铁,1767260.9,2102.272651,30,25845.02902,47594,23136.8595409,31104.0383661,359,7,549,35.1063896195,2,35106.3896195,43.207864147076926,1.1702129873166667,1.6766470512420908,10.0,3.51063896195,0.0,7.9246929163656885,0.0,12000,25000.0,0.2,990.0,13410.0
550,female,18~30,Bachelor,Living with Partner,7000元 ~ 1万元,53.125,自行车/电动自行车,2133406.0,1859.176211,1,16066.26329,72170,11463.9403515,17720.7310659,176,1,550,31.4056680144,3,31405.6680144,38.65312986387693,1.04685560048,1.5413795087063435,6.0,3.14056680144,0.0,7.089315578871332,0.0,3000,12000.0,0.1,90.0,7860.0
551,female,31~40,Master,Living Alone,7000元 ~ 1万元,53.125,私家车,1928038.2,54.24364736,77,6600.373142,84770,7283.79073148,11495.2253817,1748,63,551,8.92789379169,1,8927.89379169,10.988176974387692,0.297596459723,0.7197793979092556,4.0,0.892789379169,0.0,2.0153259123453724,0.0,3000,12000.0,0.1,90.0,7860.0
552,female,31~40,Doctorate and Above,Living with Parents,7000元以下,21.875,自行车/电动自行车,4419548.1,529.0973687,152,5487.119351,96949,2903.22774169,10779.3407409,1735,93,552,8.06746220815,3,8067.462208149999,9.929184256184616,0.2689154069383333,0.6883291894782294,4.0,0.8067462208149999,0.0,1.8210975639164786,0.0,3000,12000.0,0.1,90.0,3360.0
553,female,18~30,Master,With Partner and Children,2 ~ 3万元,156.25,地铁,3176227.4,982.7922156,31,18155.04215,56075,18113.5418305,13022.6451147,1090,17,553,17.1995053702,2,17199.5053702,21.16862199409231,0.5733168456733334,1.0221205871230936,5.0,1.7199505370200001,0.0,3.8825068555756213,0.0,12000,25000.0,0.2,990.0,21410.0
554,male,18~30,Bachelor,Living with Partner,7000元 ~ 1万元,53.125,公交车,3714915.6,648.8920575,17,8258.090614,84770,13001.3390873,19310.7581096,1355,156,554,7.51060701697,2,7510.60701697,9.243824020886153,0.2503535672323333,0.6679752041486151,4.0,0.751060701697,0.0,1.6953966178261852,0.0,3000,12000.0,0.1,90.0,7860.0
555,female,31~40,Bachelor,Living with Partner,1 ~ 2万元,93.75,公交车,3926128.8,415.8205215,64,7989.048622,84770,13619.3889464,22029.4644315,2199,198,555,15.1528729625,2,15152.8729625,18.6496898,0.5050957654166667,0.9473127615676459,5.0,1.51528729625,0.0,3.420513084085779,0.0,12000,25000.0,0.2,990.0,13410.0
556,female,31~40,Bachelor,Living Alone,7000元 ~ 1万元,53.125,公交车,908575.8,3017.799164,45,16986.36324,53454,16542.1819053,27550.1487477,321,1,556,12.6227380753,2,12622.7380753,15.53567763113846,0.4207579358433333,0.8548321145490071,5.0,1.26227380753,0.0,2.849376540699774,0.0,3000,12000.0,0.1,90.0,7860.0
557,female,31~40,Bachelor,Living Alone,7000元 ~ 1万元,53.125,自行车/电动自行车,1109694.3,464.5019833,84,11556.1203,72170,7988.34828248,17436.8089752,847,7,557,6.37155510329,3,6371.55510329,7.8419139732800005,0.21238517010966668,0.6263409582837549,4.0,0.6371555103290001,0.0,1.4382742896817158,0.0,3000,12000.0,0.1,90.0,7860.0
558,female,31~40,Doctorate and Above,Living with Partner,7000元以下,21.875,自行车/电动自行车,2946365.4,529.0973687,152,5487.119351,96949,2903.22774169,10779.3407409,1735,93,558,14.8310977557,3,14831.0977557,18.253658776246155,0.49436992519,0.9355513414670945,5.0,1.48310977557,0.0,3.3478775972234764,0.0,3000,12000.0,0.1,90.0,3360.0
559,female,18~30,Bachelor,Living with Parents,7000元以下,21.875,地铁,6137524.8,790.9797801,96,5660.640735,72170,6640.32814509,18708.4762999,948,27,559,6.24726305349,2,6247.26305349,7.688939142756924,0.208242101783,0.6217978767101486,4.0,0.624726305349,0.0,1.4102173935643343,0.0,3000,12000.0,0.1,90.0,3360.0
560,male,18~30,Bachelor,Living Alone,7000元 ~ 1万元,53.125,公交车,901797.6,386.3300466,382,1094.578995,89804,6704.34981547,16632.4765828,2373,126,560,8.25962512849,2,8259.62512849,10.165692465833848,0.27532083761633336,0.6953530644881903,4.0,0.825962512849,0.0,1.8644751983047407,0.0,3000,12000.0,0.1,90.0,7860.0
561,male,31~40,Master,Living with Partner,2 ~ 3万元,156.25,私家车,0.0,544.1279595,172,2768.910577,89804,6668.26840922,15028.898851,2995,148,561,5.698828282759999,1,5698.82828276,7.01394250185846,0.18996094275866665,0.6017516717820158,3.0,0.5698828282759999,0.0,1.28641721958465,0.0,12000,25000.0,0.2,990.0,21410.0
562,male,31~40,Bachelor,Living Alone,1 ~ 2万元,93.75,自行车/电动自行车,2008578.0,2611.079851,90,22243.90961,84770,26904.1221667,30430.2827572,293,2,562,20.9657455762,3,20965.7455762,25.803994555323076,0.6988581858733334,1.1597829437194036,5.0,2.09657455762,0.0,4.73267394496614,0.0,12000,25000.0,0.2,990.0,13410.0
563,male,31~40,Bachelor,Living with Parents,7000元以下,21.875,公交车,4067751.6,559.986655,110,13405.95987,84666,8174.22708667,13960.5902782,916,14,563,10.9205566927,2,10920.5566927,13.440685160246154,0.3640185564233333,0.7926145480460061,4.0,1.09205566927,0.0,2.4651369509480814,0.0,3000,12000.0,0.1,90.0,3360.0
564,male,31~40,Bachelor,Living Alone,7000元以下,21.875,公交车,710697.9,1063.580542,89,10965.18473,72170,11161.1786068,22869.0402808,478,14,564,20.2499481145,2,20249.9481145,24.923013064,0.6749982704833334,1.133619353498499,5.0,2.02499481145,0.0,4.571094382505644,0.0,3000,12000.0,0.1,90.0,3360.0
565,female,31~40,Bachelor,Three Generations or More Living Together,1 ~ 2万元,93.75,步行,5030823.6,1298.255488,35,15050.15465,53454,19698.9663845,31222.2511006,553,21,565,16.9307147822,4,16930.7147822,20.83780280886154,0.5643571594066666,1.0122958431473803,5.0,1.6930714782199998,0.0,3.8218317792776526,0.0,12000,25000.0,0.2,990.0,13410.0
566,male,31~40,Bachelor,Living with Partner,2 ~ 3万元,156.25,私家车,2772224.4,363.2313236,172,12860.06251,84770,15225.953637,16209.057638,1288,110,566,20.2221241263,1,20222.124126299997,24.888768155446154,0.67407080421,1.1326023403564751,5.0,2.02221241263,0.0,4.564813572528217,0.0,12000,25000.0,0.2,990.0,21410.0
567,male,31~40,Master,With Partner and Children,1 ~ 2万元,93.75,私家车,2011754.0,150.4571391,33,9369.541656,84770,14050.454119,25516.6704065,746,11,567,9.24556525419,1,9245.56525419,11.379157235926154,0.30818550847299997,0.7313908193160681,4.0,0.924556525419,0.0,2.087035046092551,0.0,12000,25000.0,0.2,990.0,13410.0
568,male,18~30,Bachelor,Living with Parents,7000元以下,21.875,私家车,2695918.5,442.9721185,116,3631.520733,84770,9257.29039616,18481.9943156,2967,272,568,14.3599908878,1,14359.9908878,17.67383493883077,0.4786663629266667,0.9183316002672364,5.0,1.43599908878,0.0,3.241532931783296,0.0,3000,12000.0,0.1,90.0,3360.0
569,female,31~40,Bachelor,Living with Parents,7000元以下,21.875,地铁,3377127.6,570.1565235,298,11045.284,93478,6795.85593276,5313.73854691,1423,121,569,3.5193378180200003,2,3519.33781802,4.331492699101539,0.11731126060066668,0.522087662811661,3.0,0.351933781802,0.0,0.7944329160316028,0.0,3000,12000.0,0.1,90.0,3360.0
570,male,18~30,Bachelor,Living Alone,7000元 ~ 1万元,53.125,公交车,2263780.2,646.8424535,151,6826.722796,96949,4385.33235092,15999.1987868,1546,47,570,2.61373236718,2,2613.73236718,3.216901374990769,0.08712441223933333,0.48898627424104096,3.0,0.261373236718,0.0,0.5900073063611738,0.0,3000,12000.0,0.1,90.0,7860.0
571,male,18~30,Bachelor,Living with Parents,7000元 ~ 1万元,53.125,公交车,6791340.6,646.8424535,151,6826.722796,96949,4385.33235092,15999.1987868,1546,47,571,4.7151709589,2,4715.1709589,5.803287334030769,0.15717236529666667,0.5657973571660598,3.0,0.47151709589,0.0,1.064372676952596,0.0,3000,12000.0,0.1,90.0,7860.0
572,female,18~30,Master,Living Alone,7000元以下,21.875,公交车,1850326.5,729.5403003,75,10023.62843,84770,8969.13549136,8466.05816515,1118,63,572,2.8164082606500003,2,2816.40826065,3.466348628492308,0.09388027535500001,0.49639441594052525,3.0,0.281640826065,0.0,0.63575807238149,0.0,3000,12000.0,0.1,90.0,3360.0
573,male,31~40,Master,Three Generations or More Living Together,2 ~ 3万元,156.25,公交车,3404035.8,82.25054266,153,7544.799606,84770,13243.6384546,22036.260848,2481,207,573,9.88287792964,2,9882.877929639999,12.16354206724923,0.3294292643213333,0.754685659791558,4.0,0.9882877929639999,0.0,2.2308979525146726,0.0,12000,25000.0,0.2,990.0,21410.0
574,male,18~30,Master,Living Alone,3 ~ 5万元,250.0,地铁,2006667.3,246.8683278,169,8890.198814,84770,14254.3935728,21674.4164001,1785,134,574,3.21605867745,2,3216.05867745,3.958226064553846,0.107201955915,0.5110023047585932,3.0,0.321605867745,0.0,0.7259726134198646,0.0,35000,55000.0,0.3,6090.0,32410.0
575,female,18~30,Bachelor,Living with Parents,7000元以下,21.875,地铁,3269514.6,536.3868678,34,22176.1866,49695,27736.5034385,34417.3992368,1130,21,575,23.7524610575,2,23752.4610575,29.233798224615384,0.7917487019166667,1.2616420390867207,6.0,2.37524610575,0.0,5.361729358352145,0.0,3000,12000.0,0.1,90.0,3360.0
576,female,51~60,Bachelor,Living with Partner,7000元 ~ 1万元,53.125,步行,3217632.0,360.8772255,114,4835.842809,89804,7037.45400243,13344.3617056,2581,120,576,0.0804349490067,4,80.4349490067,0.09899686031593846,0.0026811649668899997,0.3963900314444432,3.0,0.008043494900669999,0.0,0.018156873364943565,0.0,3000,12000.0,0.1,90.0,7860.0
577,male,31~40,Doctorate and Above,Living with Parents,7000元 ~ 1万元,53.125,地铁,6474491.1,753.9271534,363,4140.216596,84770,9431.7956302,17917.0674857,3249,343,577,0.00291739072967,2,2.91739072967,0.003590634744209231,9.724635765566666e-05,0.3935566354934873,3.0,0.000291739072967,0.0,0.0006585532121151242,0.0,3000,12000.0,0.1,90.0,7860.0
